Centro Poblado,Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,C_Aerodromo,C_Regional,C_Nacional,C_Internacional
MEDELLÍN,True,VOLAR COLOMBIA,52.671796405360496,ALI PIEDRAHITA,62.4509417241662,OLAYA HERRERA,3.07967290965387,JOSE M. CORDOVA,19.783628757643,False,False,True,True
PALMITAS,True,CAROLINA DEL PRINCIPE,61.1834271759248,ALI PIEDRAHITA,49.8592130942614,OLAYA HERRERA,17.5545482812624,JOSE M. CORDOVA,35.590644937635496,False,False,True,True
SANTA ELENA,True,INGENIO PROVIDENCIA,8.0335582287207,FARFAN HERIBERTO GIL MAR,49.1325451748873,BUENAVENTURA-GERARDO TOBAR LOPEZ,86.02446588598329,ALFONSO BONILLA ARAGON,20.528523699408396,True,False,False,True
ALTAVISTA,True,VOLAR COLOMBIA,50.078598426605794,ALI PIEDRAHITA,57.8008021080894,OLAYA HERRERA,4.22878985019279,JOSE M. CORDOVA,23.6406437438212,False,False,True,True
AGUAS FRÍAS,True,VOLAR COLOMBIA,51.181305959040394,ALI PIEDRAHITA,56.8691877620309,OLAYA HERRERA,5.142963621407559,JOSE M. CORDOVA,24.658146579561702,False,False,True,True
LA LOMA,False,NUEVA FORTUNA,704.7457842338631,CAPURGANA,646.870096632668,EL EMBRUJO,97.1154531429532,RAFAEL NUÑEZ,715.8556374280349,False,False,False,False
SAN JOSÉ DEL MANZANILLO,True,VOLAR COLOMBIA,48.1043254331227,ALI PIEDRAHITA,59.8605526752936,OLAYA HERRERA,2.99144141745127,JOSE M. CORDOVA,21.532202680060703,False,False,True,True
BARRO BLANCO,True,SAN BERNARDO,25.369714138898395,LAS BRUJAS,71.82200617291859,LOS GARZONES,144.98926707656602,RAFAEL NUÑEZ,152.24358193344102,True,False,False,False
EL CERRO,True,EL GUAYABAL,71.3016456197922,JUAN CASIANO,109.195513154648,ANTONIO NARIÑO,38.07814342117221,ALFONSO BONILLA ARAGON,240.676994865676,False,False,True,False
EL PATIO,True,VOLAR COLOMBIA,56.331889719649894,ALI PIEDRAHITA,54.411592006031,OLAYA HERRERA,9.264282146121829,JOSE M. CORDOVA,28.189478799548898,False,False,True,True
EL PLACER,True,ORITO,24.855401357849,CANANGUCHAL,70.32747222768121,TRES DE MAYO,53.4799950516356,BENITO SALAS,333.553495297577,True,False,False,False
EL PLAN,True,SAN JUAN DEL CESAR,31.974998019293103,JORGE ISAACS (LA MINA),189.831570369287,ALFONSO LOPEZ PUMAREJO,23.2148253274297,ALMIRANTE PADILLA,119.388680858664,True,False,True,False
LA ALDEA,True,CAROLINA DEL PRINCIPE,62.27057161548839,ALI PIEDRAHITA,48.4078878126795,OLAYA HERRERA,18.4622185732554,JOSE M. CORDOVA,36.7757259740773,False,False,True,True
LA CUCHILLA,True,TUCANES - CA.,16.4074704106921,FARFAN HERIBERTO GIL MAR,43.781699017821396,PERALES,88.70612567379179,MATECAÑA,54.7862858164311,True,False,False,False
LA PALMA,False,EL ALGARROBO,42.1572665358789,LAS BRUJAS,90.10272044644199,LOS GARZONES,115.970716606696,RAFAEL NUÑEZ,210.24929513130297,False,False,False,False
LAS PLAYAS,True,VOLAR COLOMBIA,57.0459346784965,ALI PIEDRAHITA,54.54077879784929,OLAYA HERRERA,9.65002662438781,JOSE M. CORDOVA,28.3493747838485,False,False,True,True
PIEDRA GORDA,True,VOLAR COLOMBIA,52.597410047599105,ALI PIEDRAHITA,71.7770022403824,OLAYA HERRERA,10.3199685335627,JOSE M. CORDOVA,11.416678338129802,False,False,True,True
POTRERITO,True,CENTRAL CASTILLA,12.7458500321159,FARFAN HERIBERTO GIL MAR,75.17852862022659,BUENAVENTURA-GERARDO TOBAR LOPEZ,99.38848948095942,ALFONSO BONILLA ARAGON,25.4230818405123,True,False,False,True
TRAVESÍAS,False,INGENIO RISARALDA,44.029937132710295,CONDOTO MANDINGA,96.4602340923689,LA NUBIA,49.361529467327394,MATECAÑA,53.408117746235895,False,False,False,False
URQUITA,True,CAROLINA DEL PRINCIPE,60.1608542650731,ALI PIEDRAHITA,48.789109023266,OLAYA HERRERA,20.612347485672398,JOSE M. CORDOVA,38.2878996781265,False,False,True,True
BOQUERÓN,True,MAPIRIPAN,37.209613410853294,JORGE E. GONZALEZ T.,34.7579853529652,VANGUARDIA,223.59257371244598,EL DORADO,306.999708172044,True,True,False,False
EL LLANO 1,True,VOLAR COLOMBIA,58.160875282533205,ALI PIEDRAHITA,54.4332081159478,OLAYA HERRERA,10.514880431001,JOSE M. CORDOVA,28.9098649019052,False,False,True,True
EL LLANO,True,EDGAR CALDAS POTES-CA,61.732349039453204,FARFAN HERIBERTO GIL MAR,95.70083274457122,BUENAVENTURA-GERARDO TOBAR LOPEZ,9.92784300922365,ALFONSO BONILLA ARAGON,72.4122624243147,False,False,True,False
LA VERDE,True,CAMPO CAPOTE,38.4233571563125,MORELA,59.3209399239056,YARIGUIES,69.10529064706171,PALONEGRO,110.822180343043,True,False,False,False
MATASANO,True,VOLAR COLOMBIA,55.3096480483066,ALI PIEDRAHITA,71.94881340313592,OLAYA HERRERA,11.5252924894433,JOSE M. CORDOVA,13.075276661061801,False,False,True,True
MATASANO 2,True,VOLAR COLOMBIA,55.9631977082415,ALI PIEDRAHITA,70.5495543043363,OLAYA HERRERA,10.7448278167715,JOSE M. CORDOVA,14.6228595005956,False,False,True,True
MAZO,True,VOLAR COLOMBIA,54.0421370410592,ALI PIEDRAHITA,71.5184667069732,OLAYA HERRERA,10.598580076157699,JOSE M. CORDOVA,12.527472538117099,False,False,True,True
MEDIA LUNA,True,MANAURE,66.8361692006591,PUERTO BOLIVAR,2.63524749358664,ALFONSO LOPEZ PUMAREJO,241.561849280404,ALMIRANTE PADILLA,127.36504393147499,False,True,False,False
LAS CAMELIAS,True,MORICHITO,14.895444916698999,GUSTAVO VARGAS,46.7086926843324,EL ALCARAVAN,99.6661947344119,PALONEGRO,190.517179830657,True,False,False,False
ABEJORRAL,True,VOLAR COLOMBIA,19.3584103763782,JOSE CELESTINO,88.0423778211631,OLAYA HERRERA,51.160757341274206,JOSE M. CORDOVA,41.724663600618,True,False,False,False
PANTANILLO,True,EL SANTUARIO,35.73804706631021,JOSE CELESTINO,58.59219141948049,PERALES,91.98332449550301,EL DORADO,40.8977809137246,True,False,False,False
NARANJAL - LAS FONDAS,True,VOLAR COLOMBIA,9.89127196145507,JOSE CELESTINO,92.84917822937149,OLAYA HERRERA,51.5093658671044,JOSE M. CORDOVA,45.7245736291976,True,False,False,False
LAS CANOAS,True,NUEVA ROMA,34.472890894726895,LAS BRUJAS,132.441246675237,ALFONSO LOPEZ PUMAREJO,137.994259877552,ERNESTO CORTISSOZ,79.4776232471418,True,False,False,False
ABRIAQUÍ,True,FRONTINO EL PLATEADO,13.5060170754096,ALI PIEDRAHITA,34.890434425254504,OLAYA HERRERA,69.5657389192951,JOSE M. CORDOVA,87.91030800701441,True,True,False,False
POTREROS SECTOR 1,True,FRONTINO EL PLATEADO,8.234839388476301,ALI PIEDRAHITA,39.02177131052,OLAYA HERRERA,74.7608145037631,JOSE M. CORDOVA,92.939564576976,True,True,False,False
ALEJANDRÍA,True,NUEVA ROMA,25.858059869921497,LAS BRUJAS,145.491742855807,ALFONSO LOPEZ PUMAREJO,109.256012494505,ERNESTO CORTISSOZ,131.09522600914602,True,False,False,False
AMAGÁ,True,VOLAR COLOMBIA,31.465469538889298,ALI PIEDRAHITA,58.1701727255231,OLAYA HERRERA,23.6602573620911,JOSE M. CORDOVA,33.860651931146606,True,False,True,True
CAMILO C,True,VOLAR COLOMBIA,30.067535215346698,ALI PIEDRAHITA,59.24074196170049,OLAYA HERRERA,24.634170019758898,JOSE M. CORDOVA,34.09789757061711,True,False,True,True
LA CLARITA,True,VOLAR COLOMBIA,34.5418036245574,ALI PIEDRAHITA,56.6118022068518,OLAYA HERRERA,20.7293556952629,JOSE M. CORDOVA,32.3819342977452,True,False,True,True
LA FERREIRA,True,VOLAR COLOMBIA,34.3101833140884,ALI PIEDRAHITA,56.0162837103867,OLAYA HERRERA,21.8526795742475,JOSE M. CORDOVA,33.5888126459577,True,False,True,True
LA GUALÍ,True,VOLAR COLOMBIA,33.590287064109,ALI PIEDRAHITA,56.595188083646796,OLAYA HERRERA,22.236126464068303,JOSE M. CORDOVA,33.5702566083406,True,False,True,True
PIEDECUESTA,True,GANADERIA EL TRIUNFO,22.927054773382203,JOSE CELESTINO,13.515984948802199,LA NUBIA,56.3136993029632,MATECAÑA,92.269217233967,True,True,False,False
MINAS,True,LA JAGUA,22.421224061417103,CONTADOR,47.49633000407891,GUSTAVO ARTUNDUAGA PAREDES,79.3724182759263,BENITO SALAS,102.96076163309799,True,False,False,False
CAMILO C - ALTO DE LA VIRGEN,True,VOLAR COLOMBIA,30.3146924690805,ALI PIEDRAHITA,58.7809072208899,OLAYA HERRERA,24.8264099605924,JOSE M. CORDOVA,34.5243587445395,True,False,True,True
PIEDECUESTA - MANI DE LAS CASAS,True,VOLAR COLOMBIA,32.8778748045543,ALI PIEDRAHITA,57.9501749486815,OLAYA HERRERA,21.6616445915974,JOSE M. CORDOVA,32.3342095484848,True,False,True,True
AMALFI,True,EL RIO,4.29901138791201,REMEDIOS OTU,41.948292684651705,OLAYA HERRERA,95.2190706770922,JOSE M. CORDOVA,91.2632551082593,True,False,False,False
PORTACHUELO,True,LAS ACACIAS,15.0232336608814,JOSE CELESTINO,100.03945606925501,VANGUARDIA,102.44029304631,EL DORADO,37.0397458403249,True,False,False,True
ANDES,True,COVEÑAS,27.1492860624885,LAS BRUJAS,27.567384565997802,LOS GARZONES,56.714614300185204,RAFAEL NUÑEZ,134.717844147313,True,True,False,False
BUENOS AIRES,True,MIRAFLORES,12.805357312042599,JORGE E. GONZALEZ T.,151.396854267359,VANGUARDIA,358.56451702906503,BENITO SALAS,413.30589251119204,True,False,False,False
SAN JOSÉ,True,JAMAICA,1.77290039872068,ALBERTO LLERAS CAMARGO,85.4589169488072,EL ALCARAVAN,25.644306237985703,EL DORADO,192.241020994714,True,False,True,False
SANTA RITA,True,JIBICI,2.95561473946641,CESAR GAVIRIA TRUJILLO,123.436142364873,SANTIAGO PEREZ QUIROZ,358.89783332925697,CAMILO DAZA,570.7499874365731,True,False,False,False
TAPARTÓ,False,VOLAR COLOMBIA,40.8617435448358,ALI PIEDRAHITA,72.3128111667777,OLAYA HERRERA,71.08668248423801,JOSE M. CORDOVA,79.0642864293179,False,False,False,False
SANTA INÉS,True,LAS AGUILAS -CA,13.527122920422801,FARFAN HERIBERTO GIL MAR,62.6926361154117,BUENAVENTURA-GERARDO TOBAR LOPEZ,54.492499920391204,ALFONSO BONILLA ARAGON,19.7186396626908,True,False,False,True
SAN BARTOLO,True,VOLAR COLOMBIA,31.559377250208502,ALI PIEDRAHITA,83.018198943415,OLAYA HERRERA,71.0323978669112,JOSE M. CORDOVA,75.4904331606962,True,False,False,False
LA CHAPARRALA - LA UNIÓN,True,VOLAR COLOMBIA,38.014440848812704,ALI PIEDRAHITA,78.72224984787141,OLAYA HERRERA,73.1290777933333,JOSE M. CORDOVA,79.4553319498016,True,False,False,False
ANGELÓPOLIS,True,VOLAR COLOMBIA,39.2483452198135,ALI PIEDRAHITA,53.2963806103908,OLAYA HERRERA,18.1809350923133,JOSE M. CORDOVA,32.4583518995198,True,False,True,True
LA ESTACIÓN,True,FLAMINIO S. CAMACHO,34.8920646619245,SANTIAGO VILA,71.23844984046609,PERALES,92.04871043498659,EL DORADO,26.1406260145511,True,False,False,True
CIENAGUITA,True,COVEÑAS,32.873478037697,TOLU,18.590777761413698,LOS GARZONES,89.44803076623042,RAFAEL NUÑEZ,103.120548421205,True,True,False,False
ANGOSTURA,True,SAN BERNARDO,7.600729737462309,LAS BRUJAS,98.47109746523,LOS GARZONES,166.71748914389798,RAFAEL NUÑEZ,176.43213157221,True,False,False,False
LLANOS DE CUIBA,True,CAROLINA DEL PRINCIPE,23.815845027682098,REMEDIOS OTU,87.99118896828259,OLAYA HERRERA,66.86554678717171,JOSE M. CORDOVA,72.45794810006691,True,False,False,False
ANORÍ,True,EL RIO,22.8345826061838,REMEDIOS OTU,48.285460597916604,OLAYA HERRERA,106.80669655983,JOSE M. CORDOVA,105.659022529068,True,False,False,False
LIBERIA,True,VILLA GEORGINA,19.761846866114603,SANTIAGO VILA,35.0762677098453,PERALES,70.54455071551651,EL DORADO,52.726066234981204,True,True,False,False
MONTEFRÍO,True,EL RIO,12.322082927224699,REMEDIOS OTU,47.6556777714898,OLAYA HERRERA,95.18367267026609,JOSE M. CORDOVA,92.87605206133628,True,False,False,False
SANTA FÉ DE ANTIOQUIA,True,FRONTINO EL PLATEADO,39.7944388150545,ALI PIEDRAHITA,43.0356887825388,OLAYA HERRERA,45.618235476344395,JOSE M. CORDOVA,62.404568870577606,True,False,False,False
LAURELES,True,GUADALAJARA,23.0928206118084,SANTIAGO VILA,63.863351266989206,PERALES,26.204278746571397,MATECAÑA,64.4439390637628,True,False,True,False
EL PESCADO,True,PUERTO PERALES,20.959754054467897,MORELA,69.8459539338957,OLAYA HERRERA,130.87736626750402,JOSE M. CORDOVA,111.356830243281,True,False,False,False
SABANAS,True,EL ESFUERZO,28.2089699269388,LAS BRUJAS,132.575080194687,ALFONSO LOPEZ PUMAREJO,159.434240857344,ERNESTO CORTISSOZ,57.3227192812127,True,False,False,False
KILOMETRO 2,True,FRONTINO EL PLATEADO,37.7033154568329,ALI PIEDRAHITA,41.599292578341895,OLAYA HERRERA,47.2230224790066,JOSE M. CORDOVA,64.2484428170172,True,False,False,False
PASO REAL,False,FRONTINO EL PLATEADO,42.943699920871204,ALI PIEDRAHITA,41.325598526128005,OLAYA HERRERA,41.3310776695611,JOSE M. CORDOVA,58.5514117610773,False,False,False,False
ANZÁ,True,FRONTINO EL PLATEADO,56.71287648718929,ALI PIEDRAHITA,31.777796526092402,OLAYA HERRERA,30.5846782520046,JOSE M. CORDOVA,50.1037535696132,False,True,True,False
GUINTAR,True,FRONTINO EL PLATEADO,51.2199451857606,ALI PIEDRAHITA,20.612097416158896,OLAYA HERRERA,41.4329462291302,JOSE M. CORDOVA,60.88468240848229,False,True,False,False
LA CEJITA,True,FRONTINO EL PLATEADO,51.08247151989121,ALI PIEDRAHITA,25.409078849008,OLAYA HERRERA,37.3560335058544,JOSE M. CORDOVA,56.8774621941418,False,True,True,False
LA HIGUINA,True,FRONTINO EL PLATEADO,51.1594508948983,ALI PIEDRAHITA,32.303488824042304,OLAYA HERRERA,33.1630212511878,JOSE M. CORDOVA,52.457739037475,False,True,True,False
APARTADÓ,False,PIZARRO,64.25402406267861,REYES MURILLO,47.7791264928249,EL CARAÑO,49.8348561664054,MATECAÑA,151.285581099925,False,False,False,False
SAN JOSÉ DE APARTADÓ,True,LOS PLANES,10.6752872224956,ALCIDES FERNANDEZ,103.821670611569,ANTONIO ROLDAN BETANCOURT,18.753664808415,JOSE M. CORDOVA,228.824481179255,True,False,True,False
CHURIDÓ,True,LOS PLANES,4.27471760424128,ALCIDES FERNANDEZ,96.8437851160517,ANTONIO ROLDAN BETANCOURT,7.86602448561503,JOSE M. CORDOVA,233.749254573613,True,False,True,False
ZUNGO CARRETERA,True,LOS PLANES,1.21056581338122,ALCIDES FERNANDEZ,101.657920611308,ANTONIO ROLDAN BETANCOURT,7.54637120713268,JOSE M. CORDOVA,228.793161170699,True,False,True,False
LOS NARANJALES,True,LOS ALMENDROS,6.86723182163121,ALCIDES FERNANDEZ,97.38024043930531,ANTONIO ROLDAN BETANCOURT,0.921760240971251,JOSE M. CORDOVA,232.68080437307898,True,False,True,False
VIJAGUAL,True,LA CACICA,30.2447823485232,AGUAS CLARAS,72.2004874513035,YARIGUIES,91.86807294090401,PALONEGRO,106.482705113684,True,False,False,False
EL REPOSO,True,LA LUCHA,1.9209194859548,LAS BRUJAS,217.78466545440799,ALFONSO LOPEZ PUMAREJO,116.33663073751002,SIMON BOLIVAR,19.9175166081815,True,False,False,True
BAJO DEL OSO,True,LOS PLANES,8.73958421055876,ALCIDES FERNANDEZ,96.7137104479375,ANTONIO ROLDAN BETANCOURT,14.834760572358,JOSE M. CORDOVA,235.110585907333,True,False,True,False
EL SALVADOR,True,EL GUAYABAL,55.5241392840402,CONTADOR,86.74196385307872,GUILLERMO LEON VALENCIA,3.50393229399427,ALFONSO BONILLA ARAGON,127.16304484899099,False,False,True,False
PUERTO GIRÓN,True,INDIRA,6.17733671903604,ALCIDES FERNANDEZ,88.3908252650836,ANTONIO ROLDAN BETANCOURT,10.6803635267257,JOSE M. CORDOVA,241.89282658727996,True,False,True,False
LOMA VERDE,True,SAN JOSE DE MULATOS,24.0396727133943,EL PINDO,99.4402140355545,LOS GARZONES,52.685433365795795,RAFAEL NUÑEZ,228.06060351525002,True,False,False,False
SAN PABLO,True,SAN AGUSTIN- C.A.,29.5131089632233,SANTIAGO VILA,40.64592345789261,PERALES,74.81196180143829,EL DORADO,103.524406778962,True,False,False,False
ARBOLETES,True,ARBOLETES,1.28321019974693,ALCIDES FERNANDEZ,101.053594893495,LOS GARZONES,66.0966136937169,RAFAEL NUÑEZ,203.395070813797,True,False,False,False
EL CARMELO,True,LA ESMERALDA - CA,3.21521353473053,FARFAN HERIBERTO GIL MAR,79.83944436093591,BUENAVENTURA-GERARDO TOBAR LOPEZ,78.7479169415143,ALFONSO BONILLA ARAGON,16.0846419154122,True,False,False,True
LAS NARANJITAS,True,SAN JOSE DE MULATOS,19.9358937314691,ALCIDES FERNANDEZ,103.48344311270901,LOS GARZONES,64.6791877540347,RAFAEL NUÑEZ,230.96394744324502,True,False,False,False
EL YESO,True,COVEÑAS,36.085988114557296,LAS BRUJAS,11.457880957872698,LOS GARZONES,82.0077724209675,RAFAEL NUÑEZ,116.797125316278,True,True,False,False
LA TRINIDAD,False,BUENOS AIRES -FADELCE,54.4000245711911,AGUAS CLARAS,64.39214268887599,ALFONSO LOPEZ PUMAREJO,173.763946031936,CAMILO DAZA,129.595098457091,False,False,False,False
LAS PLATAS (SANTAFÉ),True,NUEVA FORTUNA,25.1871142150985,ALCIDES FERNANDEZ,92.1189914901957,LOS GARZONES,72.7344157543819,RAFAEL NUÑEZ,230.619902156294,True,False,False,False
LA CANDELARIA,True,LA FE,5.6672936877009406,LAS BRUJAS,205.42717189876302,ALFONSO LOPEZ PUMAREJO,116.20742528585899,SIMON BOLIVAR,29.505765553414804,True,False,False,True
EL GUADUAL,True,EL JUNCAL,10.134688013072902,EDUARDO FALLA SOLANO,88.61876663581819,GUSTAVO ARTUNDUAGA PAREDES,138.796315695311,BENITO SALAS,18.3659914520127,True,False,False,True
ARGELIA,True,LA ELVIRA,21.065998789981602,FARFAN HERIBERTO GIL MAR,71.2636318074638,LA NUBIA,79.8214881139055,MATECAÑA,43.241802749637,True,False,False,False
ARMENIA,True,HOTEL DEL CAMPO - CA,16.956595510216598,FARFAN HERIBERTO GIL MAR,77.6975163955386,LA NUBIA,59.8129190129802,MATECAÑA,31.4564321040789,True,False,False,True
LA HERRADURA,True,INGENIO MANUELITA,8.452123431719611,FARFAN HERIBERTO GIL MAR,63.532471736184995,BUENAVENTURA-GERARDO TOBAR LOPEZ,77.5051389916802,ALFONSO BONILLA ARAGON,3.44008896549045,True,False,False,True
EL SOCORRO,True,BARACOA,39.8296321774588,LAS BRUJAS,11.5348524873088,LOS GARZONES,83.4554448857627,RAFAEL NUÑEZ,135.415023783136,True,True,False,False
FILO SECO,True,VOLAR COLOMBIA,47.1015280874043,ALI PIEDRAHITA,41.7605592134131,OLAYA HERRERA,25.973214719575,JOSE M. CORDOVA,43.067689755611106,False,False,True,False
PALMICHAL,True,VOLAR COLOMBIA,48.4779316614935,ALI PIEDRAHITA,41.382526457531206,OLAYA HERRERA,24.8523124156528,JOSE M. CORDOVA,42.424282984808706,False,False,True,False
BARBOSA,False,GUSTAVO ROJAS PINILLA,52.79406062808639,ALBERTO LLERAS CAMARGO,76.94925159102141,YARIGUIES,123.218135979429,PALONEGRO,141.191889508897,False,False,False,False
HATILLO,True,LAS TAPIAS,22.903722853322897,AGUAS CLARAS,69.03280837791199,YARIGUIES,170.887926818767,CAMILO DAZA,171.722836708945,True,False,False,False
PLATANITO,True,CAROLINA DEL PRINCIPE,37.7781868893305,ALI PIEDRAHITA,81.57872137700959,OLAYA HERRERA,28.872626496566802,JOSE M. CORDOVA,26.8218292980224,True,False,True,True
ISAZA,True,PALANQUERO -GERMAN OLANO,20.2342625622985,JOSE CELESTINO,41.198213646082394,LA NUBIA,94.4048699626919,JOSE M. CORDOVA,93.82810165628891,True,False,False,False
POPALITO,True,CAROLINA DEL PRINCIPE,28.025142132553,REMEDIOS OTU,86.7111509786526,OLAYA HERRERA,43.960447814680606,JOSE M. CORDOVA,37.558735020727404,True,False,False,True
YARUMITO,True,HOTEL DEL CAMPO - CA,22.4042139418086,FARFAN HERIBERTO GIL MAR,95.807909111117,LA NUBIA,37.8384378823331,MATECAÑA,7.8574060438606,True,False,True,True
TABLAZO - HATILLO,True,CAROLINA DEL PRINCIPE,36.6071254590056,ALI PIEDRAHITA,81.04693322045999,OLAYA HERRERA,29.4972384827445,JOSE M. CORDOVA,28.3043734356007,True,False,True,True
EL PARAISO,False,ORITO,42.979633980924504,CANANGUCHAL,85.0198295495631,TRES DE MAYO,53.13704822495689,BENITO SALAS,347.494877265227,False,False,False,False
EL SALADITO,True,"MARCO FIDEL SUAREZ  ""AFB""",12.485101865308001,FARFAN HERIBERTO GIL MAR,80.20734062570651,BUENAVENTURA-GERARDO TOBAR LOPEZ,56.755342884841006,ALFONSO BONILLA ARAGON,25.8082770515379,True,False,False,True
LOMITA 1,True,CAROLINA DEL PRINCIPE,36.4190655427246,ALI PIEDRAHITA,81.7313330054845,OLAYA HERRERA,29.9148946990062,JOSE M. CORDOVA,28.2711726747934,True,False,True,True
LOMITA 2,True,CAROLINA DEL PRINCIPE,36.7122067389493,ALI PIEDRAHITA,81.61095271109559,OLAYA HERRERA,29.6499865348046,JOSE M. CORDOVA,27.9858896913905,True,False,True,True
LA PRIMAVERA,True,LA PRIMAVERA,1.48579051509925,CUMARIBO,135.001594090395,SANTIAGO PEREZ QUIROZ,179.636635316366,PALONEGRO,356.626117918283,True,False,False,False
TAMBORCITO,True,CAROLINA DEL PRINCIPE,30.4636484102406,REMEDIOS OTU,90.5432514128618,OLAYA HERRERA,40.1114945822365,JOSE M. CORDOVA,34.2097369588914,True,False,False,True
BELMIRA,False,CAROLINA DEL PRINCIPE,43.621692342613294,ALI PIEDRAHITA,60.8170848246434,OLAYA HERRERA,43.7296527526429,JOSE M. CORDOVA,56.04520886238279,False,False,False,False
LABORES,True,CAROLINA DEL PRINCIPE,35.5547867957929,ALI PIEDRAHITA,72.2257231749478,OLAYA HERRERA,54.4733963430144,JOSE M. CORDOVA,64.1481609214696,True,False,False,False
RÍO ARRIBA,False,CAROLINA DEL PRINCIPE,43.8567601669507,ALI PIEDRAHITA,60.809000937345,OLAYA HERRERA,44.6091973113266,JOSE M. CORDOVA,56.9809361629152,False,False,False,False
BELLO,True,CAROLINA DEL PRINCIPE,52.3139875892785,ALI PIEDRAHITA,64.79321488375939,OLAYA HERRERA,13.2421545553632,JOSE M. CORDOVA,23.8185274429393,False,False,True,True
SAN FÉLIX,True,VOLAR COLOMBIA,51.114023711638296,JOSE CELESTINO,57.069061642227105,LA NUBIA,39.7828403695511,MATECAÑA,74.5556533921017,False,False,True,False
EL PINAR,True,CAROLINA DEL PRINCIPE,54.01867085122579,ALI PIEDRAHITA,67.5701033026384,OLAYA HERRERA,11.177973876682401,JOSE M. CORDOVA,19.2562559416779,False,False,True,True
EL ALBERGUE,True,CAROLINA DEL PRINCIPE,53.792372786772795,ALI PIEDRAHITA,66.8400184019376,OLAYA HERRERA,11.3313862648598,JOSE M. CORDOVA,20.2136473691643,False,False,True,True
LA CHINA,True,NUEVA ROMA,24.8350903993279,LAS BRUJAS,105.682789545945,ALFONSO LOPEZ PUMAREJO,152.707894794438,ERNESTO CORTISSOZ,106.79275755813299,True,False,False,False
LA UNIÓN,True,RANCHO COLIBRI - CA,8.84986886891456,FARFAN HERIBERTO GIL MAR,50.75302559412479,LA NUBIA,89.2208792811352,MATECAÑA,50.5673613012967,True,False,False,False
BETANIA,True,LOPEZ DE MICAI,60.5777949308403,FARFAN HERIBERTO GIL MAR,119.688152848807,BUENAVENTURA-GERARDO TOBAR LOPEZ,38.9934904450945,ALFONSO BONILLA ARAGON,81.986263594326,False,False,True,False
SAN LUIS,False,NUEVA FORTUNA,702.458597993948,CAPURGANA,644.450758293676,EL EMBRUJO,99.57338433759529,RAFAEL NUÑEZ,714.344060045169,False,False,False,False
BETULIA,True,BARACOA,43.5936982851642,LAS BRUJAS,8.04050313606233,LOS GARZONES,81.1572426689403,RAFAEL NUÑEZ,133.27193944623102,False,True,False,False
ALTAMIRA,True,HORIZONTES,13.742796818775599,COLONIZADORES,129.290417558113,YARIGUIES,87.1391858081435,PALONEGRO,30.173631478631396,True,False,False,True
CIUDAD BOLÍVAR,False,VOLAR COLOMBIA,47.0773689740191,ALI PIEDRAHITA,54.6609020694637,OLAYA HERRERA,62.97930987327889,JOSE M. CORDOVA,74.8423030995294,False,False,False,False
SAN BERNARDO DE LOS FARALLONES,False,VOLAR COLOMBIA,47.261783965675605,ALI PIEDRAHITA,59.9266277805697,OLAYA HERRERA,67.400862137639,JOSE M. CORDOVA,78.3624784895475,False,False,False,False
ALFONSO LÓPEZ (SAN GREGORIO),False,VOLAR COLOMBIA,41.45278760260229,ALI PIEDRAHITA,52.127325405604104,OLAYA HERRERA,54.2954657046344,JOSE M. CORDOVA,66.1934018564185,False,False,False,False
VILLA ALEGRÍA,False,VOLAR COLOMBIA,45.4365211880556,ALI PIEDRAHITA,62.1166879693981,OLAYA HERRERA,67.4790574613552,JOSE M. CORDOVA,77.8685815881793,False,False,False,False
EL CABRERO - BOLÍVAR ARRIBA,False,VOLAR COLOMBIA,48.9531766655606,ALI PIEDRAHITA,52.5994866693215,OLAYA HERRERA,63.0646582878533,JOSE M. CORDOVA,75.4433920820253,False,False,False,False
BRICEÑO,True,LOS FERIA GIRON,4.52680308467075,SANTIAGO VILA,26.477380961574397,PERALES,18.2855198952943,MATECAÑA,97.3653093431982,True,True,True,False
BERLÍN (PUEBLO NUEVO),True,LA PROVIDENCIA,12.703518332573399,EL PINDO,98.390590280091,OLAYA HERRERA,98.7290159682206,JOSE M. CORDOVA,107.235316259457,True,False,False,False
EL ROBLAL,True,LA PROVIDENCIA,15.5896117050109,EL PINDO,94.2932400176857,OLAYA HERRERA,101.99462554431801,JOSE M. CORDOVA,109.711008775685,True,False,False,False
LAS AURAS,True,SANTA RITA DE ITUANGO,19.0749938919873,EL PINDO,87.05967933797692,OLAYA HERRERA,108.55393989208099,JOSE M. CORDOVA,114.90398036627899,True,False,False,False
TRAVESIAS,True,LA PROVIDENCIA,17.2935255841382,EL PINDO,94.4306299523976,OLAYA HERRERA,101.605354471925,JOSE M. CORDOVA,109.04533589950199,True,False,False,False
BURITICÁ,True,FRONTINO EL PLATEADO,26.390434309400703,ALI PIEDRAHITA,50.6836141456655,OLAYA HERRERA,65.6551508384448,JOSE M. CORDOVA,81.71901211225,True,False,False,False
EL NARANJO,True,EDGAR CALDAS POTES-CA,30.140036658847,FARFAN HERIBERTO GIL MAR,64.8595384731529,BUENAVENTURA-GERARDO TOBAR LOPEZ,30.608779193201798,ALFONSO BONILLA ARAGON,45.6165881423575,True,False,True,False
