,NombreEstacionPeaje,Recaudo,Trafico,Cod_fecha,Flag
1149,CIAT,2052171700.0,270934.0,2014_10,1
1150,CIAT,1941588600.0,263401.0,2014_11,0
1151,CIAT,2316644400.0,312960.0,2014_12,1
1152,CIAT,2118719400.0,280270.0,2015_01,1
1153,CIAT,1946009200.0,251009.0,2015_02,0
1154,CIAT,2084637400.0,274266.0,2015_03,1
1155,CIAT,2113054400.0,278363.0,2015_04,1
1156,CIAT,2026952600.0,271480.0,2015_05,1
1157,CIAT,2026763400.0,268880.0,2015_06,1
1158,CIAT,2170788550.0,286752.0,2015_07,1
1159,CIAT,2181945800.0,286472.0,2015_08,1
1160,CIAT,2086097550.0,276657.0,2015_09,1
1161,CIAT,2245627850.0,297791.0,2015_10,1
1162,CIAT,2101427100.0,282602.0,2015_11,1
1163,CIAT,2408310700.0,326916.0,2015_12,1
1164,CIAT,2226479650.0,290790.0,2016_01,1
1165,CIAT,2115899600.0,263613.0,2016_02,1
1166,CIAT,2254341200.0,284751.0,2016_03,1
1167,CIAT,2181987600.0,275667.0,2016_04,1
1168,CIAT,2284038900.0,291319.0,2016_05,1
1169,CIAT,2265038800.0,287072.0,2016_06,1
1170,CIAT,2430063100.0,306187.0,2016_07,1
1171,CIAT,2477328200.0,307524.0,2016_08,1
1172,CIAT,2336541000.0,292953.0,2016_09,1
1173,CIAT,2410318200.0,305690.0,2016_10,1
1174,CIAT,2375718100.0,303109.0,2016_11,1
1175,CIAT,2729016900.0,350669.0,2016_12,1
1176,CIAT,2594058900.0,317848.0,2017_01,1
1177,CIAT,2378669000.0,280559.0,2017_02,1
1178,CIAT,2577830200.0,308850.0,2017_03,1
1179,CIAT,2458036900.0,295291.0,2017_04,1
1180,CIAT,2658571420.0,319638.0,2017_05,1
1181,CIAT,2578916300.0,306690.0,2017_06,1
1182,CIAT,2747982600.0,321453.0,2017_07,1
1183,CIAT,2745261500.0,319662.0,2017_08,1
1184,CIAT,2557455200.0,300310.0,2017_09,1
1185,CIAT,2596735300.0,311479.0,2017_10,1
1186,CIAT,2579101900.0,308474.0,2017_11,1
1187,CIAT,3053687900.0,361552.0,2017_12,0
1188,CIAT,2762069500.0,323527.0,2018_01,1
1189,CIAT,2536016300.0,286893.0,2018_02,1
1190,CIAT,2716234400.0,313297.0,2018_03,1
1191,CIAT,2713239800.0,310079.0,2018_04,1
1192,CIAT,2805829900.0,318460.0,2018_05,1
1193,CIAT,2798393300.0,311339.0,2018_06,1
1194,CIAT,2924671500.0,325536.0,2018_07,1
1195,CIAT,2991994800.0,329820.0,2018_08,1
1196,CIAT,2858552900.0,314719.0,2018_09,1
1197,CIAT,2955686500.0,330766.0,2018_10,1
1198,CIAT,0.0,0.0,2018_11,0
1199,CIAT,0.0,0.0,2018_12,0
1200,CIRCASIA,2704524900.0,222796.0,2014_01,1
1201,CIRCASIA,2035905100.0,162080.0,2014_02,1
1202,CIRCASIA,2272609600.0,181483.0,2014_03,1
1203,CIRCASIA,2488712400.0,201492.0,2014_04,1
1204,CIRCASIA,2287160650.0,180691.0,2014_05,1
1205,CIRCASIA,2347601800.0,189878.0,2014_06,1
1206,CIRCASIA,2437008500.0,194051.0,2014_07,1
1207,CIRCASIA,2557138800.0,205289.0,2014_08,1
1208,CIRCASIA,2287042950.0,181599.0,2014_09,1
1209,CIRCASIA,2550642300.0,204758.0,2014_10,1
1210,CIRCASIA,2482025650.0,198983.0,2014_11,1
1211,CIRCASIA,2972040000.0,241907.0,2014_12,1
1212,CIRCASIA,3057794000.0,244642.0,2015_01,0
1213,CIRCASIA,2240890850.0,171283.0,2015_02,1
1214,CIRCASIA,2558809950.0,198554.0,2015_03,1
1215,CIRCASIA,2644417850.0,204925.0,2015_04,1
1216,CIRCASIA,2620409350.0,200409.0,2015_05,1
1217,CIRCASIA,2753388250.0,213442.0,2015_06,1
1218,CIRCASIA,2881200500.0,219700.0,2015_07,1
1219,CIRCASIA,2817046700.0,215189.0,2015_08,1
1220,CIRCASIA,2569325750.0,195224.0,2015_09,1
1221,CIRCASIA,2800190500.0,215098.0,2015_10,1
1222,CIRCASIA,2711455300.0,209433.0,2015_11,1
1223,CIRCASIA,3364985100.0,265231.0,2015_12,0
1224,CIRCASIA,3614918500.0,272350.0,2016_01,0
1225,CIRCASIA,2675283600.0,191931.0,2016_02,1
1226,CIRCASIA,3233860750.0,237172.0,2016_03,0
1227,CIRCASIA,2725188800.0,196234.0,2016_04,1
1228,CIRCASIA,2984502550.0,216590.0,2016_05,1
1229,CIRCASIA,3021552700.0,219414.0,2016_06,0
1230,CIRCASIA,3220751150.0,237731.0,2016_07,0
1231,CIRCASIA,3204525450.0,230308.0,2016_08,0
1232,CIRCASIA,2906311100.0,207972.0,2016_09,1
1233,CIRCASIA,3222635250.0,233360.0,2016_10,0
1234,CIRCASIA,3113659120.0,224161.0,2016_11,0
1235,CIRCASIA,3675874300.0,269845.0,2016_12,0
1236,CIRCASIA,3953163400.0,280845.0,2017_01,0
1237,CIRCASIA,2888930300.0,196192.0,2017_02,1
1238,CIRCASIA,3176046650.0,217177.0,2017_03,0
1239,CIRCASIA,3453043050.0,239768.0,2017_04,0
1240,CIRCASIA,3159697000.0,217632.0,2017_05,0
1241,CIRCASIA,3384741200.0,233349.0,2017_06,0
1242,CIRCASIA,3562876200.0,246129.0,2017_07,0
1243,CIRCASIA,3476868900.0,239845.0,2017_08,0
1244,CIRCASIA,3195157400.0,217509.0,2017_09,0
1245,CIRCASIA,3517923370.0,240738.0,2017_10,0
1246,CIRCASIA,3441269350.0,233406.0,2017_11,0
1247,CIRCASIA,4130670750.0,288086.0,2017_12,0
1248,CIRCASIA,4267344100.0,289888.0,2018_01,0
1249,CIRCASIA,3116539000.0,203841.0,2018_02,0
1250,CIRCASIA,3802843200.0,254102.0,2018_03,0
1251,CIRCASIA,3356896500.0,219547.0,2018_04,0
1252,CIRCASIA,3410025000.0,222486.0,2018_05,0
1253,CIRCASIA,3051586300.0,199905.0,2018_06,0
1254,CIRCASIA,3868945900.0,256688.0,2018_07,0
1255,CIRCASIA,3771508400.0,247892.0,2018_08,0
1256,CIRCASIA,3540187200.0,230464.0,2018_09,0
1257,CIRCASIA,3772124800.0,247173.0,2018_10,0
1258,CIRCASIA,3679215050.0,240944.0,2018_11,0
1259,CIRCASIA,4494666650.0,300383.0,2018_12,0
1260,CIRILO,0.0,0.0,2014_01,0
1261,CIRILO,0.0,0.0,2014_02,0
1262,CIRILO,0.0,0.0,2014_03,0
1263,CIRILO,0.0,0.0,2014_04,0
1264,CIRILO,0.0,0.0,2014_05,0
1265,CIRILO,0.0,0.0,2014_06,0
1266,CIRILO,0.0,0.0,2014_07,0
1267,CIRILO,0.0,0.0,2014_08,0
1268,CIRILO,0.0,0.0,2014_09,0
1269,CIRILO,0.0,0.0,2014_10,0
1270,CIRILO,0.0,0.0,2014_11,0
1271,CIRILO,0.0,0.0,2014_12,0
1272,CIRILO,0.0,0.0,2015_01,0
1273,CIRILO,0.0,0.0,2015_02,0
1274,CIRILO,0.0,0.0,2015_03,0
1275,CIRILO,0.0,0.0,2015_04,0
1276,CIRILO,0.0,0.0,2015_05,0
1277,CIRILO,0.0,0.0,2015_06,0
1278,CIRILO,0.0,0.0,2015_07,0
1279,CIRILO,0.0,0.0,2015_08,0
1280,CIRILO,0.0,0.0,2015_09,0
1281,CIRILO,0.0,0.0,2015_10,0
1282,CIRILO,0.0,0.0,2015_11,0
1283,CIRILO,0.0,0.0,2015_12,0
1284,CIRILO,0.0,0.0,2016_01,0
1285,CIRILO,0.0,0.0,2016_02,0
1286,CIRILO,0.0,0.0,2016_03,0
1287,CIRILO,0.0,0.0,2016_04,0
1288,CIRILO,0.0,0.0,2016_05,0
1289,CIRILO,0.0,0.0,2016_06,0
1290,CIRILO,0.0,0.0,2016_07,0
1291,CIRILO,0.0,0.0,2016_08,0
1292,CIRILO,0.0,0.0,2016_09,0
1293,CIRILO,0.0,0.0,2016_10,0
1294,CIRILO,0.0,0.0,2016_11,0
1295,CIRILO,0.0,0.0,2016_12,0
1296,CIRILO,0.0,0.0,2017_01,0
1297,CIRILO,0.0,0.0,2017_02,0
1298,CIRILO,0.0,0.0,2017_03,0
1299,CIRILO,0.0,0.0,2017_04,0
1300,CIRILO,0.0,0.0,2017_05,0
1301,CIRILO,0.0,0.0,2017_06,0
1302,CIRILO,0.0,0.0,2017_07,0
1303,CIRILO,0.0,0.0,2017_08,0
1304,CIRILO,0.0,0.0,2017_09,0
1305,CIRILO,0.0,0.0,2017_10,0
1306,CIRILO,0.0,0.0,2017_11,0
1307,CIRILO,0.0,0.0,2017_12,0
1308,CIRILO,0.0,0.0,2018_01,0
1309,CIRILO,0.0,0.0,2018_02,0
1310,CIRILO,0.0,0.0,2018_03,0
1311,CIRILO,0.0,0.0,2018_04,0
1312,CIRILO,0.0,0.0,2018_05,0
1313,CIRILO,0.0,0.0,2018_06,0
1314,CIRILO,0.0,0.0,2018_07,0
1315,CIRILO,0.0,0.0,2018_08,0
1316,CIRILO,0.0,0.0,2018_09,0
1317,CIRILO,546297500.0,54938.0,2018_10,0
1318,CIRILO,481800000.0,49415.0,2018_11,0
1319,CIRILO,567010300.0,60411.0,2018_12,0
1320,CISNEROS,0.0,0.0,2014_01,0
1321,CISNEROS,0.0,0.0,2014_02,0
1322,CISNEROS,0.0,0.0,2014_03,0
1323,CISNEROS,0.0,0.0,2014_04,0
1324,CISNEROS,0.0,0.0,2014_05,0
1325,CISNEROS,0.0,0.0,2014_06,0
1326,CISNEROS,0.0,0.0,2014_07,0
1327,CISNEROS,0.0,0.0,2014_08,0
1328,CISNEROS,0.0,0.0,2014_09,0
1329,CISNEROS,0.0,0.0,2014_10,0
1330,CISNEROS,0.0,0.0,2014_11,0
1331,CISNEROS,0.0,0.0,2014_12,0
1332,CISNEROS,0.0,0.0,2015_01,0
1333,CISNEROS,0.0,0.0,2015_02,0
1334,CISNEROS,0.0,0.0,2015_03,0
1335,CISNEROS,0.0,0.0,2015_04,0
1336,CISNEROS,0.0,0.0,2015_05,0
1337,CISNEROS,0.0,0.0,2015_06,0
1338,CISNEROS,0.0,0.0,2015_07,0
1339,CISNEROS,0.0,0.0,2015_08,0
1340,CISNEROS,0.0,0.0,2015_09,0
1341,CISNEROS,0.0,0.0,2015_10,0
1342,CISNEROS,0.0,0.0,2015_11,0
1343,CISNEROS,0.0,0.0,2015_12,0
1344,CISNEROS,0.0,0.0,2016_01,0
1345,CISNEROS,0.0,0.0,2016_02,0
1346,CISNEROS,0.0,0.0,2016_03,0
1347,CISNEROS,172899900.0,19594.0,2016_04,0
1348,CISNEROS,413543200.0,47667.0,2016_05,0
1349,CISNEROS,437250400.0,50202.0,2016_06,0
1350,CISNEROS,438940500.0,50285.0,2016_07,0
1351,CISNEROS,452540000.0,51395.0,2016_08,0
1352,CISNEROS,406750050.0,46178.0,2016_09,0
1353,CISNEROS,464692300.0,52571.0,2016_10,0
1354,CISNEROS,453232600.0,51021.0,2016_11,0
1355,CISNEROS,547389550.0,63034.0,2016_12,0
1356,CISNEROS,628000200.0,67954.0,2017_01,0
1357,CISNEROS,415602700.0,44503.0,2017_02,0
1358,CISNEROS,462502700.0,49494.0,2017_03,0
1359,CISNEROS,487534600.0,54098.0,2017_04,0
1360,CISNEROS,461183000.0,49887.0,2017_05,0
1361,CISNEROS,476318400.0,52629.0,2017_06,0
1362,CISNEROS,492105900.0,53884.0,2017_07,0
1363,CISNEROS,474419800.0,52277.0,2017_08,0
1364,CISNEROS,438298950.0,47526.0,2017_09,0
1365,CISNEROS,488346800.0,53537.0,2017_10,0
1366,CISNEROS,470879200.0,51610.0,2017_11,0
1367,CISNEROS,593596300.0,68423.0,2017_12,0
1368,CISNEROS,605354200.0,69598.0,2018_01,0
1369,CISNEROS,444387600.0,48062.0,2018_02,0
1370,CISNEROS,528228700.0,59421.0,2018_03,0
1371,CISNEROS,498864700.0,55303.0,2018_04,0
1372,CISNEROS,511856900.0,55037.0,2018_05,0
1373,CISNEROS,611131600.0,63487.0,2018_06,0
1374,CISNEROS,563140200.0,61606.0,2018_07,0
1375,CISNEROS,532323400.0,59146.0,2018_08,0
1376,CISNEROS,523584600.0,56575.0,2018_09,0
1377,CISNEROS,564433200.0,61488.0,2018_10,0
1378,CISNEROS,514702800.0,57370.0,2018_11,0
1379,CISNEROS,624989000.0,72715.0,2018_12,0
1380,COCORNA,2059887600.0,141142.0,2014_01,1
1381,COCORNA,1575614600.0,89139.0,2014_02,0
1382,COCORNA,1736442300.0,100123.0,2014_03,0
1383,COCORNA,1829849500.0,115135.0,2014_04,0
1384,COCORNA,1804480500.0,99031.0,2014_05,0
1385,COCORNA,1815856300.0,113555.0,2014_06,0
1386,COCORNA,1910498400.0,109329.0,2014_07,0
1387,COCORNA,1908771600.0,115852.0,2014_08,0
1388,COCORNA,1832985400.0,102528.0,2014_09,0
1389,COCORNA,1962262600.0,115323.0,2014_10,0
1390,COCORNA,1887390400.0,111724.0,2014_11,0
1391,COCORNA,2271126800.0,152225.0,2014_12,1
1392,COCORNA,2440808100.0,162340.0,2015_01,1
1393,COCORNA,1914147600.0,101301.0,2015_02,0
1394,COCORNA,1960206200.0,112144.0,2015_03,0
1395,COCORNA,2050303900.0,118497.0,2015_04,1
1396,COCORNA,2026790200.0,113808.0,2015_05,1
1397,COCORNA,2188993200.0,131195.0,2015_06,1
1398,COCORNA,2231208700.0,125797.0,2015_07,1
1399,COCORNA,2215237200.0,128103.0,2015_08,1
1400,COCORNA,2062591200.0,111288.0,2015_09,1
1401,COCORNA,2312999200.0,133055.0,2015_10,1
1402,COCORNA,2203142800.0,125525.0,2015_11,1
1403,COCORNA,2621008200.0,170570.0,2015_12,1
1404,COCORNA,2881114300.0,180523.0,2016_01,1
1405,COCORNA,2202890300.0,108380.0,2016_02,1
1406,COCORNA,2525151600.0,142183.0,2016_03,1
1407,COCORNA,2179348900.0,106275.0,2016_04,1
1408,COCORNA,2311119100.0,120986.0,2016_05,1
1409,COCORNA,2241534300.0,123520.0,2016_06,1
1410,COCORNA,2075454500.0,123667.0,2016_07,1
1411,COCORNA,2659718200.0,137984.0,2016_08,1
1412,COCORNA,2332188600.0,118759.0,2016_09,1
1413,COCORNA,2594435300.0,143992.0,2016_10,1
1414,COCORNA,2616115400.0,141380.0,2016_11,1
1415,COCORNA,2995828600.0,176893.0,2016_12,1
1416,COCORNA,3056164100.0,180565.0,2017_01,0
1417,COCORNA,2518718400.0,115877.0,2017_02,1
1418,COCORNA,2666404200.0,127341.0,2017_03,1
1419,COCORNA,2780284500.0,147378.0,2017_04,1
1420,COCORNA,2724550300.0,131667.0,2017_05,1
1421,COCORNA,2880396000.0,149821.0,2017_06,1
1422,COCORNA,2967331700.0,152693.0,2017_07,1
1423,COCORNA,3022298800.0,151120.0,2017_08,0
1424,COCORNA,2714200700.0,128575.0,2017_09,1
1425,COCORNA,2978141400.0,147827.0,2017_10,1
1426,COCORNA,2986200300.0,145162.0,2017_11,1
1427,COCORNA,3379519800.0,187461.0,2017_12,0
1428,COCORNA,3688295900.0,199901.0,2018_01,0
1429,COCORNA,2777453500.0,121191.0,2018_02,1
1430,COCORNA,3150096600.0,154535.0,2018_03,0
1431,COCORNA,2954775000.0,133044.0,2018_04,1
1432,COCORNA,2842038700.0,128955.0,2018_05,1
1433,COCORNA,3058124300.0,151143.0,2018_06,0
1434,COCORNA,3225318900.0,157154.0,2018_07,0
1435,COCORNA,3251137300.0,153711.0,2018_08,0
1436,COCORNA,0.0,0.0,2018_09,0
1437,COCORNA,0.0,0.0,2018_10,0
1438,COCORNA,0.0,0.0,2018_11,0
1439,COCORNA,0.0,0.0,2018_12,0
1440,COROZAL,2991480000.0,210126.0,2014_01,1
1441,COROZAL,2511528550.0,149379.0,2014_02,1
1442,COROZAL,2789494550.0,168178.0,2014_03,1
1443,COROZAL,2865612100.0,184526.0,2014_04,1
1444,COROZAL,2853370250.0,164622.0,2014_05,1
1445,COROZAL,2749758550.0,171120.0,2014_06,1
1446,COROZAL,3037759500.0,182790.0,2014_07,0
1447,COROZAL,2981873150.0,180861.0,2014_08,1
1448,COROZAL,2830414100.0,165380.0,2014_09,1
1449,COROZAL,2909024200.0,177311.0,2014_10,1
1450,COROZAL,2840880400.0,171314.0,2014_11,1
1451,COROZAL,3078244600.0,207316.0,2014_12,0
1452,COROZAL,3233919600.0,215470.0,2015_01,0
1453,COROZAL,2813913800.0,157126.0,2015_02,1
1454,COROZAL,2824500100.0,170173.0,2015_03,1
1455,COROZAL,3058501200.0,182229.0,2015_04,0
1456,COROZAL,3028381600.0,174938.0,2015_05,0
1457,COROZAL,2973713850.0,184047.0,2015_06,1
1458,COROZAL,3190535600.0,194706.0,2015_07,0
1459,COROZAL,3035243200.0,186306.0,2015_08,0
1460,COROZAL,2949134750.0,171841.0,2015_09,1
1461,COROZAL,3062102650.0,181370.0,2015_10,0
1462,COROZAL,2909117750.0,175712.0,2015_11,1
1463,COROZAL,3280280700.0,217189.0,2015_12,0
1464,COROZAL,3565459400.0,229713.0,2016_01,0
1465,COROZAL,2899965050.0,159011.0,2016_02,1
1466,COROZAL,3322409400.0,201959.0,2016_03,0
1467,COROZAL,3068723250.0,163674.0,2016_04,0
1468,COROZAL,3230205400.0,181470.0,2016_05,0
1469,COROZAL,2984891300.0,174883.0,2016_06,1
1470,COROZAL,2950556850.0,186880.0,2016_07,1
1471,COROZAL,3731114500.0,204749.0,2016_08,0
1472,COROZAL,3307348950.0,179382.0,2016_09,0
1473,COROZAL,3392264650.0,193508.0,2016_10,0
1474,COROZAL,3321513100.0,186849.0,2016_11,0
1475,COROZAL,3637281950.0,220990.0,2016_12,0
1476,COROZAL,3736296200.0,228406.0,2017_01,0
1477,COROZAL,3041001950.0,159785.0,2017_02,0
1478,COROZAL,3217368250.0,171688.0,2017_03,0
1479,COROZAL,3438924750.0,196138.0,2017_04,0
1480,COROZAL,2821558350.0,157294.0,2017_05,1
1481,COROZAL,3531966900.0,189374.0,2017_06,0
1482,COROZAL,3687118300.0,203152.0,2017_07,0
1483,COROZAL,3539821600.0,193941.0,2017_08,0
1484,COROZAL,3391085150.0,178218.0,2017_09,0
1485,COROZAL,3557265000.0,194415.0,2017_10,0
1486,COROZAL,3374160450.0,182855.0,2017_11,0
1487,COROZAL,3664264400.0,219810.0,2017_12,0
1488,COROZAL,3892552950.0,226678.0,2018_01,0
1489,COROZAL,3196588900.0,159986.0,2018_02,0
1490,COROZAL,3578435500.0,198039.0,2018_03,0
1491,COROZAL,3420228150.0,175620.0,2018_04,0
1492,COROZAL,3451471000.0,171792.0,2018_05,0
1493,COROZAL,3089045850.0,159998.0,2018_06,0
1494,COROZAL,3780860150.0,204259.0,2018_07,0
1495,COROZAL,3777690800.0,195559.0,2018_08,0
1496,COROZAL,3626748800.0,182830.0,2018_09,0
1497,COROZAL,3909313050.0,201643.0,2018_10,0
1498,COROZAL,3704525800.0,190100.0,2018_11,0
1499,COROZAL,3908438450.0,224507.0,2018_12,0
1500,DAZA,815553100.0,146385.0,2014_01,0
1501,DAZA,698849800.0,111224.0,2014_02,0
1502,DAZA,756269200.0,123572.0,2014_03,0
1503,DAZA,781061000.0,130136.0,2014_04,0
1504,DAZA,747915600.0,120879.0,2014_05,0
1505,DAZA,772548600.0,130818.0,2014_06,0
1506,DAZA,851262300.0,143150.0,2014_07,0
1507,DAZA,842287700.0,142423.0,2014_08,0
1508,DAZA,769655600.0,123990.0,2014_09,0
1509,DAZA,822308800.0,133123.0,2014_10,0
1510,DAZA,822130300.0,131800.0,2014_11,0
1511,DAZA,889248500.0,149692.0,2014_12,0
1512,DAZA,924496800.0,163924.0,2015_01,0
1513,DAZA,760467900.0,118893.0,2015_02,0
1514,DAZA,763705700.0,132593.0,2015_03,0
1515,DAZA,862431000.0,138824.0,2015_04,0
1516,DAZA,0.0,0.0,2015_05,0
1517,DAZA,0.0,0.0,2015_06,0
1518,DAZA,0.0,0.0,2015_07,0
1519,DAZA,0.0,0.0,2015_08,0
1520,DAZA,0.0,0.0,2015_09,0
1521,DAZA,0.0,0.0,2015_10,0
1522,DAZA,0.0,0.0,2015_11,0
1523,DAZA,0.0,0.0,2015_12,0
1524,DAZA,0.0,0.0,2016_01,0
1525,DAZA,0.0,0.0,2016_02,0
1526,DAZA,0.0,0.0,2016_03,0
1527,DAZA,0.0,0.0,2016_04,0
1528,DAZA,0.0,0.0,2016_05,0
1529,DAZA,0.0,0.0,2016_06,0
1530,DAZA,0.0,0.0,2016_07,0
1531,DAZA,0.0,0.0,2016_08,0
1532,DAZA,0.0,0.0,2016_09,0
1533,DAZA,0.0,0.0,2016_10,0
1534,DAZA,0.0,0.0,2016_11,0
1535,DAZA,0.0,0.0,2016_12,0
1536,DAZA,0.0,0.0,2017_01,0
1537,DAZA,0.0,0.0,2017_02,0
1538,DAZA,0.0,0.0,2017_03,0
1539,DAZA,0.0,0.0,2017_04,0
1540,DAZA,0.0,0.0,2017_05,0
1541,DAZA,0.0,0.0,2017_06,0
1542,DAZA,0.0,0.0,2017_07,0
1543,DAZA,0.0,0.0,2017_08,0
1544,DAZA,0.0,0.0,2017_09,0
1545,DAZA,0.0,0.0,2017_10,0
1546,DAZA,0.0,0.0,2017_11,0
1547,DAZA,0.0,0.0,2017_12,0
1548,DAZA,0.0,0.0,2018_01,0
1549,DAZA,0.0,0.0,2018_02,0
1550,DAZA,0.0,0.0,2018_03,0
1551,DAZA,0.0,0.0,2018_04,0
1552,DAZA,0.0,0.0,2018_05,0
1553,DAZA,0.0,0.0,2018_06,0
1554,DAZA,0.0,0.0,2018_07,0
1555,DAZA,0.0,0.0,2018_08,0
1556,DAZA,0.0,0.0,2018_09,0
1557,DAZA,0.0,0.0,2018_10,0
1558,DAZA,0.0,0.0,2018_11,0
1559,DAZA,0.0,0.0,2018_12,0
1560,EL BOQUERON I,6463583300.0,398601.0,2014_01,0
1561,EL BOQUERON I,5157956500.0,284543.0,2014_02,0
1562,EL BOQUERON I,6237259800.0,338302.0,2014_03,0
1563,EL BOQUERON I,6629397000.0,364724.0,2014_04,0
1564,EL BOQUERON I,6473889100.0,331023.0,2014_05,0
1565,EL BOQUERON I,6310180000.0,360957.0,2014_06,0
1566,EL BOQUERON I,6513972000.0,345213.0,2014_07,0
1567,EL BOQUERON I,6545434100.0,359932.0,2014_08,0
1568,EL BOQUERON I,5994938300.0,318221.0,2014_09,0
1569,EL BOQUERON I,6388253500.0,368015.0,2014_10,0
1570,EL BOQUERON I,6087661000.0,352255.0,2014_11,0
1571,EL BOQUERON I,6974933500.0,417798.0,2014_12,0
1572,EL BOQUERON I,6609832700.0,419190.0,2015_01,0
1573,EL BOQUERON I,5357695400.0,294062.0,2015_02,0
1574,EL BOQUERON I,5946029700.0,341021.0,2015_03,0
1575,EL BOQUERON I,5989561100.0,340902.0,2015_04,0
1576,EL BOQUERON I,6132065700.0,344739.0,2015_05,0
1577,EL BOQUERON I,6581906900.0,383301.0,2015_06,0
1578,EL BOQUERON I,7470484900.0,385865.0,2015_07,0
1579,EL BOQUERON I,7247314400.0,380891.0,2015_08,0
1580,EL BOQUERON I,6915568000.0,335638.0,2015_09,0
1581,EL BOQUERON I,7327158100.0,394850.0,2015_10,0
1582,EL BOQUERON I,7006261100.0,368315.0,2015_11,0
1583,EL BOQUERON I,7988299600.0,447213.0,2015_12,0
1584,EL BOQUERON I,7536085700.0,438592.0,2016_01,0
1585,EL BOQUERON I,6216209400.0,313211.0,2016_02,0
1586,EL BOQUERON I,6709165400.0,374909.0,2016_03,0
1587,EL BOQUERON I,5917139500.0,304595.0,2016_04,0
1588,EL BOQUERON I,5962423900.0,340728.0,2016_05,0
1589,EL BOQUERON I,5861111200.0,336393.0,2016_06,0
1590,EL BOQUERON I,5645120200.0,356542.0,2016_07,0
1591,EL BOQUERON I,6164949900.0,343649.0,2016_08,0
1592,EL BOQUERON I,5969096000.0,317735.0,2016_09,0
1593,EL BOQUERON I,6318608100.0,370791.0,2016_10,0
1594,EL BOQUERON I,6216527300.0,351529.0,2016_11,0
1595,EL BOQUERON I,7219417200.0,416282.0,2016_12,0
1596,EL BOQUERON I,7119527900.0,425435.0,2017_01,0
1597,EL BOQUERON I,5620809000.0,293575.0,2017_02,0
1598,EL BOQUERON I,6497753800.0,337402.0,2017_03,0
1599,EL BOQUERON I,6554078200.0,364911.0,2017_04,0
1600,EL BOQUERON I,6214560300.0,329019.0,2017_05,0
1601,EL BOQUERON I,6184240300.0,335360.0,2017_06,0
1602,EL BOQUERON I,6309341000.0,338691.0,2017_07,0
1603,EL BOQUERON I,6640227100.0,355197.0,2017_08,0
1604,EL BOQUERON I,6222837900.0,313881.0,2017_09,0
1605,EL BOQUERON I,6723283900.0,366877.0,2017_10,0
1606,EL BOQUERON I,6532960600.0,347121.0,2017_11,0
1607,EL BOQUERON I,7678605300.0,432254.0,2017_12,0
1608,EL BOQUERON I,7475774400.0,424730.0,2018_01,0
1609,EL BOQUERON I,5452340300.0,267356.0,2018_02,0
1610,EL BOQUERON I,6745789600.0,362131.0,2018_03,0
1611,EL BOQUERON I,6251286600.0,319917.0,2018_04,0
1612,EL BOQUERON I,6112056100.0,309874.0,2018_05,0
1613,EL BOQUERON I,6316902900.0,347000.0,2018_06,0
1614,EL BOQUERON I,6413535200.0,341511.0,2018_07,0
1615,EL BOQUERON I,5678996200.0,299331.0,2018_08,0
1616,EL BOQUERON I,5820622000.0,283197.0,2018_09,0
1617,EL BOQUERON I,6887029700.0,348864.0,2018_10,0
1618,EL BOQUERON I,6858445000.0,344823.0,2018_11,0
1619,EL BOQUERON I,7799783800.0,419129.0,2018_12,0
1620,EL CARMEN,0.0,0.0,2014_01,0
1621,EL CARMEN,0.0,0.0,2014_02,0
1622,EL CARMEN,0.0,0.0,2014_03,0
1623,EL CARMEN,0.0,0.0,2014_04,0
1624,EL CARMEN,0.0,0.0,2014_05,0
1625,EL CARMEN,0.0,0.0,2014_06,0
1626,EL CARMEN,0.0,0.0,2014_07,0
1627,EL CARMEN,0.0,0.0,2014_08,0
1628,EL CARMEN,0.0,0.0,2014_09,0
1629,EL CARMEN,0.0,0.0,2014_10,0
1630,EL CARMEN,0.0,0.0,2014_11,0
1631,EL CARMEN,0.0,0.0,2014_12,0
1632,EL CARMEN,0.0,0.0,2015_01,0
1633,EL CARMEN,0.0,0.0,2015_02,0
1634,EL CARMEN,0.0,0.0,2015_03,0
1635,EL CARMEN,0.0,0.0,2015_04,0
1636,EL CARMEN,0.0,0.0,2015_05,0
1637,EL CARMEN,0.0,0.0,2015_06,0
1638,EL CARMEN,0.0,0.0,2015_07,0
1639,EL CARMEN,428853600.0,41122.0,2015_08,0
1640,EL CARMEN,938296400.0,92199.0,2015_09,0
1641,EL CARMEN,1043120900.0,103655.0,2015_10,0
1642,EL CARMEN,1032187100.0,101540.0,2015_11,0
1643,EL CARMEN,1232616600.0,127022.0,2015_12,0
1644,EL CARMEN,1263536500.0,127543.0,2016_01,0
1645,EL CARMEN,1019753700.0,93046.0,2016_02,0
1646,EL CARMEN,1193819800.0,114505.0,2016_03,0
1647,EL CARMEN,1053437100.0,93310.0,2016_04,0
1648,EL CARMEN,1078715000.0,99686.0,2016_05,0
1649,EL CARMEN,1035800500.0,98885.0,2016_06,0
1650,EL CARMEN,1034526450.0,102272.0,2016_07,0
1651,EL CARMEN,1159262800.0,105760.0,2016_08,0
1652,EL CARMEN,1071888800.0,98755.0,2016_09,0
1653,EL CARMEN,1177322100.0,110440.0,2016_10,0
1654,EL CARMEN,1135098200.0,105912.0,2016_11,0
1655,EL CARMEN,1329148250.0,130226.0,2016_12,0
1656,EL CARMEN,1355806400.0,133065.0,2017_01,0
