codigo,nombre,departamento,tipo
VNL_O,COLEGIAL,Casanare,aero_origen
VNU_O,SOCEAGRO,Casanare,aero_origen
VUP_O,ALFONSO LOPEZ PUMAREJO,Cesar,aero_origen
VVA_O,VILLANUEVA,Antioquia,aero_origen
VVC_O,VANGUARDIA,Meta,aero_origen
VVD_O,LAS BRISAS,Meta,aero_origen
VVN_O,NEIVA YORK - MILENA,Meta,aero_origen
VVU_O,SANTA ISABEL,Meta,aero_origen
YAG_O,YAGUARA II,Caquetá,aero_origen
YOP_O,TROMPILLOS,Casanare,aero_origen
YPL_O,CIENAGA,Casanare,aero_origen
YPP_O,GERMAN ALBERTO,Casanare,aero_origen
YYP_O,LOS CABROS,Casanare,aero_origen
ZPS_O,GUILLERMO GOMEZ ORTIZ,Santander,aero_origen
4JC_O_D,JUANCHACO,Valle del Cauca,aero_destino
7FU_O_D,LA ESCONDIDA,Meta,aero_destino
7GC_O_D,SAN FELIPE DEL PAUTO,Casanare,aero_destino
7GD_O_D,VELASQUEZ,Boyacá,aero_destino
7GF_O_D,LA UNION,Casanare,aero_destino
7GG_O_D,LA ILUSION,Casanare,aero_destino
7GH_O_D,LA VENTUROSA,Vichada,aero_destino
7GL_O_D,LA JAGUA,Cesar,aero_destino
7GS_O_D,EL ENCANTO,Vichada,aero_destino
7GV_O_D,REPRESA DE LAS CANARIAS,Casanare,aero_destino
7GY_O_D,LAS ACACIAS,Cundinamarca,aero_destino
7GZ_O_D,COROZITO,Casanare,aero_destino
7HB_O_D,HOTEL SAN DIEGO,Meta,aero_destino
7HD_O_D,BOSQUES DE LA PRIMAVERA,Vichada,aero_destino
7HE_O_D,GUACHARACAS (COLOMBAIMA),Cundinamarca,aero_destino
7HF_O_D,GAVILAN DE LA PASCUA,Vichada,aero_destino
7HG_O_D,DOROTEA B1,Casanare,aero_destino
7HJ_O_D,MACOLLA,Casanare,aero_destino
7HM_O_D,LLANO CAUCHO,Vichada,aero_destino
7HN_O_D,ARMENIA,Casanare,aero_destino
7HT_O_D,MANARE,Casanare,aero_destino
7HV_O_D,LA BENDICION,Vichada,aero_destino
7HX_O_D,PIVIJAY,Vichada,aero_destino
7IA_O_D,MURIBA,Casanare,aero_destino
7ID_O_D,LA MACOYA,Casanare,aero_destino
7IF_O_D,LOS VENADOS,Vichada,aero_destino
7IH_O_D,LOS KIOSCOS,Meta,aero_destino
7IJ_O_D,LA LORENA,Casanare,aero_destino
7NQ_O_D,EL PARAISO,Vichada,aero_destino
7NS_O_D,JAGUAR,Meta,aero_destino
7NT_O_D,OCELOTE,Meta,aero_destino
9AB_O_D,GETSEMANI,Casanare,aero_destino
9AC_O_D,MARIA ALEJANDRA,Casanare,aero_destino
9AI_O_D,CAÑO GARZA,Casanare,aero_destino
9AJ_O_D,SAN LUIS DE PACA,Vaupés,aero_destino
9AK_O_D,CANANARI,Vaupés,aero_destino
9AM_O_D,SAN FERNANDO,Casanare,aero_destino
9AN_O_D,MARAREY,Casanare,aero_destino
9AO_O_D,SANTA CLARA,Casanare,aero_destino
9AR_O_D,SAN PABLO,Vaupés,aero_destino
9AS_O_D,SIRENAS,Casanare,aero_destino
9AT_O_D,COROCITO,Meta,aero_destino
9AZ_O_D,REMACHE SUR,Casanare,aero_destino
9BB_O_D,SAN MIGUEL,Meta,aero_destino
9BE_O_D,LAS VEGAS,Casanare,aero_destino
9BF_O_D,LA FRANCIA,Cesar,aero_destino
9BH_O_D,GUAFITAS,Casanare,aero_destino
9BI_O_D,SAN FELIPE,Casanare,aero_destino
9BO_O_D,VENECIA DE GUANAPALO,Casanare,aero_destino
9BS_O_D,LA COMARCA,Casanare,aero_destino
9BW_O_D,LA FAZENDA,Meta,aero_destino
9BY_O_D,SAN EDUARDO,Casanare,aero_destino
9BZ_O_D,RIOSUCIO,Chocó,aero_destino
9CA_O_D,LAS AGUILAS -CA,Valle del Cauca,aero_destino
9CB_O_D,CAMARUCOS,Casanare,aero_destino
9CC_O_D,EL TOTUMO,Casanare,aero_destino
9CD_O_D,VARSOVIA,Casanare,aero_destino
9CE_O_D,LA HERMOSA,Casanare,aero_destino
9CF_O_D,SAN ESTEBAN,Casanare,aero_destino
9CG_O_D,SAN JOSE DEL ARIPORO,Casanare,aero_destino
9CI_O_D,LA CAIMANA,Casanare,aero_destino
9CJ_O_D,EMAUS,Casanare,aero_destino
9CL_O_D,LA VENTUROSA,Casanare,aero_destino
9CU_O_D,COROCORA,Casanare,aero_destino
9DE_O_D,LUNA PARK,Vichada,aero_destino
9DI_O_D,SAN FELIPE,Guainía,aero_destino
9LI_O_D,SAN SEBASTIAN,Meta,aero_destino
9LQ_O_D,LA PONDEROSA,Meta,aero_destino
9LW_O_D,EL PALMAR,Casanare,aero_destino
9M1_O_D,TRES ESQUINAS AB,Caquetá,aero_destino
9M2_O_D,LARANDIA,Caquetá,aero_destino
9MQ_O_D,EL RASTRO,Vichada,aero_destino
9MS_O_D,BETANIA,Casanare,aero_destino
9NG_O_D,REMOLINOS,Meta,aero_destino
A01_O_D,CAMPO ALEGRE,Guainía,aero_destino
A02_O_D,CAÑO COLORADO,Guainía,aero_destino
A03_O_D,FORTUL,Arauca,aero_destino
A04_O_D,SANTA ROSA DEL SUR,Bolívar,aero_destino
ABT_O_D,AGUA BLANCA,Tolima,aero_destino
ACD_O_D,ALCIDES FERNANDEZ,Chocó,aero_destino
ACI_O_D,EL MONASTERIO,Meta,aero_destino
ACR_O_D,ARARACUARA,Caquetá,aero_destino
ADZ_O_D,GUSTAVO ROJAS PINILLA,San Andrés islas,aero_destino
AFC_O_D,FABAL-COALCESAR,Cesar,aero_destino
AFI_O_D,EL RIO,Antioquia,aero_destino
AGB_O_D,AGUA BLANCA,Tolima,aero_destino
AGH_O_D,HACARITAMA,Cesar,aero_destino
AGJ_O_D,JAMAICA,Casanare,aero_destino
AGT_O_D,AGUA BLANCA,Tolima,aero_destino
AGU_O_D,MARIA ANGELICA,Casanare,aero_destino
AGY_O_D,BASE PRINCIPAL CELTA,Cesar,aero_destino
ALR_O_D,ALFEMAR,Chocó,aero_destino
ALT_O_D,ALTAMIRA,Casanare,aero_destino
APO_O_D,ANTONIO ROLDAN BETANCOURT,Antioquia,aero_destino
APY_O_D,APIAY - FAC,Meta,aero_destino
ARA_O_D,LA RUBIERA,Arauca,aero_destino
ARC_O_D,PERENCO,Casanare,aero_destino
ARG_O_D,ARAGUANEY,Casanare,aero_destino
ARQ_O_D,EL TRONCAL,Arauca,aero_destino
AUC_O_D,SANTIAGO PEREZ QUIROZ,Arauca,aero_destino
AUR_O_D,EL CORAJE,Magdalena,aero_destino
AXM_O_D,EL EDEN,Quindío,aero_destino
AYC_O_D,LA GLORIA,Cesar,aero_destino
BAC_O_D,BANCO DE LA REPUBLICA,Antioquia,aero_destino
BAQ_O_D,ERNESTO CORTISSOZ,Atlántico,aero_destino
BAR_O_D,GUAICARAMO,Meta,aero_destino
BBA_O_D,PIZARRO,Chocó,aero_destino
BCA_O_D,CERREJON CENTRAL,La Guajira,aero_destino
BCO_O_D,JULIA CAROLINA,Cesar,aero_destino
BEC_O_D,BECERRIL,Cesar,aero_destino
BEE_O_D,BENEFICENCIA DEL TOLIMA,Tolima,aero_destino
BGA_O_D,PALONEGRO,Santander,aero_destino
BGN_O_D,EL MILAGRO,Valle del Cauca,aero_destino
BIZ_O_D,BIZERTA,Casanare,aero_destino
BJA_O_D,BERLIN,Huila,aero_destino
BJE_O_D,LA CASCAJERA,Santander,aero_destino
BMG_O_D,BARRANCO MINAS,Guainía,aero_destino
BNO_O_D,BUENOS AIRES,Santander,aero_destino
BOC_O_D,SAN MARTIN,Cesar,aero_destino
BOG_O_D,EL DORADO,"Bogotá, D.C.",aero_destino
BQL_O_D,BARRANQUILLITA,Guaviare,aero_destino
BSA_O_D,LA ESPERANZA,Santander,aero_destino
BSC_O_D,JOSE CELESTINO MUTIS,Chocó,aero_destino
BUN_O_D,BUENAVENTURA-GERARDO TOBAR LOPEZ,Valle del Cauca,aero_destino
BUO_O_D,BUENOS AIRES,Casanare,aero_destino
BVA_O_D,BUENAVISTA,La Guajira,aero_destino
CAA_O_D,CAÑO GANDUL,Casanare,aero_destino
CAC_O_D,CAMPO CAPOTE,Santander,aero_destino
CAH_O_D,EL VISO INCORA,Huila,aero_destino
CAL_O_D,CALIMA,Cesar,aero_destino
CAM_O_D,CABO MARZO,Chocó,aero_destino
CAN_O_D,CANARIAS,Casanare,aero_destino
CAO_O_D,"CENTRO ADMINISTRATIVO ""MARANDUA""",Vichada,aero_destino
CAP_O_D,CAMPO ALEGRE,Casanare,aero_destino
CAQ_O_D,JUAN H.WHITE,Antioquia,aero_destino
CAR_O_D,CARIMAGUA,Meta,aero_destino
CAS_O_D,CASA COIMA,Antioquia,aero_destino
CAT_O_D,CALICANTO,Tolima,aero_destino
CAV_O_D,CUMACHAGUA,Vichada,aero_destino
CBR_O_D,EL CARMEN DE BOLIVAR,Bolívar,aero_destino
CBY_O_D,LA ARABIA,Meta,aero_destino
CCH_O_D,EL PACIFICO,Caquetá,aero_destino
CDA_O_D,LA ESMERALDA - CA,Valle del Cauca,aero_destino
CDY_O_D,CIUDAD YARI,Caquetá,aero_destino
CEB_O_D,EL CEBRUNO,Córdoba,aero_destino
CFB_O_D,CALIFORNIA,Bolívar,aero_destino
CGA_O_D,LA CEIBA,Magdalena,aero_destino
CGW_O_D,SANTA ANA,Valle del Cauca,aero_destino
CHO_O_D,CHICAMOCHA,Meta,aero_destino
CHP_O_D,LA CHAPA,Casanare,aero_destino
CIM_O_D,GUSTAVO ROJAS PINILLA,Santander,aero_destino
CLM_O_D,CALAMAR GUAVIARE,Guaviare,aero_destino
CLO_O_D,ALFONSO BONILLA ARAGON,Valle del Cauca,aero_destino
CMA_O_D,CANAIMA,Meta,aero_destino
CMP_O_D,CAMPOALEGRE,Huila,aero_destino
CMR_O_D,LA MARIA,Meta,aero_destino
COA_O_D,COFA -PALMIRA,Valle del Cauca,aero_destino
COG_O_D,CONDOTO MANDINGA,Chocó,aero_destino
CPB_O_D,CAPURGANA,Chocó,aero_destino
CPC_O_D,CUPICA,Chocó,aero_destino
CPL_O_D,NAVAS PARDO,Tolima,aero_destino
CRA_O_D,CINERA,Norte de Santander,aero_destino
CRL_O_D,SANTA BARBARA,Meta,aero_destino
CRM_O_D,CURUMANI,Cesar,aero_destino
CRN_O_D,CORRAL NUEVO,Magdalena,aero_destino
CRR_O_D,CERRITOS,Tolima,aero_destino
CRU_O_D,CARURU,Vaupés,aero_destino
CRY_O_D,EL VERGEL,Meta,aero_destino
CTG_O_D,RAFAEL NUÑEZ,Bolívar,aero_destino
CUC_O_D,CAMILO DAZA,Norte de Santander,aero_destino
CUM_O_D,EL VISO,Huila,aero_destino
CVN_O_D,COVEÑAS,Sucre,aero_destino
CZI_O_D,LA DILIA,Cesar,aero_destino
CZU_O_D,LAS BRUJAS,Sucre,aero_destino
EBG_O_D,EL TOMIN,Antioquia,aero_destino
ECC_O_D,EL CARMEN DE CHUCURI,Santander,aero_destino
ECO_O_D,ECOPETROL,Santander,aero_destino
ECR_O_D,EL CHORRO,Cesar,aero_destino
EEB_O_D,EL ESPINO,Boyacá,aero_destino
EJA_O_D,YARIGUIES,Santander,aero_destino
EJU_O_D,EL JUNCAL,Huila,aero_destino
ELA_O_D,EL CHARCO,Nariño,aero_destino
ELB_O_D,LAS FLORES,Magdalena,aero_destino
ELC_O_D,EL CAIRO,Meta,aero_destino
ELH_O_D,EL LIMONAR,Huila,aero_destino
ELM_O_D,EL MARNE,Santander,aero_destino
ELO_O_D,EL RODEO,Casanare,aero_destino
ELS_O_D,COMUNEROS,Santander,aero_destino
EOH_O_D,OLAYA HERRERA,Antioquia,aero_destino
EPR_O_D,EL PARAISO,Tolima,aero_destino
EPY_O_D,CAYTA,Cesar,aero_destino
ESP_O_D,ASTA,Tolima,aero_destino
ETO_O_D,EL TORNILLO,Santander,aero_destino
EVC_O_D,EL VIGIA,Casanare,aero_destino
EYP_O_D,EL ALCARAVAN,Casanare,aero_destino
FCA_O_D,FASCA,Casanare,aero_destino
FDA_O_D,FUNDACION,Magdalena,aero_destino
FLA_O_D,GUSTAVO ARTUNDUAGA PAREDES,Caquetá,aero_destino
FOO_O_D,LA LUNA,Meta,aero_destino
FRO_O_D,FRONTINO EL PLATEADO,Antioquia,aero_destino
FUL_O_D,SAN LUIS,Meta,aero_destino
FUO_O_D,MAJAGUAL,Meta,aero_destino
GAN_O_D,EL PROGRESO,Meta,aero_destino
GCA_O_D,GUACAMAYAS,Caquetá,aero_destino
GER_O_D,GERMANIA,Cesar,aero_destino
GIR_O_D,SANTIAGO VILA,Tolima,aero_destino
GLJ_O_D,LA JAGUA,Huila,aero_destino
GPI_O_D,JUAN CASIANO,Cauca,aero_destino
GRM_O_D,GUERIMA,Vichada,aero_destino
GRN_O_D,MALVINAS,Meta,aero_destino
GUE_O_D,LA ESTRELLA,Valle del Cauca,aero_destino
GUR_O_D,LA BASE FUMIVALLE,Valle del Cauca,aero_destino
GUS_O_D,GUSTAVO ROJAS PINILLA,Boyacá,aero_destino
GYM_O_D,FLAMINIO S. CAMACHO,Cundinamarca,aero_destino
HAC_O_D,EL TRIUNFO,Antioquia,aero_destino
HCO_O_D,EL CAIRO,Casanare,aero_destino
HCZ_O_D,HATO LA AURORA,Casanare,aero_destino
HLE_O_D,HATO LA ESPERANZA,Meta,aero_destino
HTC_O_D,EL DANUBIO,Casanare,aero_destino
HTZ_O_D,HATO COROZAL,Casanare,aero_destino
IBE_O_D,PERALES,Tolima,aero_destino
IDA_O_D,CESAR GAVIRIA TRUJILLO,Guainía,aero_destino
IGO_O_D,JAIME ORTIZ BETANCUR,Antioquia,aero_destino
IPI_O_D,SAN LUIS,Nariño,aero_destino
IRH_O_D,IRHO,Cesar,aero_destino
ISP_O_D,ISA,Valle del Cauca,aero_destino
ITG_O_D,LA PROVIDENCIA,Antioquia,aero_destino
JUR_O_D,JURADO,Chocó,aero_destino
LAB_O_D,LA  BARQUEREÑA,Casanare,aero_destino
LAC_O_D,LA CABAÑA,Meta,aero_destino
LAH_O_D,LA CAMPECHANA,Casanare,aero_destino
LAL_O_D,CRAVO SUR (antes la pista),Casanare,aero_destino
LAM_O_D,LA COLINA,Meta,aero_destino
LAO_O_D,LOS ALMENDROS,Antioquia,aero_destino
LAP_O_D,LA CARPETA,Casanare,aero_destino
LAR_O_D,LA ARROBLEDA,Cauca,aero_destino
LAU_O_D,LAS JUANAS,Meta,aero_destino
LAV_O_D,LA VICTORIA,Cesar,aero_destino
LCH_O_D,VIRGILIO BARCO VARGAS,Amazonas,aero_destino
LCI_O_D,LA CACICA,Cesar,aero_destino
LCM_O_D,LA CANDELARIA,Meta,aero_destino
LCT_O_D,LETICIA,Tolima,aero_destino
LEM_O_D,LA ESMERALDA,Meta,aero_destino
LET_O_D,ALFREDO VASQUEZ COBO,Amazonas,aero_destino
LEV_O_D,LA GAVIOTA,Vichada,aero_destino
LFL_O_D,LAS FLORES,Cesar,aero_destino
LGA_O_D,LAS GARZAS,Tolima,aero_destino
LGL_O_D,BELLA CRUZ -SAN JUAN,Cesar,aero_destino
LGM_O_D,LA GAVIOTA MA,Magdalena,aero_destino
LGP_O_D,LAGUNA PAVON,Guaviare,aero_destino
LGT_O_D,LAS GAVIOTAS,Meta,aero_destino
LHC_O_D,LOS HALCONES,Meta,aero_destino
LJB_O_D,EL BORREGO,Cesar,aero_destino
LJC_O_D,LA JAGUA DE IBIRICO,Cesar,aero_destino
LJD_O_D,CERRO DE PIEDRA,Cesar,aero_destino
LJI_O_D,NUEVA GRANADA,Cesar,aero_destino
LJV_O_D,LA JAULA,Vichada,aero_destino
LLI_O_D,LAS DELICIAS,Casanare,aero_destino
LLM_O_D,LOMA LINDA,Meta,aero_destino
LLO_O_D,CALENTURITAS,Casanare,aero_destino
LMA_O_D,JORGE ISAACS (LA MINA),La Guajira,aero_destino
LMC_O_D,LA MACARENA,Meta,aero_destino
LML_O_D,LAS MALVINAS,Meta,aero_destino
LMN_O_D,LOS MULATOS,Nariño,aero_destino
LMR_O_D,LOS MORROS,Sucre,aero_destino
LOC_O_D,LOPEZ DE MICAI,Cauca,aero_destino
LOM_O_D,LOS MILAGROS,Casanare,aero_destino
LPD_O_D,LA PEDRERA,Amazonas,aero_destino
LPG_O_D,EL GAVILAN,Vichada,aero_destino
LPL_O_D,LOS PLANES,Antioquia,aero_destino
LPR_O_D,EL CIMARRON,Vichada,aero_destino
LPS_O_D,LA PONDEROSA,Santander,aero_destino
LPV_O_D,RANCHO ALEGRE,Vichada,aero_destino
LQM_O_D,CAUCAYA,Putumayo,aero_destino
LRA_O_D,SAN JOSE,Tolima,aero_destino
LTA_O_D,LAS TAPIAS,Cesar,aero_destino
LTB_O_D,LAS GAVIOTAS,Quindío,aero_destino
LVB_O_D,LA VEGA,Bolívar,aero_destino
MAG_O_D,MANAURE,La Guajira,aero_destino
MAI_O_D,CAMPO ESTERO,Casanare,aero_destino
MAN_O_D,CASANARE,Casanare,aero_destino
MAP_O_D,MAPIRIPAN,Meta,aero_destino
MBO_O_D,MONTERREY,Bolívar,aero_destino
MBQ_O_D,BOCOA QUERARI,Vaupés,aero_destino
MCG_O_D,MORICHAL,Vaupés,aero_destino
MCH_O_D,MOCHUELO,Arauca,aero_destino
MCJ_O_D,MAICAO,La Guajira,aero_destino
MCL_O_D,CAÑO COLORADO,Vaupés,aero_destino
MCO_O_D,MACOCOBA,Vichada,aero_destino
MCP_O_D,CACHIPORRO,Vaupés,aero_destino
MDA_O_D,INGENIO INCAUCA (C.A),Cauca,aero_destino
MDE_O_D,JOSE M. CORDOVA,Antioquia,aero_destino
MDR_O_D,PIEDRA ÑI,Vaupés,aero_destino
MED_O_D,MEDINA,Cundinamarca,aero_destino
MFR_O_D,MONFORT,Vaupés,aero_destino
MFS_O_D,MIRAFLORES,Guaviare,aero_destino
MGN_O_D,BARACOA,Bolívar,aero_destino
MGO_O_D,SAN GERARDO,Vaupés,aero_destino
MGP_O_D,MAGUI PAYAN,Nariño,aero_destino
MGU_O_D,SAN MIGUEL,Vaupés,aero_destino
MIB_O_D,BELEN DE INAMBU,Vaupés,aero_destino
MIC_O_D,IBACABA,Vaupés,aero_destino
MII_O_D,MANI,Casanare,aero_destino
MIS_O_D,SANTA ISABEL,Vaupés,aero_destino
MIT_O_D,WACARICUARA,Vaupés,aero_destino
MKA_O_D,KAMANAOS,Vaupés,aero_destino
MLG_O_D,JERONIMO DE AGUAYO,Santander,aero_destino
MLR_O_D,TOLEMAIDA,Tolima,aero_destino
MMP_O_D,SAN BERNARDO,Bolívar,aero_destino
MNI_O_D,YARUMITOS,Casanare,aero_destino
MNO_O_D,LA GLORIA,Casanare,aero_destino
MPI_O_D,PIRACUARA,Vaupés,aero_destino
MPU_O_D,PACU,Vaupés,aero_destino
MQU_O_D,JOSE CELESTINO,Tolima,aero_destino
MRF_O_D,LAGOS DEL DORADO,Guaviare,aero_destino
MRI_O_D,MURINDO,Antioquia,aero_destino
MSA_O_D,SAN ANTONIO,Vaupés,aero_destino
MSI_O_D,SANTA LUCIA,Vaupés,aero_destino
MSN_O_D,SAN PABLO,Vaupés,aero_destino
MSO_O_D,SONAÑA,Vaupés,aero_destino
MSR_O_D,SANTA RITA,Vaupés,aero_destino
MTA_O_D,MUTATA,Antioquia,aero_destino
MTB_O_D,EL PINDO,Córdoba,aero_destino
MTC_O_D,PAPUNAGUA - PUERTO. SOLANO,Vaupés,aero_destino
MTI_O_D,TIQUIE,Vaupés,aero_destino
MTN_O_D,BUENOS AIRES,Vaupés,aero_destino
MTR_O_D,LOS GARZONES,Córdoba,aero_destino
MTS_O_D,TERESITA,Vaupés,aero_destino
MTT_O_D,CACHIPORRO,Vaupés,aero_destino
MTU_O_D,MATUPA,Meta,aero_destino
MUR_O_D,TAPURUCUARA,Vaupés,aero_destino
MUT_O_D,ATAHUALPA,Antioquia,aero_destino
MVA_O_D,VILLA GLADYS,Vaupés,aero_destino
MVI_O_D,VILLA FATIMA,Vaupés,aero_destino
MVN_O_D,VILLA NUEVA,Vaupés,aero_destino
MVP_O_D,FABIO A. LEON BENTLEY,Vaupés,aero_destino
MVU_O_D,LOS ANGELES,Vaupés,aero_destino
MWA_O_D,WAINAMBI,Vaupés,aero_destino
MWY_O_D,WASAY,Vaupés,aero_destino
MYA_O_D,YAPU,Vaupés,aero_destino
MYY_O_D,YAVARATE,Vaupés,aero_destino
MZL_O_D,LA NUBIA,Caldas,aero_destino
NAR_O_D,PUERTO NARE,Antioquia,aero_destino
NAT_O_D,SAN GERMAN,Tolima,aero_destino
NCI_O_D,NECOCLI,Antioquia,aero_destino
NFA_O_D,NUEVA FORTUNA,Antioquia,aero_destino
NQU_O_D,REYES MURILLO,Chocó,aero_destino
NUC_O_D,LA FLORA,Casanare,aero_destino
NUN_O_D,EL DESECHO,Casanare,aero_destino
NVA_O_D,BENITO SALAS,Huila,aero_destino
OCE_O_D,EL VIEJO CARMEN,Casanare,aero_destino
OCU_O_D,BUENAVISTA,Casanare,aero_destino
OCV_O_D,AGUAS CLARAS,Norte de Santander,aero_destino
OOR_O_D,SAN PABLO,Casanare,aero_destino
ORA_O_D,GUARILAQUE,Casanare,aero_destino
ORC_O_D,OROCUE,Casanare,aero_destino
ORE_O_D,EL CAIMAN,Casanare,aero_destino
ORH_O_D,ORIHUECA,Magdalena,aero_destino
ORI_O_D,ORITO,Putumayo,aero_destino
ORJ_O_D,LA CULEBRA,Casanare,aero_destino
ORO_O_D,GUANAPALO,Casanare,aero_destino
ORS_O_D,SARDINAS,Casanare,aero_destino
ORU_O_D,EL MEDANO,Casanare,aero_destino
ORX_O_D,LA CANDELARIA,Casanare,aero_destino
OTU_O_D,REMEDIOS OTU,Antioquia,aero_destino
PAL_O_D,PALACIO MUNICIPAL,Antioquia,aero_destino
PBE_O_D,MORELA,Antioquia,aero_destino
PBN_O_D,NICOLAS E.SOTO,Boyacá,aero_destino
PBO_O_D,PUERTO BOLIVAR,La Guajira,aero_destino
PBR_O_D,LA PONDEROSA,Cundinamarca,aero_destino
PCA_O_D,PACOA,Vaupés,aero_destino
PCE_O_D,CUMARIBO,Vichada,aero_destino
PCH_O_D,ALPES -PACHAQ.,Meta,aero_destino
PCJ_O_D,PUERTO ALVIRA -CAÑO JABON,Meta,aero_destino
PCO_O_D,PARACO,Bolívar,aero_destino
PCR_O_D,GERMAN OLANO,Vichada,aero_destino
PDE_O_D,LA VENGANZA,Casanare,aero_destino
PDR_O_D,LA COLONIA,Casanare,aero_destino
PEI_O_D,MATECAÑA,Risaralda,aero_destino
PFO_O_D,PUERTO PERALES,Antioquia,aero_destino
PGA_O_D,PRAGA,Valle del Cauca,aero_destino
PGM_O_D,PUERTO GAITAN,Meta,aero_destino
PGN_O_D,SABANETA,Meta,aero_destino
PGP_O_D,LA PLATA PUERTO TRUJILLO,Meta,aero_destino
PGT_O_D,MORELIA,Meta,aero_destino
PID_O_D,PUERTO INIRIDA,Guainía,aero_destino
PII_O_D,SAN FELIPE,Guainía,aero_destino
PIM_O_D,LA PRIMAVERA,Vichada,aero_destino
PIP_O_D,PAIPA JUAN JOSE RONDON,Boyacá,aero_destino
PLA_O_D,PLANADAS,Tolima,aero_destino
PLD_O_D,SAN ISIDRO,Meta,aero_destino
PLL_O_D,PUERTO LLERAS,Meta,aero_destino
PLN_O_D,PALONEGRO-NORTE,Cesar,aero_destino
PLS_O_D,TOBASIA,Meta,aero_destino
PLT_O_D,LAS FLORES,Magdalena,aero_destino
PMO_O_D,SAN LUIS,Huila,aero_destino
PNQ_O_D,PINOQUIA,Vichada,aero_destino
PPN_O_D,GUILLERMO LEON VALENCIA,Cauca,aero_destino
PPT_O_D,POTRERITO,Tolima,aero_destino
PQE_O_D,PALANQUERO -GERMAN OLANO,Cundinamarca,aero_destino
PRA_O_D,LA OPIA,Tolima,aero_destino
PRC_O_D,PUERTO RICO,Caquetá,aero_destino
PRE_O_D,SAN JOSE DE OCUNE,Vichada,aero_destino
PRI_O_D,PRIMERO DE MAYO,Cundinamarca,aero_destino
PRO_O_D,PORORO,Cesar,aero_destino
PRR_O_D,JIBICI,Vichada,aero_destino
PSO_O_D,ANTONIO NARIÑO,Nariño,aero_destino
PTA_O_D,PALESTINA,Magdalena,aero_destino
PTC_O_D,LA VICTORIA,Vichada,aero_destino
PTE_O_D,LA REFORMA,Meta,aero_destino
PTL_O_D,CONTADOR,Huila,aero_destino
PTO_O_D,PIRIRI,Meta,aero_destino
PTS_O_D,LA ESPERANZA,Cundinamarca,aero_destino
PTW_O_D,GEMELOS DORADOS,Santander,aero_destino
PTZ_O_D,YATAROS DE MELUA,Meta,aero_destino
PUE_O_D,PUERTO RICO,Meta,aero_destino
PUL_O_D,GAVIOTAS,Meta,aero_destino
PUU_O_D,TRES DE MAYO,Putumayo,aero_destino
PVA_O_D,EL EMBRUJO,San Andrés islas,aero_destino
PVO_O_D,EL ALGODONAL,Córdoba,aero_destino
PWI_O_D,PUERTO WILCHES,Santander,aero_destino
PWT_O_D,PUERTO WILCHES,Santander,aero_destino
PZA_O_D,PAZ DE ARIPORO,Casanare,aero_destino
PZI_O_D,VENECIA DE LAS GUAMAS,Casanare,aero_destino
PZR_O_D,CHAPARRITO,Casanare,aero_destino
QPM_O_D,FURATENA,Boyacá,aero_destino
QQA_O_D,VILLANUEVA,Casanare,aero_destino
RAV_O_D,CRAVO NORTE,Arauca,aero_destino
RCH_O_D,ALMIRANTE PADILLA,La Guajira,aero_destino
RDN_O_D,RONDON,Arauca,aero_destino
RVE_O_D,COLONIZADORES,Arauca,aero_destino
SAA_O_D,SANTA ANA,Casanare,aero_destino
SAS_O_D,SAN CARLOS,Casanare,aero_destino
SBD_O_D,LA MAGDALENA,Santander,aero_destino
SBT_O_D,LAS CRUCES,Santander,aero_destino
SCG_O_D,EL PRADO,Meta,aero_destino
SCS_O_D,SAN CARLOS DEL PLANAS,Vichada,aero_destino
SCY_O_D,SAN JERONIMO,Tolima,aero_destino
SDG_O_D,LA MANSION,Meta,aero_destino
SFA_O_D,SANTAFE DE ANTIOQUIA,Antioquia,aero_destino
SGG_O_D,LA FLORIDA,Meta,aero_destino
SGL_O_D,SAN GIL - LOS POZOS,Santander,aero_destino
SGU_O_D,YAGUARITO,Meta,aero_destino
SHL_O_D,SANTA HELENA DE UPIA,Casanare,aero_destino
SIR_O_D,SIRENAS,Casanare,aero_destino
SIS_O_D,SANTA ISABEL,Vaupés,aero_destino
SJE_O_D,JORGE E. GONZALEZ T.,Guaviare,aero_destino
SJR_O_D,SAN JUAN DE URABA,Antioquia,aero_destino
SKGB_O_D,"MARCO FIDEL SUAREZ  ""AFB""",Valle del Cauca,aero_destino
SKTI_O_D,"TOLEMAIDA ""AFB""",Tolima,aero_destino
SLM_O_D,SAN LUIS,Meta,aero_destino
SMA_O_D,AGUAS BLANCAS,Cesar,aero_destino
SMR_O_D,SIMON BOLIVAR,Magdalena,aero_destino
SMT_O_D,LA CAPRICHOSA,Meta,aero_destino
SNG_O_D,SANTIAGO No.1,Casanare,aero_destino
SNL_O_D,HIPILANDIA,Cesar,aero_destino
SNM_O_D,LA DIVA,Magdalena,aero_destino
SNP_O_D,SAN PABLO,Córdoba,aero_destino
SNR_O_D,SAN MARTIN,Meta,aero_destino
SNU_O_D,SAN MIGUEL,Meta,aero_destino
SOR_O_D,EL RINCON DE MUCURA,Sucre,aero_destino
SOX_O_D,ALBERTO LLERAS CAMARGO,Boyacá,aero_destino
SPD_O_D,SAN PEDRO DE URABA,Antioquia,aero_destino
SPE_O_D,SAN PEDRO CORAL,Sucre,aero_destino
SRB_O_D,SANTA ROSA DE SIMITI,Bolívar,aero_destino
