NombreEstacionPeaje,Recaudo,Trafico,Cod_fecha
CHUSACA,9101644850.0,213442.0,2015_06
CHUSACA,8772025950.0,219700.0,2015_07
CHUSACA,8655221500.0,215189.0,2015_08
CHUSACA,7895198350.0,195224.0,2015_09
CHUSACA,8893222620.0,215098.0,2015_10
CHUSACA,8309746750.0,209433.0,2015_11
CHUSACA,9956609850.0,265231.0,2015_12
CHUSACA,10212231400.0,272350.0,2016_01
CHUSACA,7494900050.0,191931.0,2016_02
CHUSACA,9080923950.0,237172.0,2016_03
CHUSACA,7653077300.0,196234.0,2016_04
CHUSACA,0.0,216590.0,2016_05
CHUSACA,0.0,219414.0,2016_06
CHUSACA,0.0,237731.0,2016_07
CHUSACA,0.0,230308.0,2016_08
CHUSACA,0.0,207972.0,2016_09
CHUSACA,0.0,233360.0,2016_10
CHUSACA,0.0,224161.0,2016_11
CHUSACA,0.0,269845.0,2016_12
CHUSACA,0.0,280845.0,2017_01
CHUSACA,0.0,196192.0,2017_02
CHUSACA,0.0,217177.0,2017_03
CHUSACA,0.0,239768.0,2017_04
CHUSACA,0.0,217632.0,2017_05
CHUSACA,0.0,233349.0,2017_06
CHUSACA,0.0,246129.0,2017_07
CHUSACA,0.0,239845.0,2017_08
CHUSACA,0.0,217509.0,2017_09
CHUSACA,0.0,240738.0,2017_10
CHUSACA,0.0,233406.0,2017_11
CHUSACA,0.0,288086.0,2017_12
CHUSACA,0.0,289888.0,2018_01
CHUSACA,0.0,203841.0,2018_02
CHUSACA,0.0,254102.0,2018_03
CHUSACA,0.0,219547.0,2018_04
CHUSACA,0.0,222486.0,2018_05
CHUSACA,0.0,199905.0,2018_06
CHUSACA,0.0,256688.0,2018_07
CHUSACA,0.0,247892.0,2018_08
CHUSACA,0.0,230464.0,2018_09
CHUSACA,0.0,247173.0,2018_10
CHUSACA,0.0,240944.0,2018_11
CHUSACA,0.0,300383.0,2018_12
CHUSACA,,,2014_01
CHUSACA,,,2014_02
CHUSACA,,,2014_03
CHUSACA,,,2014_04
CHUSACA,,,2014_05
CHUSACA,,,2014_06
CHUSACA,,,2014_07
CHUSACA,,,2014_08
CHUSACA,,,2014_09
CHUSACA,,,2014_10
CHUSACA,,,2014_11
CHUSACA,,,2014_12
CHUSACA,,,2015_01
CHUSACA,,,2015_02
CHUSACA,,,2015_03
CHUSACA,,,2015_04
CHUSACA,,,2015_05
CHUSACA,,,2015_06
CHUSACA,,,2015_07
CHUSACA,,,2015_08
CHUSACA,,,2015_09
CHUSACA,,,2015_10
CHUSACA,,,2015_11
CHUSACA,,,2015_12
CHUSACA,0.0,0.0,2016_01
CHUSACA,0.0,0.0,2016_02
CHUSACA,0.0,0.0,2016_03
CHUSACA,0.0,0.0,2016_04
CHUSACA,0.0,0.0,2016_05
CHUSACA,0.0,0.0,2016_06
CHUSACA,0.0,0.0,2016_07
CHUSACA,0.0,0.0,2016_08
CHUSACA,0.0,0.0,2016_09
CHUSACA,0.0,0.0,2016_10
CHUSACA,0.0,0.0,2016_11
CHUSACA,10712227100.0,0.0,2016_12
CHUSACA,10900716700.0,0.0,2017_01
CHUSACA,7991321800.0,0.0,2017_02
CHUSACA,9035120400.0,0.0,2017_03
CHUSACA,9784502550.0,0.0,2017_04
CHUSACA,8738282400.0,0.0,2017_05
CHUSACA,10207107850.0,0.0,2017_06
CHUSACA,10809674100.0,0.0,2017_07
CHUSACA,9887201300.0,0.0,2017_08
CHUSACA,8943356950.0,0.0,2017_09
CHUSACA,10187311000.0,0.0,2017_10
CHUSACA,9504201700.0,0.0,2017_11
CHUSACA,11582901000.0,0.0,2017_12
CHUSACA,11473555150.0,0.0,2018_01
CHUSACA,8334228250.0,0.0,2018_02
CHUSACA,10483539350.0,0.0,2018_03
CHUSACA,9025058400.0,0.0,2018_04
CHUSACA,9176275100.0,0.0,2018_05
CHUSACA,10749071700.0,0.0,2018_06
CHUSACA,11104599950.0,0.0,2018_07
CHUSACA,10383853800.0,0.0,2018_08
CHUSACA,9485357000.0,0.0,2018_09
CHUSACA,10963737750.0,54938.0,2018_10
CHUSACA,10395196700.0,49415.0,2018_11
CHUSACA,12012935850.0,60411.0,2018_12
CHUSACA,7821236700.0,,2014_01
CHUSACA,5703817700.0,,2014_02
CHUSACA,6502025700.0,,2014_03
CHUSACA,7049668450.0,,2014_04
CHUSACA,6592006150.0,,2014_05
CHUSACA,7566770800.0,,2014_06
CHUSACA,7390175650.0,,2014_07
CHUSACA,7442224350.0,,2014_08
CHUSACA,6689434600.0,,2014_09
CHUSACA,7691769900.0,,2014_10
CHUSACA,7713524700.0,,2014_11
CHUSACA,8692742600.0,,2014_12
CHUSACA,8840639250.0,,2015_01
CHUSACA,6648094550.0,,2015_02
CHUSACA,7494290100.0,,2015_03
CHUSACA,7742501910.0,,2015_04
CHUSACA,8014271150.0,,2015_05
CHUSACA,9101644850.0,,2015_06
CHUSACA,8772025950.0,,2015_07
CHUSACA,8655221500.0,,2015_08
CHUSACA,7895198350.0,,2015_09
CHUSACA,8893222620.0,,2015_10
CHUSACA,8309746750.0,,2015_11
CHUSACA,9956609850.0,,2015_12
CHUSACA,10212231400.0,0.0,2016_01
CHUSACA,7494900050.0,0.0,2016_02
CHUSACA,9080923950.0,0.0,2016_03
CHUSACA,7653077300.0,19594.0,2016_04
CHUSACA,0.0,47667.0,2016_05
CHUSACA,0.0,50202.0,2016_06
CHUSACA,0.0,50285.0,2016_07
CHUSACA,0.0,51395.0,2016_08
CHUSACA,0.0,46178.0,2016_09
CHUSACA,0.0,52571.0,2016_10
CHUSACA,0.0,51021.0,2016_11
CHUSACA,10712227100.0,63034.0,2016_12
CHUSACA,10900716700.0,67954.0,2017_01
CHUSACA,7991321800.0,44503.0,2017_02
CHUSACA,9035120400.0,49494.0,2017_03
CHUSACA,9784502550.0,54098.0,2017_04
CHUSACA,8738282400.0,49887.0,2017_05
CHUSACA,10207107850.0,52629.0,2017_06
CHUSACA,10809674100.0,53884.0,2017_07
CHUSACA,9887201300.0,52277.0,2017_08
CHUSACA,8943356950.0,47526.0,2017_09
CHUSACA,10187311000.0,53537.0,2017_10
CHUSACA,9504201700.0,51610.0,2017_11
CHUSACA,11582901000.0,68423.0,2017_12
CHUSACA,11473555150.0,69598.0,2018_01
CHUSACA,8334228250.0,48062.0,2018_02
CHUSACA,10483539350.0,59421.0,2018_03
CHUSACA,9025058400.0,55303.0,2018_04
CHUSACA,9176275100.0,55037.0,2018_05
CHUSACA,10749071700.0,63487.0,2018_06
CHUSACA,11104599950.0,61606.0,2018_07
CHUSACA,10383853800.0,59146.0,2018_08
CHUSACA,9485357000.0,56575.0,2018_09
CHUSACA,10963737750.0,61488.0,2018_10
CHUSACA,10395196700.0,57370.0,2018_11
CHUSACA,12012935850.0,72715.0,2018_12
CIAT,1962884500.0,141142.0,2014_01
CIAT,1806074100.0,89139.0,2014_02
CIAT,1896298700.0,100123.0,2014_03
CIAT,1881138300.0,115135.0,2014_04
CIAT,1930757800.0,99031.0,2014_05
CIAT,1865100500.0,113555.0,2014_06
CIAT,2037203800.0,109329.0,2014_07
CIAT,2064753200.0,115852.0,2014_08
CIAT,1954401600.0,102528.0,2014_09
CIAT,2052171700.0,115323.0,2014_10
CIAT,1941588600.0,111724.0,2014_11
CIAT,2316644400.0,152225.0,2014_12
CIAT,2118719400.0,162340.0,2015_01
CIAT,1946009200.0,101301.0,2015_02
CIAT,2084637400.0,112144.0,2015_03
CIAT,2113054400.0,118497.0,2015_04
CIAT,2026952600.0,113808.0,2015_05
CIAT,2026763400.0,131195.0,2015_06
CIAT,2170788550.0,125797.0,2015_07
CIAT,2181945800.0,128103.0,2015_08
CIAT,2086097550.0,111288.0,2015_09
CIAT,2245627850.0,133055.0,2015_10
CIAT,2101427100.0,125525.0,2015_11
CIAT,2408310700.0,170570.0,2015_12
CIAT,2226479650.0,180523.0,2016_01
CIAT,2115899600.0,108380.0,2016_02
CIAT,2254341200.0,142183.0,2016_03
CIAT,2181987600.0,106275.0,2016_04
CIAT,2284038900.0,120986.0,2016_05
CIAT,2265038800.0,123520.0,2016_06
CIAT,2430063100.0,123667.0,2016_07
CIAT,2477328200.0,137984.0,2016_08
CIAT,2336541000.0,118759.0,2016_09
CIAT,2410318200.0,143992.0,2016_10
CIAT,2375718100.0,141380.0,2016_11
CIAT,2729016900.0,176893.0,2016_12
CIAT,2594058900.0,180565.0,2017_01
CIAT,2378669000.0,115877.0,2017_02
CIAT,2577830200.0,127341.0,2017_03
CIAT,2458036900.0,147378.0,2017_04
CIAT,2658571420.0,131667.0,2017_05
CIAT,2578916300.0,149821.0,2017_06
CIAT,2747982600.0,152693.0,2017_07
CIAT,2745261500.0,151120.0,2017_08
CIAT,2557455200.0,128575.0,2017_09
CIAT,2596735300.0,147827.0,2017_10
CIAT,2579101900.0,145162.0,2017_11
CIAT,3053687900.0,187461.0,2017_12
CIAT,2762069500.0,199901.0,2018_01
CIAT,2536016300.0,121191.0,2018_02
CIAT,2716234400.0,154535.0,2018_03
CIAT,2713239800.0,133044.0,2018_04
CIAT,2805829900.0,128955.0,2018_05
CIAT,2798393300.0,151143.0,2018_06
CIAT,2924671500.0,157154.0,2018_07
CIAT,2991994800.0,153711.0,2018_08
CIAT,2858552900.0,0.0,2018_09
CIAT,2955686500.0,0.0,2018_10
CIAT,0.0,0.0,2018_11
CIAT,0.0,0.0,2018_12
CIRCASIA,2704524900.0,210126.0,2014_01
CIRCASIA,2035905100.0,149379.0,2014_02
CIRCASIA,2272609600.0,168178.0,2014_03
CIRCASIA,2488712400.0,184526.0,2014_04
CIRCASIA,2287160650.0,164622.0,2014_05
CIRCASIA,2347601800.0,171120.0,2014_06
CIRCASIA,2437008500.0,182790.0,2014_07
CIRCASIA,2557138800.0,180861.0,2014_08
CIRCASIA,2287042950.0,165380.0,2014_09
CIRCASIA,2550642300.0,177311.0,2014_10
CIRCASIA,2482025650.0,171314.0,2014_11
CIRCASIA,2972040000.0,207316.0,2014_12
CIRCASIA,3057794000.0,215470.0,2015_01
CIRCASIA,2240890850.0,157126.0,2015_02
CIRCASIA,2558809950.0,170173.0,2015_03
CIRCASIA,2644417850.0,182229.0,2015_04
CIRCASIA,2620409350.0,174938.0,2015_05
CIRCASIA,2753388250.0,184047.0,2015_06
CIRCASIA,2881200500.0,194706.0,2015_07
CIRCASIA,2817046700.0,186306.0,2015_08
CIRCASIA,2569325750.0,171841.0,2015_09
CIRCASIA,2800190500.0,181370.0,2015_10
CIRCASIA,2711455300.0,175712.0,2015_11
CIRCASIA,3364985100.0,217189.0,2015_12
CIRCASIA,3614918500.0,229713.0,2016_01
CIRCASIA,2675283600.0,159011.0,2016_02
CIRCASIA,3233860750.0,201959.0,2016_03
CIRCASIA,2725188800.0,163674.0,2016_04
CIRCASIA,2984502550.0,181470.0,2016_05
CIRCASIA,3021552700.0,174883.0,2016_06
CIRCASIA,3220751150.0,186880.0,2016_07
CIRCASIA,3204525450.0,204749.0,2016_08
CIRCASIA,2906311100.0,179382.0,2016_09
CIRCASIA,3222635250.0,193508.0,2016_10
CIRCASIA,3113659120.0,186849.0,2016_11
CIRCASIA,3675874300.0,220990.0,2016_12
CIRCASIA,3953163400.0,228406.0,2017_01
CIRCASIA,2888930300.0,159785.0,2017_02
CIRCASIA,3176046650.0,171688.0,2017_03
CIRCASIA,3453043050.0,196138.0,2017_04
CIRCASIA,3159697000.0,157294.0,2017_05
CIRCASIA,3384741200.0,189374.0,2017_06
CIRCASIA,3562876200.0,203152.0,2017_07
CIRCASIA,3476868900.0,193941.0,2017_08
CIRCASIA,3195157400.0,178218.0,2017_09
CIRCASIA,3517923370.0,194415.0,2017_10
CIRCASIA,3441269350.0,182855.0,2017_11
CIRCASIA,4130670750.0,219810.0,2017_12
CIRCASIA,4267344100.0,226678.0,2018_01
CIRCASIA,3116539000.0,159986.0,2018_02
CIRCASIA,3802843200.0,198039.0,2018_03
CIRCASIA,3356896500.0,175620.0,2018_04
CIRCASIA,3410025000.0,171792.0,2018_05
CIRCASIA,3051586300.0,159998.0,2018_06
CIRCASIA,3868945900.0,204259.0,2018_07
CIRCASIA,3771508400.0,195559.0,2018_08
CIRCASIA,3540187200.0,182830.0,2018_09
CIRCASIA,3772124800.0,201643.0,2018_10
CIRCASIA,3679215050.0,190100.0,2018_11
CIRCASIA,4494666650.0,224507.0,2018_12
CIRILO,,146385.0,2014_01
CIRILO,,111224.0,2014_02
CIRILO,,123572.0,2014_03
CIRILO,,130136.0,2014_04
CIRILO,,120879.0,2014_05
CIRILO,,130818.0,2014_06
CIRILO,,143150.0,2014_07
CIRILO,,142423.0,2014_08
CIRILO,,123990.0,2014_09
CIRILO,,133123.0,2014_10
CIRILO,,131800.0,2014_11
CIRILO,,149692.0,2014_12
CIRILO,,163924.0,2015_01
CIRILO,,118893.0,2015_02
CIRILO,,132593.0,2015_03
CIRILO,,138824.0,2015_04
CIRILO,,0.0,2015_05
CIRILO,,0.0,2015_06
CIRILO,,0.0,2015_07
CIRILO,,0.0,2015_08
CIRILO,,0.0,2015_09
CIRILO,,0.0,2015_10
CIRILO,,0.0,2015_11
CIRILO,,0.0,2015_12
CIRILO,0.0,0.0,2016_01
CIRILO,0.0,0.0,2016_02
CIRILO,0.0,0.0,2016_03
CIRILO,0.0,0.0,2016_04
CIRILO,0.0,0.0,2016_05
CIRILO,0.0,0.0,2016_06
CIRILO,0.0,0.0,2016_07
CIRILO,0.0,0.0,2016_08
CIRILO,0.0,0.0,2016_09
CIRILO,0.0,0.0,2016_10
CIRILO,0.0,0.0,2016_11
CIRILO,0.0,0.0,2016_12
CIRILO,0.0,0.0,2017_01
CIRILO,0.0,0.0,2017_02
CIRILO,0.0,0.0,2017_03
CIRILO,0.0,0.0,2017_04
CIRILO,0.0,0.0,2017_05
CIRILO,0.0,0.0,2017_06
CIRILO,0.0,0.0,2017_07
CIRILO,0.0,0.0,2017_08
CIRILO,0.0,0.0,2017_09
CIRILO,0.0,0.0,2017_10
CIRILO,0.0,0.0,2017_11
CIRILO,0.0,0.0,2017_12
CIRILO,0.0,0.0,2018_01
CIRILO,0.0,0.0,2018_02
CIRILO,0.0,0.0,2018_03
CIRILO,0.0,0.0,2018_04
CIRILO,0.0,0.0,2018_05
CIRILO,0.0,0.0,2018_06
CIRILO,0.0,0.0,2018_07
CIRILO,0.0,0.0,2018_08
CIRILO,0.0,0.0,2018_09
CIRILO,546297500.0,0.0,2018_10
CIRILO,481800000.0,0.0,2018_11
CIRILO,567010300.0,0.0,2018_12
CISNEROS,,0.0,2014_01
CISNEROS,,0.0,2014_02
CISNEROS,,0.0,2014_03
CISNEROS,,0.0,2014_04
CISNEROS,,0.0,2014_05
CISNEROS,,0.0,2014_06
CISNEROS,,0.0,2014_07
CISNEROS,,0.0,2014_08
CISNEROS,,0.0,2014_09
CISNEROS,,0.0,2014_10
CISNEROS,,0.0,2014_11
CISNEROS,,0.0,2014_12
CISNEROS,,0.0,2015_01
CISNEROS,,0.0,2015_02
CISNEROS,,0.0,2015_03
CISNEROS,,0.0,2015_04
CISNEROS,,0.0,2015_05
CISNEROS,,0.0,2015_06
CISNEROS,,0.0,2015_07
CISNEROS,,41122.0,2015_08
CISNEROS,,92199.0,2015_09
CISNEROS,,103655.0,2015_10
CISNEROS,,101540.0,2015_11
CISNEROS,,127022.0,2015_12
CISNEROS,0.0,127543.0,2016_01
CISNEROS,0.0,93046.0,2016_02
CISNEROS,0.0,114505.0,2016_03
CISNEROS,172899900.0,93310.0,2016_04
CISNEROS,413543200.0,99686.0,2016_05
CISNEROS,437250400.0,98885.0,2016_06
CISNEROS,438940500.0,102272.0,2016_07
CISNEROS,452540000.0,105760.0,2016_08
CISNEROS,406750050.0,98755.0,2016_09
CISNEROS,464692300.0,110440.0,2016_10
CISNEROS,453232600.0,105912.0,2016_11
CISNEROS,547389550.0,130226.0,2016_12
CISNEROS,628000200.0,133065.0,2017_01
CISNEROS,415602700.0,93746.0,2017_02
CISNEROS,462502700.0,102878.0,2017_03
CISNEROS,487534600.0,113547.0,2017_04
CISNEROS,461183000.0,100983.0,2017_05
CISNEROS,476318400.0,105736.0,2017_06
CISNEROS,492105900.0,108384.0,2017_07
CISNEROS,474419800.0,104394.0,2017_08
CISNEROS,438298950.0,99100.0,2017_09
CISNEROS,488346800.0,108634.0,2017_10
CISNEROS,470879200.0,107765.0,2017_11
CISNEROS,593596300.0,130221.0,2017_12
CISNEROS,605354200.0,131486.0,2018_01
CISNEROS,444387600.0,90567.0,2018_02
CISNEROS,528228700.0,111073.0,2018_03
CISNEROS,498864700.0,102785.0,2018_04
CISNEROS,511856900.0,94591.0,2018_05
CISNEROS,611131600.0,95824.0,2018_06
CISNEROS,563140200.0,107793.0,2018_07
CISNEROS,532323400.0,103273.0,2018_08
CISNEROS,523584600.0,96638.0,2018_09
CISNEROS,564433200.0,106857.0,2018_10
CISNEROS,514702800.0,103684.0,2018_11
CISNEROS,624989000.0,124633.0,2018_12
COCORNA,2059887600.0,,2014_01
COCORNA,1575614600.0,,2014_02
COCORNA,1736442300.0,,2014_03
COCORNA,1829849500.0,,2014_04
COCORNA,1804480500.0,,2014_05
COCORNA,1815856300.0,,2014_06
COCORNA,1910498400.0,,2014_07
COCORNA,1908771600.0,,2014_08
COCORNA,1832985400.0,,2014_09
COCORNA,1962262600.0,,2014_10
COCORNA,1887390400.0,,2014_11
COCORNA,2271126800.0,,2014_12
COCORNA,2440808100.0,,2015_01
COCORNA,1914147600.0,,2015_02
COCORNA,1960206200.0,,2015_03
COCORNA,2050303900.0,,2015_04
COCORNA,2026790200.0,,2015_05
COCORNA,2188993200.0,,2015_06
COCORNA,2231208700.0,,2015_07
COCORNA,2215237200.0,,2015_08
COCORNA,2062591200.0,,2015_09
COCORNA,2312999200.0,,2015_10
COCORNA,2203142800.0,,2015_11
COCORNA,2621008200.0,,2015_12
COCORNA,2881114300.0,478917.0,2016_01
COCORNA,2202890300.0,371470.0,2016_02
COCORNA,2525151600.0,441557.0,2016_03
COCORNA,2179348900.0,378349.0,2016_04
COCORNA,2311119100.0,412094.0,2016_05
COCORNA,2241534300.0,401170.0,2016_06
COCORNA,2075454500.0,450448.0,2016_07
COCORNA,2659718200.0,450908.0,2016_08
COCORNA,2332188600.0,406256.0,2016_09
COCORNA,2594435300.0,437743.0,2016_10
COCORNA,2616115400.0,432429.0,2016_11
COCORNA,2995828600.0,516584.0,2016_12
COCORNA,3056164100.0,494669.0,2017_01
COCORNA,2518718400.0,383217.0,2017_02
COCORNA,2666404200.0,422395.0,2017_03
COCORNA,2780284500.0,456892.0,2017_04
COCORNA,2724550300.0,411845.0,2017_05
COCORNA,2880396000.0,433298.0,2017_06
COCORNA,2967331700.0,474233.0,2017_07
COCORNA,3022298800.0,463890.0,2017_08
COCORNA,2714200700.0,422763.0,2017_09
COCORNA,2978141400.0,452453.0,2017_10
COCORNA,2986200300.0,441395.0,2017_11
COCORNA,3379519800.0,539453.0,2017_12
COCORNA,3688295900.0,513915.0,2018_01
COCORNA,2777453500.0,393678.0,2018_02
COCORNA,3150096600.0,477566.0,2018_03
COCORNA,2954775000.0,429964.0,2018_04
COCORNA,2842038700.0,425268.0,2018_05
COCORNA,3058124300.0,448723.0,2018_06
COCORNA,3225318900.0,486448.0,2018_07
COCORNA,3251137300.0,474464.0,2018_08
COCORNA,0.0,436729.0,2018_09
COCORNA,0.0,469474.0,2018_10
COCORNA,0.0,0.0,2018_11
COCORNA,0.0,0.0,2018_12
COROZAL,2991480000.0,200666.0,2014_01
COROZAL,2511528550.0,130126.0,2014_02
COROZAL,2789494550.0,135226.0,2014_03
COROZAL,2865612100.0,160972.0,2014_04
COROZAL,2853370250.0,142880.0,2014_05
COROZAL,2749758550.0,150458.0,2014_06
COROZAL,3037759500.0,159520.0,2014_07
COROZAL,2981873150.0,144892.0,2014_08
COROZAL,2830414100.0,136266.0,2014_09
COROZAL,2909024200.0,154475.0,2014_10
COROZAL,2840880400.0,149424.0,2014_11
COROZAL,3078244600.0,176236.0,2014_12
COROZAL,3233919600.0,202594.0,2015_01
COROZAL,2813913800.0,140825.0,2015_02
COROZAL,2824500100.0,155703.0,2015_03
COROZAL,3058501200.0,159777.0,2015_04
COROZAL,3028381600.0,151597.0,2015_05
COROZAL,2973713850.0,154531.0,2015_06
COROZAL,3190535600.0,160820.0,2015_07
COROZAL,3035243200.0,152682.0,2015_08
COROZAL,2949134750.0,143598.0,2015_09
COROZAL,3062102650.0,160513.0,2015_10
COROZAL,2909117750.0,151538.0,2015_11
COROZAL,3280280700.0,182945.0,2015_12
COROZAL,3565459400.0,211825.0,2016_01
COROZAL,2899965050.0,131599.0,2016_02
COROZAL,3322409400.0,161149.0,2016_03
COROZAL,3068723250.0,136975.0,2016_04
COROZAL,3230205400.0,140858.0,2016_05
COROZAL,2984891300.0,146092.0,2016_06
COROZAL,2950556850.0,146860.0,2016_07
COROZAL,3731114500.0,154534.0,2016_08
COROZAL,3307348950.0,144892.0,2016_09
COROZAL,3392264650.0,157618.0,2016_10
COROZAL,3321513100.0,156959.0,2016_11
COROZAL,3637281950.0,190743.0,2016_12
COROZAL,3736296200.0,224805.0,2017_01
COROZAL,3041001950.0,143317.0,2017_02
COROZAL,3217368250.0,158351.0,2017_03
COROZAL,3438924750.0,163969.0,2017_04
COROZAL,2821558350.0,153408.0,2017_05
COROZAL,3531966900.0,159482.0,2017_06
COROZAL,3687118300.0,152893.0,2017_07
COROZAL,3539821600.0,148292.0,2017_08
COROZAL,3391085150.0,141500.0,2017_09
COROZAL,3557265000.0,156461.0,2017_10
COROZAL,3374160450.0,148602.0,2017_11
COROZAL,3664264400.0,186196.0,2017_12
COROZAL,3892552950.0,219416.0,2018_01
COROZAL,3196588900.0,132320.0,2018_02
COROZAL,3578435500.0,163364.0,2018_03
COROZAL,3420228150.0,160105.0,2018_04
COROZAL,3451471000.0,154196.0,2018_05
COROZAL,3089045850.0,163544.0,2018_06
COROZAL,3780860150.0,167693.0,2018_07
COROZAL,3777690800.0,154902.0,2018_08
COROZAL,3626748800.0,145767.0,2018_09
COROZAL,3909313050.0,162046.0,2018_10
COROZAL,3704525800.0,154900.0,2018_11
COROZAL,3908438450.0,191343.0,2018_12
EL CORZO,2080560700.0,270050.0,2014_01
EL CORZO,1789790300.0,235084.0,2014_02
EL CORZO,2049383000.0,260265.0,2014_03
EL CORZO,2048695900.0,259020.0,2014_04
EL CORZO,1872686200.0,248709.0,2014_05
EL CORZO,1962021200.0,254446.0,2014_06
EL CORZO,2112102800.0,264972.0,2014_07
EL CORZO,2119572800.0,273437.0,2014_08
EL CORZO,2025233800.0,258878.0,2014_09
EL CORZO,2120655300.0,271926.0,2014_10
EL CORZO,1911514500.0,257628.0,2014_11
EL CORZO,2121875600.0,276196.0,2014_12
EL CORZO,2171104400.0,279776.0,2015_01
EL CORZO,1964732900.0,244477.0,2015_02
EL CORZO,2094923300.0,269752.0,2015_03
EL CORZO,2112140000.0,264620.0,2015_04
EL CORZO,2214933600.0,280791.0,2015_05
EL CORZO,2187814000.0,274776.0,2015_06
EL CORZO,2401519100.0,287939.0,2015_07
EL CORZO,2370372800.0,287019.0,2015_08
EL CORZO,2282743400.0,273620.0,2015_09
EL CORZO,2365862500.0,284811.0,2015_10
EL CORZO,2239252500.0,276485.0,2015_11
EL CORZO,2385900600.0,294552.0,2015_12
EL CORZO,2511709000.0,298387.0,2016_01
EL CORZO,2267016000.0,264622.0,2016_02
EL CORZO,2338730700.0,282953.0,2016_03
EL CORZO,2276830300.0,270446.0,2016_04
EL CORZO,2355862100.0,288836.0,2016_05
EL CORZO,2278792600.0,279452.0,2016_06
EL CORZO,2214267200.0,288443.0,2016_07
EL CORZO,2443266600.0,299599.0,2016_08
EL CORZO,2347396300.0,288888.0,2016_09
EL CORZO,2460320800.0,301450.0,2016_10
EL CORZO,2338463600.0,289426.0,2016_11
EL CORZO,2473830200.0,307317.0,2016_12
EL CORZO,2593491000.0,309282.0,2017_01
EL CORZO,2319924700.0,270079.0,2017_02
EL CORZO,2524187200.0,294673.0,2017_03
EL CORZO,2448345200.0,287688.0,2017_04
EL CORZO,2529877800.0,301061.0,2017_05
EL CORZO,2484071500.0,290650.0,2017_06
EL CORZO,2601978700.0,309007.0,2017_07
EL CORZO,2542840800.0,302962.0,2017_08
EL CORZO,2401209400.0,283487.0,2017_09
EL CORZO,2545815900.0,298882.0,2017_10
EL CORZO,2457966100.0,288721.0,2017_11
EL CORZO,2590559700.0,308070.0,2017_12
EL CORZO,2691786700.0,309681.0,2018_01
EL CORZO,2345311200.0,267127.0,2018_02
EL CORZO,2619390200.0,296647.0,2018_03
EL CORZO,2325533500.0,273396.0,2018_04
EL CORZO,2585954650.0,294099.0,2018_05
EL CORZO,2554891000.0,288437.0,2018_06
EL CORZO,2742124100.0,308166.0,2018_07
EL CORZO,2684811300.0,303272.0,2018_08
EL CORZO,2626786600.0,293726.0,2018_09
EL CORZO,2758442600.0,304566.0,2018_10
EL CORZO,2676401500.0,292525.0,2018_11
EL CORZO,2799657500.0,314172.0,2018_12
SAN GIL - CURITI,1565550350.0,74307.0,2014_01
SAN GIL - CURITI,1102532350.0,54016.0,2014_02
SAN GIL - CURITI,1151223100.0,59668.0,2014_03
SAN GIL - CURITI,1322044750.0,67264.0,2014_04
SAN GIL - CURITI,1760723700.0,62307.0,2014_05
SAN GIL - CURITI,1384149450.0,64028.0,2014_06
SAN GIL - CURITI,1242900700.0,66991.0,2014_07
SAN GIL - CURITI,1227180900.0,64279.0,2014_08
SAN GIL - CURITI,1146471700.0,61175.0,2014_09
SAN GIL - CURITI,1321488800.0,66851.0,2014_10
SAN GIL - CURITI,1395271750.0,62891.0,2014_11
SAN GIL - CURITI,1493663700.0,74248.0,2014_12
SAN GIL - CURITI,1610197500.0,79228.0,2015_01
SAN GIL - CURITI,1115571650.0,60848.0,2015_02
SAN GIL - CURITI,1207389550.0,69312.0,2015_03
SAN GIL - CURITI,1351913750.0,70470.0,2015_04
SAN GIL - CURITI,1251938600.0,67927.0,2015_05
SAN GIL - CURITI,1350623750.0,68701.0,2015_06
SAN GIL - CURITI,1390241500.0,73393.0,2015_07
SAN GIL - CURITI,1321960100.0,66017.0,2015_08
SAN GIL - CURITI,1242209000.0,64051.0,2015_09
SAN GIL - CURITI,1437008300.0,71682.0,2015_10
SAN GIL - CURITI,1359750700.0,69299.0,2015_11
SAN GIL - CURITI,1604932300.0,81635.0,2015_12
SAN GIL - CURITI,1736713600.0,87705.0,2016_01
SAN GIL - CURITI,1222291800.0,67980.0,2016_02
SAN GIL - CURITI,1513059500.0,75815.0,2016_03
SAN GIL - CURITI,1213525900.0,70197.0,2016_04
SAN GIL - CURITI,1323982000.0,65206.0,2016_05
SAN GIL - CURITI,1254103500.0,68259.0,2016_06
SAN GIL - CURITI,1149866500.0,69755.0,2016_07
SAN GIL - CURITI,1369615200.0,80034.0,2016_08
SAN GIL - CURITI,1277577400.0,79591.0,2016_09
SAN GIL - CURITI,1423756400.0,87757.0,2016_10
SAN GIL - CURITI,1419710700.0,90128.0,2016_11
SAN GIL - CURITI,1646457200.0,97550.0,2016_12
SAN GIL - CURITI,1800792800.0,109460.0,2017_01
SAN GIL - CURITI,1255855400.0,92143.0,2017_02
SAN GIL - CURITI,1393241200.0,97911.0,2017_03
SAN GIL - CURITI,1556269700.0,75652.0,2017_04
SAN GIL - CURITI,1385312800.0,76948.0,2017_05
SAN GIL - CURITI,1469882400.0,79330.0,2017_06
SAN GIL - CURITI,0.0,70526.0,2017_07
SAN GIL - CURITI,0.0,66535.0,2017_08
SAN GIL - CURITI,0.0,65171.0,2017_09
SAN GIL - CURITI,0.0,68767.0,2017_10
SAN GIL - CURITI,0.0,69522.0,2017_11
