codigo_infra,cod_fecha,ruta,cantidad_personas
4JC_O,2018_09,4JCBBA,0.0
4JC_O,2014_03,4JCBEE,0.0
4JC_O,2015_03,4JCBUN,0.0
4JC_O,2015_12,4JCBUN,0.0
4JC_O,2016_05,4JCBUN,0.0
4JC_O,2018_01,4JCBUN,0.0
4JC_O,2014_03,4JCCLO,0.0
4JC_O,2015_05,4JCCLO,0.0
4JC_O,2015_10,4JCCLO,0.0
4JC_O,2017_06,4JCCLO,0.0
7FU_O,2015_12,7FUEYP,0.0
7FU_O,2015_12,7FUPCR,0.0
7FU_O,2017_09,7FUPCR,0.0
7FU_O,2017_04,7FUPIM,0.0
7FU_O,2017_08,7FUPIM,0.0
7FU_O,2016_06,7FUVVC,0.0
7FU_O,2017_09,7FUVVC,0.0
7GC_O,2014_11,7GC7HG,0.0
7GC_O,2015_09,7GC7HG,0.0
7GC_O,2014_02,7GCEYP,0.0
7GC_O,2014_08,7GCEYP,0.0
7GC_O,2014_10,7GCEYP,0.0
7GC_O,2014_12,7GCEYP,0.0
7GC_O,2015_12,7GCEYP,0.0
7GC_O,2017_03,7GCEYP,0.0
7GC_O,2018_09,7GCORC,0.0
7GD_O,2014_03,7GDCTG,0.0
7GD_O,2014_12,7GDEJA,0.0
7GD_O,2015_06,7GDEJA,0.0
7GD_O,2014_08,7GDEOH,0.0
7GD_O,2014_09,7GDEOH,0.0
7GD_O,2014_08,7GDPGT,0.0
7GD_O,2015_03,7GDVVC,0.0
7GD_O,2015_05,7GDVVC,0.0
7GF_O,2014_01,7GFEYP,0.0
7GG_O,2017_12,7GGEJA,0.0
7GG_O,2014_11,7GGGYM,0.0
7GG_O,2017_10,7GGGYM,0.0
7GH_O,2016_01,7GH7HT,0.0
7GH_O,2017_10,7GHIDA,0.0
7GH_O,2017_10,7GHMVP,0.0
7GH_O,2018_06,7GHPCR,0.0
7GH_O,2014_05,7GHVVC,0.0
7GH_O,2014_12,7GHVVC,0.0
7GH_O,2015_10,7GHVVC,0.0
7GH_O,2015_12,7GHVVC,0.0
7GL_O,2015_10,7GL9BF,0.0
7GL_O,2014_11,7GLBAQ,0.0
7GL_O,2018_05,7GLBOG,0.0
7GL_O,2017_03,7GLCTG,0.0
7GL_O,2018_03,7GLCTG,0.0
7GL_O,2015_05,7GLEJA,0.0
7GL_O,2015_11,7GLEOH,0.0
7GL_O,2018_03,7GLEOH,0.0
7GL_O,2018_02,7GLLLO,0.0
7GL_O,2016_06,7GLSMR,0.0
7GL_O,2018_10,7GLSMR,0.0
7GL_O,2017_06,7GLVUP,0.0
7GL_O,2018_03,7GLVUP,0.0
7GL_O,2018_04,7GLVUP,0.0
7GL_O,2018_11,7GLVUP,0.0
7GS_O,2018_01,7GS7HT,0.0
7GS_O,2017_10,7GSACR,0.0
7GS_O,2018_08,7GSARC,0.0
7GS_O,2014_04,7GSGYM,0.0
7GS_O,2015_05,7GSGYM,0.0
7GS_O,2015_06,7GSGYM,0.0
7GS_O,2014_05,7GSLCH,0.0
7GS_O,2017_10,7GSLCH,0.0
7GS_O,2014_03,7GSLET,0.0
7GS_O,2014_05,7GSLET,0.0
7GS_O,2014_06,7GSLET,0.0
7GS_O,2018_05,7GSLET,0.0
7GS_O,2014_09,7GSLEV,0.0
7GS_O,2014_09,7GSMAP,0.0
7GS_O,2018_06,7GSMVP,0.0
7GS_O,2017_10,7GSPCE,0.0
7GS_O,2015_06,7GSPCR,0.0
7GS_O,2018_01,7GSPCR,0.0
7GS_O,2014_03,7GSPIM,0.0
7GS_O,2014_05,7GSPIM,0.0
7GS_O,2015_05,7GSPIM,0.0
7GS_O,2018_01,7GSPIM,0.0
7GS_O,2018_06,7GSSRO,0.0
7GS_O,2018_09,7GSSRO,0.0
7GS_O,2018_04,7GSTAP,0.0
7GS_O,2018_08,7GSTAP,0.0
7GS_O,2014_07,7GSVVC,0.0
7GS_O,2015_03,7GSVVC,0.0
7GS_O,2015_04,7GSVVC,0.0
7GS_O,2015_05,7GSVVC,0.0
7GS_O,2018_11,7GSVVC,0.0
7GV_O,2017_07,7GVEYP,0.0
7GY_O,2018_10,7GYGYM,0.0
7GY_O,2018_12,7GYGYM,0.0
7GZ_O,2018_02,7GZ7ID,0.0
7GZ_O,2017_12,7GZALT,0.0
7GZ_O,2015_01,7GZEYP,0.0
7GZ_O,2015_02,7GZEYP,0.0
7GZ_O,2018_09,7GZEYP,0.0
7GZ_O,2015_07,7GZGYM,0.0
7GZ_O,2017_12,7GZGYM,0.0
7GZ_O,2014_05,7GZVVC,0.0
7GZ_O,2015_05,7GZVVC,0.0
7GZ_O,2015_08,7GZVVC,0.0
7GZ_O,2016_01,7GZVVC,0.0
7GZ_O,2017_09,7GZVVC,0.0
7HB_O,2014_11,7HBVVC,0.0
7HB_O,2015_01,7HBVVC,0.0
7HB_O,2015_03,7HBVVC,0.0
7HB_O,2017_09,7HBVVC,0.0
7HD_O,2015_10,7HDPIM,0.0
7HD_O,2017_02,7HDPIM,0.0
7HF_O,2015_05,7HF7GS,0.0
7HF_O,2015_12,7HFPCE,0.0
7HF_O,2014_03,7HFPIM,0.0
7HF_O,2014_08,7HFPIM,0.0
7HF_O,2014_09,7HFPIM,0.0
7HF_O,2014_10,7HFPIM,0.0
7HF_O,2015_05,7HFPIM,0.0
7HF_O,2015_07,7HFPIM,0.0
7HF_O,2016_02,7HFPIM,0.0
7HF_O,2015_10,7HFVVC,0.0
7HF_O,2016_10,7HFVVC,0.0
7HG_O,2017_09,7HG7HG,0.0
7HG_O,2014_01,7HGCAR,0.0
7HG_O,2015_09,7HGCAR,0.0
7HG_O,2015_11,7HGCAR,0.0
7HG_O,2014_01,7HGEYP,0.0
7HG_O,2014_02,7HGEYP,0.0
7HG_O,2014_05,7HGEYP,0.0
7HG_O,2015_12,7HGEYP,0.0
7HG_O,2016_03,7HGEYP,0.0
7HG_O,2016_08,7HGEYP,0.0
7HG_O,2017_04,7HGEYP,0.0
7HG_O,2015_10,7HGORC,0.0
7HG_O,2018_06,7HGSRO,0.0
7HG_O,2018_06,7HGTDA,0.0
7HG_O,2014_08,7HGTDI,0.0
7HG_O,2016_06,7HGTRI,0.0
7HJ_O,2015_07,7HJEYP,0.0
7HJ_O,2015_08,7HJVVC,0.0
7HM_O,2016_09,7HMPCE,0.0
7HM_O,2017_04,7HMPCE,0.0
7HM_O,2014_08,7HMPGM,0.0
7HM_O,2016_08,7HMPIM,0.0
7HM_O,2014_09,7HMSRO,0.0
7HM_O,2014_09,7HMVVC,0.0
7HM_O,2016_01,7HMVVC,0.0
7HM_O,2016_09,7HMVVC,0.0
7HT_O,2016_01,7HT7GH,0.0
7HT_O,2016_01,7HTPIM,0.0
7HT_O,2015_03,7HTPZA,0.0
7HT_O,2018_01,7HTPZA,0.0
7HT_O,2016_01,7HTSRO,0.0
7HT_O,2017_09,7HTSRO,0.0
7HT_O,2018_06,7HTSRO,0.0
7HT_O,2016_10,7HTVVC,0.0
7HT_O,2017_09,7HTVVC,0.0
7HT_O,2018_07,7HTVVC,0.0
7HT_O,2018_09,7HTVVC,0.0
7HV_O,2016_02,7HV7HM,0.0
7HV_O,2016_01,7HVEYP,0.0
7HV_O,2016_02,7HVEYP,0.0
7HV_O,2015_05,7HVIDA,0.0
7HV_O,2015_10,7HVLJV,0.0
7HV_O,2015_08,7HVPCA,0.0
7HV_O,2015_06,7HVPCE,0.0
7HV_O,2016_05,7HVPCE,0.0
7HV_O,2015_04,7HVPCR,0.0
7HV_O,2016_01,7HVPCR,0.0
7HV_O,2016_10,7HVPCR,0.0
7HV_O,2015_04,7HVPIM,0.0
7HV_O,2015_08,7HVPIM,0.0
7HV_O,2015_09,7HVPIM,0.0
7HV_O,2016_10,7HVPIM,0.0
7HV_O,2016_11,7HVPIM,0.0
7HV_O,2017_04,7HVPIM,0.0
7HV_O,2015_03,7HVSRO,0.0
7HV_O,2017_02,7HVSRO,0.0
7HV_O,2014_11,7HVVVC,0.0
7HV_O,2015_01,7HVVVC,0.0
7HV_O,2015_07,7HVVVC,0.0
7HV_O,2015_09,7HVVVC,0.0
7HX_O,2016_12,7HXPCE,0.0
7IA_O,2018_05,7IAEYP,0.0
7IA_O,2018_09,7IAEYP,0.0
7IA_O,2018_01,7IAGYM,0.0
7IA_O,2018_02,7IAGYM,0.0
7IA_O,2018_06,7IAGYM,0.0
7IA_O,2018_09,7IAGYM,0.0
7IA_O,2018_11,7IAGYM,0.0
7IA_O,2018_12,7IAGYM,0.0
7IA_O,2018_08,7IAPCE,0.0
7IA_O,2018_09,7IAVVC,0.0
7ID_O,2017_01,7IDEYP,0.0
7IJ_O,2016_04,7IJPCE,0.0
7NQ_O,2017_08,7NQAUC,19.0
7NQ_O,2014_06,7NQPIM,0.0
7NS_O,2014_05,7NS7GD,0.0
7NS_O,2014_01,7NS7NT,0.0
7NS_O,2014_03,7NS7NT,0.0
7NS_O,2015_06,7NS7NT,0.0
7NS_O,2015_10,7NS7NT,0.0
7NS_O,2014_05,7NSEYP,0.0
7NS_O,2014_08,7NSEYP,0.0
7NS_O,2014_07,7NSPGT,0.0
7NS_O,2014_08,7NSPGT,0.0
7NS_O,2018_09,7NSPGT,0.0
7NS_O,2014_07,7NSVVC,0.0
7NS_O,2016_05,7NSVVC,0.0
7NT_O,2014_02,7NT7NS,0.0
7NT_O,2014_06,7NT7NS,0.0
7NT_O,2015_04,7NT7NS,0.0
7NT_O,2014_04,7NTBOG,0.0
7NT_O,2014_06,7NTBOG,0.0
7NT_O,2014_07,7NTBOG,0.0
7NT_O,2015_03,7NTBOG,0.0
7NT_O,2016_08,7NTBOG,0.0
7NT_O,2016_09,7NTBOG,0.0
7NT_O,2018_10,7NTEYP,0.0
7NT_O,2014_05,7NTMDE,0.0
7NT_O,2014_05,7NTVVC,0.0
9AI_O,2014_03,9AIEYP,0.0
9AI_O,2014_05,9AINUC,0.0
9AI_O,2014_03,9AIORS,0.0
9AI_O,2014_04,9AIORS,0.0
9AI_O,2014_06,9AIORS,0.0
9AI_O,2014_09,9AIORS,0.0
9AI_O,2014_07,9AIPZR,0.0
9AI_O,2014_05,9AITDI,0.0
9AI_O,2014_09,9AITDI,0.0
9AI_O,2015_08,9AITDI,0.0
9AI_O,2016_04,9AITDI,0.0
9AI_O,2014_07,9AITRD,0.0
9AI_O,2014_09,9AITRD,0.0
9AI_O,2016_05,9AITRI,0.0
9AJ_O,2014_01,9AJMVP,0.0
9AJ_O,2014_04,9AJMVP,0.0
9AJ_O,2014_09,9AJMVP,0.0
9AJ_O,2015_02,9AJMVP,0.0
9AJ_O,2015_07,9AJMVP,0.0
9AJ_O,2015_10,9AJMVP,0.0
9AJ_O,2017_02,9AJMVP,0.0
9AJ_O,2017_04,9AJMVP,0.0
9AJ_O,2017_06,9AJMVP,0.0
9AJ_O,2018_02,9AJMVP,0.0
9AJ_O,2018_08,9AJMVP,0.0
9AJ_O,2018_10,9AJMVP,0.0
9AJ_O,2016_02,9AJVVC,0.0
9AK_O,2014_02,9AKMVP,0.0
9AK_O,2014_04,9AKMVP,0.0
9AK_O,2014_05,9AKMVP,0.0
9AK_O,2014_07,9AKMVP,0.0
9AK_O,2014_10,9AKMVP,0.0
9AK_O,2014_11,9AKMVP,0.0
9AK_O,2015_08,9AKMVP,0.0
9AK_O,2015_09,9AKMVP,0.0
9AK_O,2016_04,9AKMVP,0.0
9AK_O,2016_08,9AKMVP,0.0
9AK_O,2016_09,9AKMVP,0.0
9AK_O,2017_04,9AKMVP,0.0
9AK_O,2017_07,9AKMVP,0.0
9AK_O,2017_08,9AKMVP,0.0
9AK_O,2017_09,9AKMVP,0.0
9AK_O,2017_10,9AKMVP,0.0
9AK_O,2017_11,9AKMVP,0.0
9AK_O,2017_12,9AKMVP,0.0
9AK_O,2018_02,9AKMVP,0.0
9AK_O,2018_07,9AKMVP,0.0
9AK_O,2018_12,9AKMVP,0.0
9AO_O,2014_08,9AOVVC,0.0
9AO_O,2014_11,9AOVVC,0.0
9AR_O,2014_01,9ARMVP,0.0
9AR_O,2014_02,9ARMVP,0.0
9AR_O,2014_04,9ARMVP,0.0
9AR_O,2015_02,9ARMVP,0.0
9AR_O,2015_03,9ARMVP,0.0
9AR_O,2015_10,9ARMVP,0.0
9AR_O,2016_04,9ARMVP,0.0
9AR_O,2017_02,9ARMVP,0.0
9AR_O,2018_10,9ARMVP,0.0
9AS_O,2014_10,9AS9AI,0.0
9AS_O,2014_08,9AS9AZ,0.0
9AS_O,2015_09,9AS9AZ,0.0
9AS_O,2016_12,9AS9CU,0.0
9AS_O,2018_06,9AS9CU,0.0
9AS_O,2014_01,9ASCAA,0.0
9AS_O,2014_10,9ASCAA,0.0
9AS_O,2015_09,9ASCAA,0.0
9AS_O,2017_05,9ASCAA,0.0
9AS_O,2014_10,9ASEYP,0.0
9AS_O,2014_11,9ASEYP,0.0
9AS_O,2015_05,9ASEYP,0.0
9AS_O,2015_09,9ASEYP,0.0
9AS_O,2015_10,9ASEYP,0.0
9AS_O,2015_11,9ASEYP,0.0
9AS_O,2016_06,9ASEYP,0.0
9AS_O,2016_11,9ASEYP,0.0
9AS_O,2017_06,9ASEYP,0.0
9AS_O,2016_06,9ASNUC,0.0
9AS_O,2014_03,9ASORA,0.0
9AS_O,2014_06,9ASORS,0.0
9AS_O,2014_08,9ASORS,0.0
9AS_O,2014_10,9ASORS,0.0
9AS_O,2014_07,9ASTDI,0.0
9AS_O,2014_01,9ASTRD,0.0
9AS_O,2014_06,9ASTRD,0.0
9AS_O,2014_10,9ASTRD,0.0
9AS_O,2016_10,9ASTRD,0.0
9AS_O,2017_01,9ASTRD,0.0
9AS_O,2017_06,9ASTRI,0.0
9AS_O,2018_04,9ASTRI,0.0
9AZ_O,2014_02,9AZ9AS,0.0
9AZ_O,2015_09,9AZ9AS,0.0
9AZ_O,2017_02,9AZ9AS,0.0
9AZ_O,2014_03,9AZCAA,0.0
9AZ_O,2014_04,9AZCAA,0.0
9AZ_O,2014_08,9AZCAA,0.0
9AZ_O,2015_09,9AZCAA,0.0
9AZ_O,2016_06,9AZCAA,0.0
9AZ_O,2016_08,9AZCAA,0.0
9AZ_O,2016_12,9AZCAA,0.0
9AZ_O,2014_06,9AZEYP,0.0
9AZ_O,2016_04,9AZEYP,0.0
9AZ_O,2016_06,9AZLLI,0.0
9AZ_O,2014_01,9AZORA,0.0
9AZ_O,2014_01,9AZORS,0.0
9AZ_O,2014_03,9AZORS,0.0
9AZ_O,2014_04,9AZORS,0.0
9AZ_O,2014_12,9AZORS,0.0
9AZ_O,2016_07,9AZORS,0.0
9AZ_O,2018_10,9AZORS,0.0
9AZ_O,2014_06,9AZPZR,0.0
9AZ_O,2014_09,9AZPZR,0.0
9AZ_O,2015_04,9AZPZR,0.0
9AZ_O,2014_02,9AZTDI,0.0
9AZ_O,2014_02,9AZTRD,0.0
9AZ_O,2015_01,9AZTRD,0.0
9AZ_O,2018_10,9AZTRD,0.0
9AZ_O,2016_11,9AZTRI,0.0
9AZ_O,2016_12,9AZTRI,0.0
9BB_O,2014_09,9BBEYP,0.0
9BB_O,2014_05,9BBVVC,0.0
9BB_O,2014_09,9BBVVC,0.0
9BF_O,2015_08,9BFBAQ,0.0
9BI_O,2014_08,9BIVVC,0.0
9BO_O,2015_12,9BOEYP,0.0
9BW_O,2016_03,9BWEYP,0.0
9BW_O,2018_11,9BWVVC,0.0
9BY_O,2016_10,9BY7HT,0.0
9BY_O,2016_08,9BYEYP,0.0
9BY_O,2015_11,9BYPZA,0.0
9BZ_O,2014_07,9BZEOH,0.0
9BZ_O,2015_07,9BZEOH,0.0
9BZ_O,2015_11,9BZEOH,0.0
9CD_O,2014_03,9CDAUC,0.0
9CD_O,2014_03,9CDRAV,0.0
9CG_O,2014_01,9CGEYP,0.0
9CG_O,2015_10,9CGEYP,0.0
9CG_O,2015_10,9CGRAV,0.0
9CI_O,2016_08,9CIPIM,0.0
9CI_O,2016_09,9CIPIM,0.0
9CL_O,2016_05,9CLPCR,0.0
9CU_O,2017_02,9CU9AS,0.0
9CU_O,2016_06,9CU9AZ,0.0
9CU_O,2016_08,9CUCAA,0.0
9CU_O,2016_09,9CUCAA,0.0
9CU_O,2017_04,9CUCAA,0.0
9CU_O,2017_07,9CUCAA,0.0
9CU_O,2017_11,9CUCAA,0.0
9CU_O,2018_07,9CUCAA,0.0
9CU_O,2016_05,9CUEYP,0.0
9CU_O,2016_09,9CUEYP,0.0
9CU_O,2016_12,9CUNUC,0.0
9CU_O,2017_08,9CUNUC,0.0
9CU_O,2018_05,9CUNUC,0.0
9CU_O,2018_12,9CUORS,0.0
9CU_O,2016_05,9CUPZR,0.0
9CU_O,2016_07,9CUPZR,0.0
9CU_O,2017_05,9CUTDA,0.0
9CU_O,2017_01,9CUTRD,0.0
9CU_O,2017_02,9CUTRD,0.0
9CU_O,2016_10,9CUTRI,0.0
9CU_O,2017_03,9CUTRI,0.0
9CU_O,2017_06,9CUTRI,0.0
9CU_O,2018_01,9CUTRI,0.0
9DE_O,2017_12,9DEGYM,0.0
9DE_O,2017_07,9DELEV,0.0
9DE_O,2015_05,9DELPG,0.0
9DE_O,2015_04,9DEPCE,0.0
9DE_O,2018_11,9DEPCE,0.0
9DE_O,2016_05,9DEPIM,0.0
9DI_O,2018_06,9DI7GS,0.0
9DI_O,2017_07,9DIA02,5.0
9DI_O,2017_09,9DIA02,7.0
9DI_O,2017_10,9DIA02,6.0
9DI_O,2017_12,9DIA02,25.0
9DI_O,2018_06,9DIA02,23.0
9DI_O,2017_04,9DIBMG,0.0
9DI_O,2016_03,9DICLO,0.0
9DI_O,2014_05,9DIEYP,0.0
9DI_O,2014_02,9DIIDA,0.0
9DI_O,2014_03,9DIIDA,0.0
9DI_O,2014_04,9DIIDA,0.0
9DI_O,2015_05,9DIIDA,0.0
9DI_O,2015_07,9DIIDA,0.0
9DI_O,2015_08,9DIIDA,8.0
9DI_O,2015_09,9DIIDA,37.0
9DI_O,2015_10,9DIIDA,7.0
9DI_O,2016_05,9DIIDA,5.0
9DI_O,2016_09,9DIIDA,0.0
9DI_O,2016_12,9DIIDA,0.0
9DI_O,2017_01,9DIIDA,0.0
9DI_O,2017_02,9DIIDA,71.0
9DI_O,2017_03,9DIIDA,68.0
9DI_O,2017_04,9DIIDA,38.0
9DI_O,2017_05,9DIIDA,70.0
9DI_O,2017_06,9DIIDA,97.0
9DI_O,2017_07,9DIIDA,42.0
9DI_O,2017_08,9DIIDA,99.0
9DI_O,2017_09,9DIIDA,36.0
9DI_O,2017_10,9DIIDA,80.0
9DI_O,2017_11,9DIIDA,47.0
9DI_O,2017_12,9DIIDA,124.0
9DI_O,2018_01,9DIIDA,48.0
9DI_O,2018_02,9DIIDA,42.0
9DI_O,2018_03,9DIIDA,131.0
9DI_O,2018_04,9DIIDA,92.0
9DI_O,2018_05,9DIIDA,91.0
9DI_O,2018_06,9DIIDA,107.0
9DI_O,2018_07,9DIIDA,56.0
9DI_O,2018_08,9DIIDA,68.0
9DI_O,2018_09,9DIIDA,24.0
9DI_O,2018_10,9DIIDA,72.0
9DI_O,2018_11,9DIIDA,105.0
9DI_O,2018_12,9DIIDA,72.0
9DI_O,2015_07,9DIPCE,0.0
9DI_O,2018_10,9DISJE,3.0
9DI_O,2018_11,9DISJE,0.0
9DI_O,2014_06,9DIVVC,0.0
9DI_O,2015_05,9DIVVC,0.0
9DI_O,2016_09,9DIVVC,0.0
9DI_O,2017_04,9DIVVC,0.0
9DI_O,2017_06,9DIVVC,0.0
9DI_O,2018_01,9DIVVC,16.0
9DI_O,2018_06,9DIVVC,12.0
9LI_O,2014_04,9LIEYP,0.0
9M1_O,2014_01,9M1FLA,0.0
9M1_O,2014_04,9M1LMC,0.0
9M1_O,2014_10,9M1LMC,0.0
9M1_O,2014_10,9M1NVA,0.0
9M1_O,2015_01,9M1SVI,0.0
9M1_O,2014_04,9M1VVC,0.0
9M1_O,2015_01,9M1VVC,0.0
9M2_O,2017_05,9M29M1,0.0
9M2_O,2016_09,9M2BOG,0.0
9M2_O,2016_10,9M2BOG,0.0
9M2_O,2017_05,9M2FLA,0.0
9M2_O,2017_06,9M2FLA,0.0
9M2_O,2017_12,9M2LMC,0.0
9M2_O,2017_05,9M2SJE,0.0
9M2_O,2017_06,9M2TCO,0.0
9MQ_O,2017_09,9MQCAO,0.0
9MQ_O,2018_03,9MQCUC,0.0
9MQ_O,2018_09,9MQGYM,0.0
9MQ_O,2017_09,9MQMVP,0.0
9MQ_O,2017_09,9MQPIM,0.0
9MS_O,2015_05,9MSVVC,0.0
A01_O,2016_10,A01A02,0.0
A01_O,2017_09,A01A02,0.0
A01_O,2018_05,A01A02,0.0
A01_O,2018_10,A01GYM,0.0
A01_O,2014_05,A01IDA,0.0
A01_O,2015_09,A01IDA,0.0
A01_O,2016_11,A01IDA,0.0
A01_O,2016_12,A01IDA,0.0
A01_O,2017_01,A01IDA,0.0
A01_O,2017_02,A01IDA,0.0
A01_O,2017_06,A01IDA,0.0
A01_O,2017_09,A01IDA,0.0
A01_O,2017_10,A01IDA,0.0
A01_O,2018_05,A01IDA,0.0
A01_O,2018_10,A01IDA,0.0
A01_O,2018_11,A01IDA,0.0
A01_O,2018_12,A01IDA,0.0
A01_O,2018_06,A01LCH,0.0
A01_O,2018_06,A01LET,0.0
A01_O,2017_02,A01MCP,0.0
A01_O,2017_10,A01MKA,0.0
A01_O,2018_02,A01MKA,0.0
A01_O,2017_09,A01MPI,0.0
A01_O,2017_04,A01MUR,0.0
A01_O,2018_03,A01MUR,0.0
A01_O,2014_03,A01MVP,0.0
A01_O,2014_07,A01MVP,0.0
A01_O,2014_08,A01MVP,0.0
A01_O,2014_09,A01MVP,0.0
A01_O,2014_10,A01MVP,0.0
A01_O,2015_03,A01MVP,0.0
A01_O,2015_05,A01MVP,0.0
A01_O,2015_10,A01MVP,0.0
A01_O,2016_03,A01MVP,0.0
A01_O,2016_04,A01MVP,0.0
A01_O,2016_05,A01MVP,0.0
A01_O,2016_06,A01MVP,0.0
A01_O,2016_08,A01MVP,0.0
A01_O,2016_09,A01MVP,0.0
A01_O,2016_10,A01MVP,0.0
A01_O,2016_11,A01MVP,0.0
A01_O,2017_01,A01MVP,0.0
A01_O,2017_02,A01MVP,0.0
A01_O,2017_03,A01MVP,0.0
A01_O,2017_04,A01MVP,0.0
A01_O,2017_05,A01MVP,0.0
A01_O,2017_06,A01MVP,0.0
A01_O,2017_07,A01MVP,0.0
A01_O,2017_08,A01MVP,0.0
A01_O,2017_09,A01MVP,0.0
A01_O,2017_10,A01MVP,0.0
A01_O,2017_11,A01MVP,0.0
A01_O,2018_02,A01MVP,0.0
A01_O,2018_03,A01MVP,0.0
A01_O,2018_06,A01MVP,0.0
A01_O,2018_07,A01MVP,0.0
A01_O,2018_08,A01MVP,0.0
A01_O,2018_10,A01MVP,0.0
A01_O,2018_11,A01MVP,0.0
A01_O,2018_12,A01MVP,0.0
A01_O,2016_05,A01PID,0.0
A01_O,2016_08,A01PID,0.0
A02_O,2017_03,A029DI,2.0
A02_O,2018_04,A029DI,5.0
A02_O,2017_03,A02A01,0.0
A02_O,2018_02,A02A01,0.0
A02_O,2018_08,A02A01,0.0
A02_O,2018_12,A02EYP,0.0
A02_O,2014_04,A02IDA,0.0
A02_O,2015_06,A02IDA,0.0
A02_O,2016_07,A02IDA,0.0
A02_O,2017_01,A02IDA,0.0
A02_O,2017_02,A02IDA,13.0
A02_O,2017_04,A02IDA,0.0
A02_O,2017_07,A02IDA,3.0
A02_O,2017_08,A02IDA,0.0
A02_O,2017_09,A02IDA,20.0
A02_O,2017_10,A02IDA,5.0
A02_O,2017_12,A02IDA,45.0
A02_O,2018_02,A02IDA,8.0
A02_O,2018_04,A02IDA,5.0
A02_O,2018_05,A02IDA,0.0
A02_O,2018_06,A02IDA,37.0
A02_O,2018_07,A02IDA,9.0
A02_O,2018_11,A02IDA,19.0
A02_O,2018_12,A02IDA,19.0
A02_O,2018_08,A02LPD,0.0
A02_O,2016_08,A02MUR,0.0
A02_O,2016_08,A02MVP,0.0
A02_O,2016_11,A02MVP,0.0
A02_O,2017_11,A02MVP,0.0
A02_O,2018_12,A02MVP,0.0
A02_O,2018_08,A02PCA,0.0
A02_O,2018_08,A02PID,0.0
A02_O,2017_02,A02SJE,1.0
A03_O,2016_02,A03AUC,0.0
A03_O,2016_12,A03TME,0.0
A04_O,2017_03,A04AGH,0.0
A04_O,2014_09,A04BGA,0.0
A04_O,2014_10,A04BGA,0.0
A04_O,2015_04,A04BGA,0.0
A04_O,2016_02,A04BGA,0.0
A04_O,2016_11,A04BGA,0.0
A04_O,2016_12,A04BGA,0.0
A04_O,2017_09,A04BGA,0.0
A04_O,2016_06,A04EOH,0.0
A04_O,2017_08,A04EOH,0.0
A04_O,2017_10,A04EOH,0.0
A04_O,2018_10,A04EOH,0.0
A04_O,2017_08,A04MLG,0.0
ACD_O,2014_06,ACDAPO,12.0
ACD_O,2014_08,ACDAPO,0.0
ACD_O,2015_11,ACDAPO,0.0
ACD_O,2016_01,ACDAPO,12.0
ACD_O,2014_01,ACDEOH,336.0
ACD_O,2014_02,ACDEOH,265.0
ACD_O,2014_03,ACDEOH,260.0
ACD_O,2014_04,ACDEOH,299.0
ACD_O,2014_05,ACDEOH,209.0
ACD_O,2014_06,ACDEOH,265.0
ACD_O,2014_07,ACDEOH,262.0
ACD_O,2014_08,ACDEOH,264.0
ACD_O,2014_09,ACDEOH,206.0
ACD_O,2014_10,ACDEOH,302.0
ACD_O,2014_11,ACDEOH,354.0
ACD_O,2014_12,ACDEOH,468.0
ACD_O,2015_01,ACDEOH,480.0
ACD_O,2015_02,ACDEOH,384.0
ACD_O,2015_03,ACDEOH,410.0
ACD_O,2015_04,ACDEOH,499.0
ACD_O,2015_05,ACDEOH,380.0
ACD_O,2015_06,ACDEOH,547.0
ACD_O,2015_07,ACDEOH,569.0
ACD_O,2015_08,ACDEOH,558.0
ACD_O,2015_09,ACDEOH,508.0
ACD_O,2015_10,ACDEOH,576.0
ACD_O,2015_11,ACDEOH,709.0
ACD_O,2015_12,ACDEOH,780.0
ACD_O,2016_01,ACDEOH,777.0
ACD_O,2016_02,ACDEOH,536.0
ACD_O,2016_03,ACDEOH,624.0
ACD_O,2016_04,ACDEOH,399.0
ACD_O,2016_05,ACDEOH,420.0
ACD_O,2016_06,ACDEOH,510.0
ACD_O,2016_07,ACDEOH,728.0
ACD_O,2016_08,ACDEOH,645.0
ACD_O,2016_09,ACDEOH,440.0
ACD_O,2016_10,ACDEOH,593.0
ACD_O,2016_11,ACDEOH,484.0
ACD_O,2016_12,ACDEOH,617.0
ACD_O,2017_01,ACDEOH,649.0
ACD_O,2017_02,ACDEOH,393.0
ACD_O,2017_03,ACDEOH,407.0
ACD_O,2017_04,ACDEOH,372.0
ACD_O,2017_05,ACDEOH,276.0
ACD_O,2017_06,ACDEOH,456.0
ACD_O,2017_07,ACDEOH,665.0
ACD_O,2017_08,ACDEOH,595.0
ACD_O,2017_09,ACDEOH,454.0
ACD_O,2017_10,ACDEOH,549.0
ACD_O,2017_11,ACDEOH,410.0
ACD_O,2017_12,ACDEOH,486.0
ACD_O,2018_01,ACDEOH,576.0
ACD_O,2018_02,ACDEOH,427.0
ACD_O,2018_03,ACDEOH,392.0
ACD_O,2018_04,ACDEOH,403.0
ACD_O,2018_05,ACDEOH,405.0
ACD_O,2018_06,ACDEOH,527.0
ACD_O,2018_07,ACDEOH,521.0
ACD_O,2018_08,ACDEOH,536.0
ACD_O,2018_09,ACDEOH,327.0
ACD_O,2018_10,ACDEOH,218.0
ACD_O,2018_11,ACDEOH,495.0
ACD_O,2018_12,ACDEOH,597.0
ACD_O,2015_11,ACDMDE,0.0
