,sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,orientacion,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio
243,LET,LET,ALFREDO VASQUEZ COBO,Leticia,Amazonas,Internacional,-4.1918,-69.9422,AEROCIVIL,AEROCIVIL,2010.0,40.0,,,314.0,"  984,000",,,3C,Aerocivil,16372.0,91,91001
244,LEV,,LA GAVIOTA,La Primavera,Vichada,Aeródromo,4.5505,-70.9254,GOBERNACION,CENTRO LAS GAVIOTAS,1180.0,18.0,12202.0,,606.0," 5796,000",,,2B,Público,658.0,99,99524
245,LFL,,LAS FLORES,La Paz,Cesar,Aeródromo,10.0967,-73.2337,SOCIEDAD OLEOFLORES S.A.,SOC. OLEOFLORES S.A.,1300.0,18.0,5670.0,,310.0," 2134,000",,2017-05-06,2A,Privado,133.0,20,20621
246,LGA,,LAS GARZAS,Prado,Tolima,Aeródromo,,,,,,,,,,,,,,,4.0,73,73563
247,LGL,,BELLA CRUZ -SAN JUAN,La Gloria,Cesar,Aeródromo,8.6233,-73.7319,SOCIEDAD MR. INVERSIONES LTDA,FASE CUBIDES Y CIA.,750.0,10.0,4000.0,,135.0," 5273,000",,2011-01-03,1A,Fumigación,76.0,20,20383
248,LGM,,LA GAVIOTA MA,Plato,Magdalena,Aeródromo,,,,,,,,,,,,,,,24.0,47,47555
249,LGP,,LAGUNA PAVON,San José del Guaviare,Guaviare,Aeródromo,,,,,,,,,,,,,,,108.0,95,95001
250,LGT,,LAS GAVIOTAS,Puerto Lleras,Meta,Aeródromo,,,,,,,,,,,,,,,33.0,50,50577
251,LHC,,LOS HALCONES,Fuente de Oro,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50287
252,LJB,,EL BORREGO,La Jagua de Ibirico,Cesar,Aeródromo,9.5851,-73.4519,DRUMMOND LTD.,DRUMMOND LTD.,1500.0,29.0,,,253.0," 5388,000",2014-10-28,,3C,Privado,1288.0,20,20400
253,LJC,,LA JAGUA DE IBIRICO,El Paso,Cesar,Aeródromo,9.6206,-73.5364,FADELCE LTDA,FADELCE LTDA.,880.0,20.0,4000.0,,331.0," 3055,000",,,1A,Fumigación,86.0,20,20250
254,LJD,,CERRO DE PIEDRA,La Jagua de Ibirico,Cesar,Aeródromo,,,,,,,,,,,,,,,1501.0,20,20400
255,LJI,,NUEVA GRANADA,La Jagua de Ibirico,Cesar,Aeródromo,,,,,,,,,,,,,,,207.0,20,20400
256,LJV,,LA JAULA,La Primavera,Vichada,Aeródromo,5.3089,-69.8314,MARIA D. SALAZAR Y OTROS,MARIA C. SALAZAR,1100.0,20.0,5000.0,,356.0,"  275,000",,,1A,Privado,25.0,99,99524
257,LLI,,LAS DELICIAS,San Luis de Palenque,Casanare,Aeródromo,5.2075,-71.8136,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,600.0,17.0,12202.0,,460.0,"  933,000",,,1A,Privado,3183.0,85,85325
258,LLM,,LOMA LINDA,Puerto Lleras,Meta,Aeródromo,,,,,,,,,,,,,,,10.0,50,50577
259,LLO,,CALENTURITAS,Recetor,Casanare,Aeródromo,9.6523,-73.4951,C.I.PRODECO,C.I. PRODECO,700.0,18.0,6400.0,,190.0,"  996,000",,2018-05-07,2A,Privado,4331.0,85,85279
260,LMA,,JORGE ISAACS (LA MINA),Maicao,La Guajira,Regional,11.2326,-71.4893,CARBONES DEL CERREJON,CARBONES DEL CERREJON,1700.0,45.0,,,328.0,"  831,000",,,3D,Privado,10262.0,44,44430
261,LMC,LMC,LA MACARENA,La Macarena,Meta,Regional,2.1736,-73.7861,MUNICIPIO,MUNICIPIO,1600.0,15.0,26000.0,,770.0," 1940,000",,,2C,Público,27136.0,50,50350
262,LML,,LAS MALVINAS,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,,,,8.0,50,50568
263,LMN,,LOS MULATOS,El Charco,Nariño,Aeródromo,,,,,,,,,,,,,,,624.0,52,52250
264,LMR,,LOS MORROS,San Onofre,Sucre,Aeródromo,,,,,,,,,,,,,,,6.0,70,70713
265,LOC,,LOPEZ DE MICAI,López de Micay,Cauca,Aeródromo,2.9539,-77.195,MUNICIPIO,MUNICIPIO,800.0,16.0,2300.0,,340.0,"  443,000",,,1A,Público,181.0,19,19418
266,LOM,,LOS MILAGROS,Maní,Casanare,Aeródromo,4.7981,-72.2342,FUMIAGRIC LTDA.,AGIL LTDA.,750.0,10.0,2000.0,,410.0," 2005,000",,,1A,Fumigación,141.0,85,85139
267,LPD,,LA PEDRERA,La Pedrera,Amazonas,Aeródromo,-1.3243,-69.5816,GOBERNACION,EL MISMO,1050.0,20.0,26000.0,,262.0,"  399,000",,,2B,Público,2073.0,91,91407
268,LPG,,EL GAVILAN,La Primavera,Vichada,Aeródromo,5.2554,-69.7342,FRANCISCO MATIZ SALAZAR,FRANCISCO MATIZ S.,1100.0,18.0,4800.0,,332.0," 5915,000",,2015-12-03,1A,Privado,18.0,99,99524
269,LPL,,LOS PLANES,Apartadó,Antioquia,Aeródromo,7.834,-76.6453,UNIBAN,CALIMA S.A.,730.0,15.0,4500.0,,108.0," 1425,000",,,1A,Fumigación,79.0,5,5045
270,LPR,,EL CIMARRON,La Primavera,Vichada,Aeródromo,5.9371,-69.2579,PRESTIGE COLOMBIA LTDA,PRESTIGE COLOMBIA L,1000.0,15.0,3500.0,,318.0," 4740,000",,,1A,Privado,58.0,99,99524
271,LPS,,LA PONDEROSA,Puerto Wilches,Santander,Aeródromo,7.4614,-73.7464,PALMAS MONTERREY S.A.,PALMAS MONTERREY,870.0,15.0,4000.0,,295.0," 2087,000",,,1A,Privado,22.0,68,68575
272,LPV,,RANCHO ALEGRE,La Primavera,Vichada,Aeródromo,,,,,,,,,,,,,,,235.0,99,99524
273,LQM,,CAUCAYA,Puerto Leguízamo,Putumayo,Regional,-0.1823,-74.7708,MUNICIPIO,MUNICIPIO,1170.0,23.0,28000.0,,609.0," 6268,000",,,2B,Público,5810.0,86,86573
274,LRA,,SAN JOSE,Lérida,Tolima,Aeródromo,4.911,-74.889,HAROLD IVAN BENAVIDES,FIBA LTDA,680.0,10.0,2000.0,,866.0," 4311,000",,,1A,Fumigación,11.0,73,73408
275,LTA,,LAS TAPIAS,Tamalameque,Cesar,Aeródromo,8.6781,-73.7694,ACBF Y CIA.,FELIPE D'ACOSTA M.,850.0,18.0,3000.0,,131.0," 6123,000",,2018-01-06,1A,Privado,28.0,20,20787
276,LTB,,LAS GAVIOTAS,La Tebaida,Quindío,Aeródromo,,,,,,,,,,,,,,,2.0,63,63401
277,LVB,,LA VEGA,Zambrano,Bolívar,Aeródromo,9.8552,-74.8918,INVERSIONES AGRORIOS S.A.,INVER. AGRORIOS S.A.,1160.0,20.0,7250.0,,656.0," 5234,000",,,2A,Privado,4.0,13,13894
278,MAG,,MANAURE,Manaure,La Guajira,Aeródromo,11.7861,-72.4166,CONCESION DE SALINAS-IFI,CONCESION DE SALINAS-IFI,1332.0,35.0,12202.0,,15.0," 2989,000",,,2C,Privado,11.0,44,44560
279,MAI,,CAMPO ESTERO,Maní,Casanare,Aeródromo,,,,,,,,,,,,,,,272.0,85,85139
280,MAN,,CASANARE,Maní,Casanare,Aeródromo,,,,,,,,,,,,,,,6.0,85,85139
281,MAP,,MAPIRIPAN,Mapiripán,Meta,Aeródromo,2.8973,-72.141,MUNICIPIO,MUNICIPIO,1200.0,20.0,12200.0,,670.0," 5517,000",,,2B,Público,5691.0,50,50325
282,MBO,,MONTERREY,Zambrano,Bolívar,Aeródromo,9.7372,-74.8291,PIZANO S.A.,PIZANO S.A.,1000.0,15.0,5000.0,,75.0," 7145,000",,,2A,Privado,50.0,13,13894
283,MBQ,,BOCOA QUERARI,Mitú,Vaupés,Aeródromo,1.5975,-70.7994,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,440.0,10.0,1650.0,,620.0," 3423,000",,,1A,Público,293.0,97,97001
284,MCG,,MORICHAL,Papunahua,Vaupés,Aeródromo,1.9072,-70.7619,MUNICIPIO,MUNICIPIO,800.0,30.0,5500.0,,648.0," 2989,000",,,1B,Público,72.0,97,97777
285,MCH,,MOCHUELO,Cravo Norte,Arauca,Aeródromo,,,,,,,,,,,,,,,1.0,81,81220
286,MCJ,MCJ,MAICAO,Maicao,La Guajira,Aeródromo,11.3833,-72.2333,MUNICIPIO,MUNICIPIO,1600.0,30.0,12202.0,,160.0,,,,3C,Público,26.0,44,44430
287,MCL,,CAÑO COLORADO,Mitú,Vaupés,Aeródromo,0.365,-70.4433,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,500.0,15.0,5000.0,,650.0," 3423,000",,,1A,Público,313.0,97,97001
288,MCO,,MACOCOBA,Puerto Carreño,Vichada,Aeródromo,,,,,,,,,,,,,,,5.0,99,99001
289,MCP,,CACHIPORRO,Mitú,Vaupés,Aeródromo,0.5542,-71.9264,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,670.0,10.0,12202.0,,650.0," 3423,000",,,1A,Público,188.0,97,97001
290,MDA,,INGENIO INCAUCA (C.A),Miranda,Cauca,Aeródromo,3.2687,-76.3337,INGENIO DEL CAUCA S.A.,INCAUCA.S.A. - ASOCAÑA,250.0,10.0,500.0,,3314.0," 2955,000",,2015-08-05,1A,Fumigación,99.0,19,19455
291,MDE,MDE,JOSE M. CORDOVA,Rionegro,Antioquia,Internacional,6.1645,-75.423,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte),3500.0,45.0,,,6980.0,"  605,000",,,4E,Aerocivil,208122.0,5,5615
292,MDR,,PIEDRA ÑI,Mitú,Vaupés,Aeródromo,-0.1089,-70.3272,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,420.0,10.0,5000.0,,500.0," 3423,000",,,1A,Público,1521.0,97,97001
293,MED,MND,MEDINA,Medina,Cundinamarca,Aeródromo,4.4841,-73.345,MUNICIPIO,MUNICIPIO,1060.0,15.0,5000.0,,1500.0," 3660,000",,,2A,Público,950.0,25,25438
294,MFR,MFB,MONFORT,Mitú,Vaupés,Aeródromo,0.625,-69.7494,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,620.0,20.0,12202.0,,650.0," 3423,000",,,1A,Público,798.0,97,97001
295,MFS,MFS,MIRAFLORES,Miraflores,Guaviare,Aeródromo,1.3377,-71.9507,MUNICIPIO,MUNICIPIO,1320.0,25.0,25000.0,,730.0,"   21,000",1957-01-30,,3B,Público,4188.0,95,95200
296,MGN,MGN,BARACOA,Magangué,Bolívar,Aeródromo,9.2849,-74.8465,AEROCIVIL,AEROCIVIL,1410.0,20.0,33112.0,,195.0,"  352,000",1968-05-17,,2B,Aerocivil,560.0,13,13430
297,MGO,,SAN GERARDO,Mitú,Vaupés,Aeródromo,0.7697,-70.2847,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,410.0,15.0,1650.0,,540.0," 3423,000",,,1A,Público,205.0,97,97001
298,MGP,,MAGUI PAYAN,Magüí,Nariño,Aeródromo,1.7742,-78.1914,MUNICIPIO,EL MUNICIPIO,680.0,10.0,5000.0,,213.0," 4006,000",,,1A,Público,1.0,52,52427
299,MGU,,SAN MIGUEL,Mitú,Vaupés,Aeródromo,-0.0039,-70.4972,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,15.0,1650.0,,650.0," 3423,000",,,1A,Público,709.0,97,97001
300,MIB,,BELEN DE INAMBU,Mitú,Vaupés,Aeródromo,0.4708,-70.1847,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,460.0,10.0,1650.0,,650.0," 3423,000",,,1A,Público,180.0,97,97001
301,MIC,,IBACABA,Mitú,Vaupés,Aeródromo,0.9703,-69.213,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,440.0,15.0,1650.0,,600.0,"   45,000",,,1A,Público,134.0,97,97001
302,MII,,MANI,Maní,Casanare,Aeródromo,,,,,,,,,,,,,,,20.0,85,85139
303,MIS,,SANTA ISABEL,Mitú,Vaupés,Aeródromo,-0.1178,-70.1931,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,330.0,10.0,1650.0,,465.0," 3423,000",,,1A,Público,486.0,97,97001
304,MIT,,WACARICUARA,Mitú,Vaupés,Aeródromo,0.2,-70.225,MUNICIPIO,MUNICIPIO,850.0,25.0,12202.0,,500.0,"  984,000",,,1A,Público,2113.0,97,97001
305,MKA,,KAMANAOS,Mitú,Vaupés,Aeródromo,1.7261,-69.8453,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,400.0,15.0,1650.0,,670.0," 3423,000",,,1B,Público,856.0,97,97001
306,MLG,,JERONIMO DE AGUAYO,Málaga,Santander,Aeródromo,6.7059,-72.7304,MUNICIPIO,MUNICIPIO,1000.0,16.0,5670.0,,6705.0,"   11,000",,,2A,Público,9876.0,68,68432
307,MLR,,TOLEMAIDA,Melgar,Tolima,Aeródromo,,,,,,,,,,,,,,,3950.0,73,73449
308,MMP,MVP,SAN BERNARDO,Mompós,Bolívar,Aeródromo,9.2583,-74.4383,AEROCIVIL,AEROCIVIL,1175.0,14.0,16300.0,,72.0,"  352,000",1968-05-17,,2A,Aerocivil,924.0,13,13468
309,MNI,,YARUMITOS,Maní,Casanare,Aeródromo,,,,,,,,,,,,,,,10.0,85,85139
310,MNO,,LA GLORIA,Aguazul,Casanare,Aeródromo,5.0064,-72.3561,CARMEN SEDANO,PERENCO COLOMBIA LIMITED,540.0,18.0,5000.0,,630.0," 6967,000",,,1A,Privado,1540.0,85,85010
311,MPI,,PIRACUARA,Mitú,Vaupés,Aeródromo,-0.6703,-69.6514,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,10.0,12202.0,,640.0," 3423,000",,,1A,Público,863.0,97,97001
312,MPU,,PACU,Mitú,Vaupés,Aeródromo,1.6308,-70.3639,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,10.0,1650.0,,700.0," 3423,000",,,1A,Público,242.0,97,97001
313,MQU,MQU,JOSE CELESTINO,San Sebastián de Mariquita,Tolima,Regional,5.2126,-74.8837,AEROCIVIL,AEROCIVIL,1790.0,45.0,,,1531.0,"   51,000",1968-01-24,,2A,Aerocivil,1428.0,73,73443
314,MRF,,LAGOS DEL DORADO,Miraflores,Guaviare,Aeródromo,,,,,,,,,,,,,,,3.0,95,95200
315,MRI,,MURINDO,Murindó,Antioquia,Aeródromo,6.9762,-76.8125,ALCALDIA,ALCALDIA,670.0,10.0,3500.0,,23.0,,,2013-12-12,1A,Público,481.0,5,5475
316,MSA,,SAN ANTONIO,Mitú,Vaupés,Aeródromo,0.6797,-70.4375,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,340.0,10.0,1650.0,,610.0," 3423,000",,,1A,Público,331.0,97,97001
317,MSI,,SANTA LUCIA,Mitú,Vaupés,Aeródromo,1.3825,-70.0067,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,415.0,15.0,3000.0,,1020.0," 3423,000",,,1A,Público,186.0,97,97001
318,MSN,,SAN PABLO,Mitú,Vaupés,Aeródromo,,,,,,,,,,,,,,,86.0,97,97001
319,MSO,,SONAÑA,Mitú,Vaupés,Aeródromo,0.1308,-70.5792,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,700.0,15.0,5000.0,,680.0," 3423,000",,,1A,Público,657.0,97,97001
320,MSR,,SANTA RITA,Mitú,Vaupés,Aeródromo,1.6528,-70.4097,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,400.0,10.0,1650.0,,700.0," 3423,000",,,1A,Público,237.0,97,97001
321,MTA,,MUTATA,Mutatá,Antioquia,Aeródromo,7.2505,-76.4442,ALCALDIA,ALCALDIA,795.0,10.0,6000.0,,397.0," 3660,000",,,1A,Público,25.0,5,5480
322,MTB,MTB,EL PINDO,Montelíbano,Córdoba,Regional,7.9733,-75.4413,AEROCIVIL,AEROCIVIL,1100.0,26.0,12202.0,,160.0," 3107,000",1981-04-08,,2C,Aerocivil,1863.0,23,23466
323,MTC,,PAPUNAGUA - PUERTO. SOLANO,Mitú,Vaupés,Aeródromo,1.9073,-70.7622,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,650.0,15.0,5000.0,,492.0," 2994,000",,,1A,Público,676.0,97,97001
324,MTI,,TIQUIE,Mitú,Vaupés,Aeródromo,0.2342,-70.1689,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,530.0,15.0,5000.0,,630.0," 3423,000",,,1A,Público,2099.0,97,97001
325,MTN,,BUENOS AIRES,Mitú,Vaupés,Aeródromo,0.0203,-71.0074,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,400.0,10.0,1650.0,,620.0,"   45,000",,,1A,Público,1142.0,97,97001
326,MTR,MTR,LOS GARZONES,Montería,Córdoba,Nacional,8.8239,-75.8261,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,1860.0,35.0,,,19.0,"  984,000",1987-02-02,,4C,Aerocivil,70624.0,23,23001
327,MTS,,TERESITA,Mitú,Vaupés,Aeródromo,0.7381,-69.4714,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,630.0,20.0,12202.0,,620.0," 3423,000",,,1A,Público,670.0,97,97001
328,MTT,,CACHIPORRO,Mitú,Vaupés,Aeródromo,,,,,,,,,,,,,,,188.0,97,97001
329,MTU,,MATUPA,San Martín,Meta,Aeródromo,,,,,,,,,,,,,,,1565.0,50,50689
330,MUR,,TAPURUCUARA,Mitú,Vaupés,Aeródromo,1.4717,-70.1631,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,450.0,15.0,2700.0,,880.0," 3423,000",,,1A,Público,2123.0,97,97001
331,MUT,,ATAHUALPA,Mutatá,Antioquia,Aeródromo,,,,,,,,,,,,,,,7.0,5,5480
332,MVA,,VILLA GLADYS,Mitú,Vaupés,Aeródromo,0.2607,-71.3566,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,950.0,15.0,12202.0,,493.0,"   45,000",,,1A,Público,237.0,97,97001
333,MVI,,VILLA FATIMA,Mitú,Vaupés,Aeródromo,0.9744,-69.9569,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,510.0,10.0,1650.0,,680.0," 3423,000",,,1A,Público,411.0,97,97001
334,MVN,,VILLA NUEVA,Mitú,Vaupés,Aeródromo,0.2732,-70.4491,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,375.0,12.0,1650.0,,590.0,"   45,000",,,1A,Público,33.0,97,97001
335,MVP,MVP,FABIO A. LEON BENTLEY,Mitú,Vaupés,Regional,1.2535,-70.2341,MUNICIPIO,AEROCIVIL,1880.0,30.0,,,680.0,"   34,000",1958-02-19,,3C,Aerocivil,35858.0,97,97001
336,MVU,,LOS ANGELES,Mitú,Vaupés,Aeródromo,0.5767,-70.13,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,390.0,10.0,1650.0,,640.0,"   45,000",,,1A,Público,256.0,97,97001
337,MWA,,WAINAMBI,Mitú,Vaupés,Aeródromo,0.8667,-69.6172,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,360.0,10.0,1650.0,,650.0," 3423,000",,,1A,Público,181.0,97,97001
338,MWY,,WASAY,Mitú,Vaupés,Aeródromo,1.6608,-70.0194,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,390.0,15.0,1650.0,,700.0," 3423,000",,,1A,Público,78.0,97,97001
339,MYA,,YAPU,Mitú,Vaupés,Aeródromo,0.6217,-70.3517,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,20.0,5000.0,,600.0," 3423,000",,,1A,Público,2067.0,97,97001
340,MYY,VAB,YAVARATE,Mitú,Vaupés,Aeródromo,0.6117,-69.2072,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,490.0,15.0,1650.0,,400.0," 3423,000",,,1A,Público,585.0,97,97001
341,MZL,MZL,LA NUBIA,Manizales,Caldas,Nacional,5.0298,-75.4667,FODECAL,FODECAL,1000.0,15.0,15876.0,,6866.0,"  623,000",,,2A,Público,38890.0,17,17001
342,NAR,,PUERTO NARE,Puerto Nare,Antioquia,Aeródromo,6.2102,-74.5902,CEMENTOS ARGOS S.A.,CEMENTOS ARGOS S.A.,1000.0,20.0,9000.0,,130.0," 4504,000",,2015-09-12,2B,Privado,1298.0,5,5585
343,NAT,,SAN GERMAN,Natagaima,Tolima,Aeródromo,,,,,,,,,,,,,,,50.0,73,73483
344,NCI,NCI,NECOCLI,Necoclí,Antioquia,Aeródromo,8.45,-76.7833,MUNICIPIO,MUNICIPIO,833.0,15.0,5680.0,,60.0," 5917,000",,,1B,Público,979.0,5,5490
345,NFA,,NUEVA FORTUNA,Necoclí,Antioquia,Aeródromo,8.6167,-76.6667,MUNICIPIO,MUNICIPIO,300.0,10.0,1300.0,,550.0," 2989,000",,,1A,Público,5.0,5,5490
346,NQU,NQU,REYES MURILLO,Nuquí,Chocó,Regional,5.712,-77.2627,AEROCIVIL,AEROCIVIL,930.0,10.0,,,13.0,"    2,279",1975-08-21,,1A,Aerocivil,13940.0,27,27495
347,NUC,,LA FLORA,San Luis de Palenque,Casanare,Aeródromo,5.2097,-71.8106,GERARDO ZAMBRANO GUIO,PERENCO COLOMBIA LIMITED,640.0,15.0,12202.0,,539.0,"  933,000",,,1A,Privado,1735.0,85,85325
348,NUN,,EL DESECHO,Nunchía,Casanare,Aeródromo,5.6194,-72.0639,MIREYA MARTIN HUERTAS,EL MISMO,950.0,14.0,2000.0,,820.0," 6057,000",,,1A,Fumigación,1.0,85,85225
349,NVA,NVA,BENITO SALAS,Neiva,Huila,Internacional,2.9499,-75.2941,AEROCIVIL,AEROCIVIL,1600.0,40.0,,,1464.0,"   57,000",1958-02-28,,3C,Aerocivil,65289.0,41,41001
350,OCE,,EL VIEJO CARMEN,Orocué,Casanare,Aeródromo,4.8978,-71.5681,INVERSIONES LA COLONIA S.A.,LA CEIBA S.A.,685.0,10.0,2000.0,,492.0," 1325,000",,2018-06-11,1A,Privado,7.0,85,85230
351,OCU,,BUENAVISTA,Orocué,Casanare,Aeródromo,4.8441,-71.5079,INVERSIONES LA COLONIA LTDA,LA CEIBA S.A.,900.0,15.0,2000.0,,469.0," 1325,000",,2018-06-11,1A,Privado,13.0,85,85230
352,OCV,OCV,AGUAS CLARAS,Ocaña,Norte de Santander,Regional,8.3156,-73.3583,AEROCIVIL,AEROCIVIL,1200.0,30.0,19000.0,,3850.0," 2363,000",1971-09-03,,2C,Aerocivil,2566.0,54,54498
353,OOR,,SAN PABLO,Orocué,Casanare,Aeródromo,4.7856,-71.6231,FERNANDO ADOLFO REYES I.,FERNANDO ADOLFO REYES I.,1175.0,15.0,3000.0,,472.0," 3214,000",,2015-08-03,1A,Privado,20.0,85,85230
354,ORA,,GUARILAQUE,Orocué,Casanare,Aeródromo,4.892,-71.5866,FERNANDO REYES ISAZA,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,,509.0," 7235,000",,2017-01-03,1A,Privado,1570.0,85,85230
355,ORC,ORC,OROCUE,Orocué,Casanare,Aeródromo,4.7903,-71.3484,MUNICIPIO,MUNICIPIO,1480.0,25.0,22000.0,,550.0," 3559,000",,,1A,Público,5834.0,85,85230
356,ORE,,EL CAIMAN,Orocué,Casanare,Aeródromo,4.855,-71.6811,INVERSIONES LOS CEDROS,INVERS. LOS CEDROS,700.0,16.0,3500.0,,485.0," 5960,000",,,1A,Privado,19.0,85,85230
357,ORH,,ORIHUECA,Ciénaga,Magdalena,Aeródromo,10.8238,-74.1626,ELCIDA DIAZ GUERRERO,AEROPENORT LTDA.,720.0,10.0,3000.0,,90.0," 6068,000",,,1A,Fumigación,9.0,47,47189
358,ORI,,ORITO,Orito,Putumayo,Aeródromo,0.6665,-76.8768,ECOPETROL,ECOPETROL,754.0,23.0,,,1168.0," 2109,000",,,1B,Privado,2231.0,86,86320
359,ORJ,,LA CULEBRA,Orocué,Casanare,Aeródromo,4.9025,-71.6347,JUAN MAURICIO MEDINA NIÑO,JUAN MAURICIO MEDINA NIÑO,450.0,10.0,2000.0,,429.0," 4938,000",,,1A,Privado,17.0,85,85230
360,ORO,,GUANAPALO,Orocué,Casanare,Aeródromo,5.1741,-71.4299,TOMAS ORTEGA DIAZ,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,,524.0," 7235,000",,2017-01-03,1A,Privado,1360.0,85,85230
361,ORS,,SARDINAS,Orocué,Casanare,Aeródromo,4.9858,-71.5057,IGNACIA GUALDRON,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,,521.0," 7235,000",,2017-01-03,1A,Privado,9320.0,85,85230
362,ORU,,EL MEDANO,Orocué,Casanare,Aeródromo,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,EL MISMO,885.0,15.0,4950.0,,485.0,"  828,000",2007-02-27,,1A,Privado,6.0,85,85230
363,ORX,,LA CANDELARIA,Orocué,Casanare,Aeródromo,5.1076,-71.6243,ANDRES REYES DIAZ,ANDRES REYES DIAZ,580.0,12.0,2000.0,,515.0," 7087,000",,,1A,Privado,5.0,85,85230
364,OTU,OTU,REMEDIOS OTU,Remedios,Antioquia,Regional,7.0106,-74.7156,AEROCIVIL,AEROCIVIL,950.0,12.0,,,2058.0,"  522,000",1968-07-03,,1A,Aerocivil,8663.0,5,5604
365,PAL,,PALACIO MUNICIPAL,Medellín,Antioquia,Aeródromo,,,,,,,,,,,,,,,2.0,5,5001
366,PBE,PBE,MORELA,Puerto Berrío,Antioquia,Regional,6.4599,-74.4106,AEROCIVIL,AEROCIVIL,1290.0,24.0,,,445.0,"  522,000",,,2C,Aerocivil,2460.0,5,5579
367,PBN,,NICOLAS E.SOTO,Puerto Boyacá,Boyacá,Aeródromo,,,,,,,,,,,,,,,34.0,15,15572
368,PBO,,PUERTO BOLIVAR,Uribia,La Guajira,Regional,12.2215,-71.9843,CARBONES DEL CERREJON,CARBONES DEL CERREJON,1580.0,45.0,,,98.0,"  831,000",,,3D,Privado,3507.0,44,44847
369,PBR,,LA PONDEROSA,Paratebueno,Cundinamarca,Aeródromo,,,,,,,,,,,,,,,75.0,25,25530
370,PCA,,PACOA,Pacoa,Vaupés,Aeródromo,0.0667,-71.2083,CORREGIMIENTO,CORREGIMIENTO,800.0,18.0,12202.0,,720.0," 3149,000",,,1A,Público,358.0,97,97511
371,PCE,,CUMARIBO,Puerto Carreño,Vichada,Regional,4.4464,-69.7815,GOBERNACION,GOBERNACION,900.0,15.0,26000.0,,547.0,"  407,000",,,1A,Público,10527.0,99,99001
372,PCH,,ALPES -PACHAQ.,Puerto López,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50573
373,PCJ,,PUERTO ALVIRA -CAÑO JABON,San Martín,Meta,Aeródromo,2.9029,-71.7496,JUNTA DE ORNATO,JUNTA DE ORNATO,1100.0,23.0,12202.0,,550.0," 5712,000",,,2C,Público,1124.0,50,50689
374,PCO,,PARACO,Córdoba,Bolívar,Aeródromo,,,,,,,,,,,,,,,35.0,13,13212
375,PCR,PCR,GERMAN OLANO,Puerto Carreño,Vichada,Regional,6.185,-67.4925,MUNICIPIO,AEROCIVIL,1800.0,30.0,,,1915.0,"  551,000",1968-07-10,,3C,Aerocivil,6271.0,99,99001
376,PDE,,LA VENGANZA,Paz de Ariporo,Casanare,Aeródromo,6.0226,-70.8976,WALTER F. GOMEZ ACOSTA,EL MISMO,570.0,12.0,4000.0,,410.0,,,,1A,Privado,70.0,85,85250
