,NombreEstacionPeaje,Recaudo,Tráfico,Cod_fecha
1136,NEIVA,0,0.0,2017Sep
1137,NEIVA,0,0.0,2017Oct
1138,NEIVA,0,0.0,2017Nov
1139,NEIVA,0,0.0,2017Dic
1140,NEIVA,0,0.0,2018Ene
1141,NEIVA,0,0.0,2018Feb
1142,NEIVA,0,0.0,2018Mar
1143,NEIVA,0,0.0,2018Abr
1144,NEIVA,0,0.0,2018May
1145,NEIVA,0,0.0,2018Jun
1146,NEIVA,0,0.0,2018Jul
1147,NEIVA,0,0.0,2018Ago
1148,NEIVA,0,0.0,2018Sept
1149,NEIVA,0,0.0,2018Oct
1150,NEIVA,0,0.0,2018Nov
1151,NEIVA,0,0.0,2018Dic
1152,ALTO PINO,711399300,78230.0,2016Ene
1153,ALTO PINO,658404800,68291.0,2016Feb
1154,ALTO PINO,742849600,77989.0,2016Mar
1155,ALTO PINO,700097200,71805.0,2016Abr
1156,ALTO PINO,840477200,83063.0,2016May
1157,ALTO PINO,775326500,77763.0,2016Jun
1158,ALTO PINO,779730000,79065.0,2016Jul
1159,ALTO PINO,764325800,75793.0,2016Ago
1160,ALTO PINO,729998300,74170.0,2016Sep
1161,ALTO PINO,772537000,78084.0,2016Oct
1162,ALTO PINO,821051400,83090.0,2016Nov
1163,ALTO PINO,938535100,96055.0,2016Dic
1164,ALTO PINO,854625100,2743.451612903226,2017Ene
1165,ALTO PINO,787179300,2692.1071428571427,2017Feb
1166,ALTO PINO,909125900,2794.2258064516127,2017Mar
1167,ALTO PINO,855524700,2772.766666666667,2017Abr
1168,ALTO PINO,1032711600,3078.9032258064517,2017May
1169,ALTO PINO,936704200,2927.9333333333334,2017Jun
1170,ALTO PINO,1037302800,3047.935483870968,2017Jul
1171,ALTO PINO,1027317400,3061.451612903226,2017Ago
1172,ALTO PINO,949416200,3089.733333333333,2017Sep
1173,ALTO PINO,1011560700,3072.548387096774,2017Oct
1174,ALTO PINO,905728600,2987.733333333333,2017Nov
1175,ALTO PINO,1116498900,3591.4193548387098,2017Dic
1176,ALTO PINO,1040235000,181820.0,2018Ene
1177,ALTO PINO,901487100,130604.0,2018Feb
1178,ALTO PINO,1047426700,154935.0,2018Mar
1179,ALTO PINO,999982600,143557.0,2018Abr
1180,ALTO PINO,994672300,145362.0,2018May
1181,ALTO PINO,958756300,149184.0,2018Jun
1182,ALTO PINO,1015934600,156102.0,2018Jul
1183,ALTO PINO,991399700,153731.0,2018Ago
1184,ALTO PINO,961139300,140036.0,2018Sept
1185,ALTO PINO,952158600,149186.0,2018Oct
1186,ALTO PINO,955777300,142114.0,2018Nov
1187,ALTO PINO,1225961600,164997.0,2018Dic
1188,EL EBANAL,972600100,76405.0,2016Ene
1189,EL EBANAL,858374200,59804.0,2016Feb
1190,EL EBANAL,941490400,72422.0,2016Mar
1191,EL EBANAL,840841000,59611.0,2016Abr
1192,EL EBANAL,675639000,58418.0,2016May
1193,EL EBANAL,886071200,64022.0,2016Jun
1194,EL EBANAL,993208200,72289.0,2016Jul
1195,EL EBANAL,946422700,68281.0,2016Ago
1196,EL EBANAL,989306400,66594.0,2016Sep
1197,EL EBANAL,1072414000,71597.0,2016Oct
1198,EL EBANAL,1023181300,69316.0,2016Nov
1199,EL EBANAL,1019854000,78334.0,2016Dic
1200,EL EBANAL,1110319000,2673.5806451612902,2017Ene
1201,EL EBANAL,952529800,2279.0714285714284,2017Feb
1202,EL EBANAL,972622100,2185.516129032258,2017Mar
1203,EL EBANAL,967384800,2448.4,2017Abr
1204,EL EBANAL,887523400,2095.3225806451615,2017May
1205,EL EBANAL,982205300,2330.266666666667,2017Jun
1206,EL EBANAL,1084802800,2394.548387096774,2017Jul
1207,EL EBANAL,1003345100,2283.451612903226,2017Ago
1208,EL EBANAL,991985100,2263.266666666667,2017Sep
1209,EL EBANAL,1102680000,2378.7419354838707,2017Oct
1210,EL EBANAL,1001695300,2335.766666666667,2017Nov
1211,EL EBANAL,1132678500,2701.8387096774195,2017Dic
1212,EL EBANAL,1198880900,87311.0,2018Ene
1213,EL EBANAL,897627800,65127.0,2018Feb
1214,EL EBANAL,1155614000,80070.0,2018Mar
1215,EL EBANAL,1082794100,71488.0,2018Abr
1216,EL EBANAL,1004509700,68998.0,2018May
1217,EL EBANAL,1008735400,72526.0,2018Jun
1218,EL EBANAL,1125666800,80554.0,2018Jul
1219,EL EBANAL,1090870000,75638.0,2018Ago
1220,EL EBANAL,1062846900,70850.0,2018Sept
1221,EL EBANAL,1084991300,73013.0,2018Oct
1222,EL EBANAL,1005482900,70929.0,2018Nov
1223,EL EBANAL,1190715700,86845.0,2018Dic
1224,NEGUANJE,1506060500,138334.0,2016Ene
1225,NEGUANJE,1028074100,80663.0,2016Feb
1226,NEGUANJE,1309454800,106330.0,2016Mar
1227,NEGUANJE,1044905200,76665.0,2016Abr
1228,NEGUANJE,1028635600,83430.0,2016May
1229,NEGUANJE,1091088800,87445.0,2016Jun
1230,NEGUANJE,1094996000,98729.0,2016Jul
1231,NEGUANJE,1153804800,94514.0,2016Ago
1232,NEGUANJE,1061121100,81026.0,2016Sep
1233,NEGUANJE,1109666100,87771.0,2016Oct
1234,NEGUANJE,1162340400,87154.0,2016Nov
1235,NEGUANJE,1337612500,109153.0,2016Dic
1236,NEGUANJE,1674184900,4680.258064516129,2017Ene
1237,NEGUANJE,1147453100,3005.6428571428573,2017Feb
1238,NEGUANJE,1259993000,3031.0967741935483,2017Mar
1239,NEGUANJE,1306100700,3577.5666666666666,2017Abr
1240,NEGUANJE,1270918500,2898.8709677419356,2017May
1241,NEGUANJE,1284357600,3197.3333333333335,2017Jun
1242,NEGUANJE,1460220500,3406.8709677419356,2017Jul
1243,NEGUANJE,1227180800,3156.0,2017Ago
1244,NEGUANJE,1137648000,2817.3,2017Sep
1245,NEGUANJE,1428481000,3180.9032258064517,2017Oct
1246,NEGUANJE,1359347200,3139.4,2017Nov
1247,NEGUANJE,1603521100,3857.064516129032,2017Dic
1248,NEGUANJE,1913133300,152394.0,2018Ene
1249,NEGUANJE,1256051800,87451.0,2018Feb
1250,NEGUANJE,1653135600,119406.0,2018Mar
1251,NEGUANJE,1469468900,97084.0,2018Abr
1252,NEGUANJE,1409320300,92582.0,2018May
1253,NEGUANJE,1481512800,101627.0,2018Jun
1254,NEGUANJE,1788723200,119640.0,2018Jul
1255,NEGUANJE,1767100500,115612.0,2018Ago
1256,NEGUANJE,1553205700,98122.0,2018Sept
1257,NEGUANJE,1593510900,102014.0,2018Oct
1258,NEGUANJE,1607886900,103792.0,2018Nov
1259,NEGUANJE,1785898100,129463.0,2018Dic
1260,PARAGUACHON,186677300,29217.0,2016Ene
1261,PARAGUACHON,190979600,29308.0,2016Feb
1262,PARAGUACHON,223190100,33678.0,2016Mar
1263,PARAGUACHON,216528000,32501.0,2016Abr
1264,PARAGUACHON,231410200,35310.0,2016May
1265,PARAGUACHON,231314700,35470.0,2016Jun
1266,PARAGUACHON,291797000,43485.0,2016Jul
1267,PARAGUACHON,321863000,51105.0,2016Ago
1268,PARAGUACHON,354995400,52437.0,2016Sep
1269,PARAGUACHON,398752800,56258.0,2016Oct
1270,PARAGUACHON,412637000,56877.0,2016Nov
1271,PARAGUACHON,451896000,61276.0,2016Dic
1272,PARAGUACHON,459007000,1930.3225806451612,2017Ene
1273,PARAGUACHON,431943900,1938.1785714285713,2017Feb
1274,PARAGUACHON,454939800,1828.516129032258,2017Mar
1275,PARAGUACHON,427687100,1817.2,2017Abr
1276,PARAGUACHON,438019300,1720.2903225806451,2017May
1277,PARAGUACHON,447881800,1751.9,2017Jun
1278,PARAGUACHON,545389400,1987.5806451612902,2017Jul
1279,PARAGUACHON,613512600,2271.2580645161293,2017Ago
1280,PARAGUACHON,564302600,2296.6666666666665,2017Sep
1281,PARAGUACHON,621009800,2299.6451612903224,2017Oct
1282,PARAGUACHON,592278500,2425.9666666666667,2017Nov
1283,PARAGUACHON,724315300,2884.483870967742,2017Dic
1284,PARAGUACHON,642321300,77902.0,2018Ene
1285,PARAGUACHON,499952000,63791.0,2018Feb
1286,PARAGUACHON,440557400,59363.0,2018Mar
1287,PARAGUACHON,457249300,58706.0,2018Abr
1288,PARAGUACHON,418981000,53101.0,2018May
1289,PARAGUACHON,401325600,52875.0,2018Jun
1290,PARAGUACHON,481556200,64956.0,2018Jul
1291,PARAGUACHON,471584600,64174.0,2018Ago
1292,PARAGUACHON,482367500,61102.0,2018Sept
1293,PARAGUACHON,508015500,64745.0,2018Oct
1294,PARAGUACHON,510857900,65382.0,2018Nov
1295,PARAGUACHON,697267200,89188.0,2018Dic
1296,CENCAR,1690937300,193386.0,2016Ene
1297,CENCAR,1720211300,187246.0,2016Feb
1298,CENCAR,1733638300,192522.0,2016Mar
1299,CENCAR,1641204000,182076.0,2016Abr
1300,CENCAR,1708811800,191077.0,2016May
1301,CENCAR,1724369600,189967.0,2016Jun
1302,CENCAR,1759445000,194543.0,2016Jul
1303,CENCAR,1827360000,196328.0,2016Ago
1304,CENCAR,1705936950,187201.0,2016Sep
1305,CENCAR,1742333500,190355.0,2016Oct
1306,CENCAR,1698401000,189018.0,2016Nov
1307,CENCAR,1922898400,214907.0,2016Dic
1308,CENCAR,1727875500,5980.354838709677,2017Ene
1309,CENCAR,1716461200,6208.285714285715,2017Feb
1310,CENCAR,1836195200,6166.096774193548,2017Mar
1311,CENCAR,1729829700,5994.633333333333,2017Abr
1312,CENCAR,1844000300,6095.451612903225,2017May
1313,CENCAR,1861546300,6370.233333333334,2017Jun
1314,CENCAR,1859487900,6155.1612903225805,2017Jul
1315,CENCAR,1915259900,6160.580645161291,2017Ago
1316,CENCAR,1757874700,5829.866666666667,2017Sep
1317,CENCAR,1759941800,5704.1612903225805,2017Oct
1318,CENCAR,1756159600,6004.733333333334,2017Nov
1319,CENCAR,2011450800,6586.4838709677415,2017Dic
1320,CENCAR,1792267800,177434.0,2018Ene
1321,CENCAR,1702298900,163238.0,2018Feb
1322,CENCAR,1850722700,181611.0,2018Mar
1323,CENCAR,1846570200,176809.0,2018Abr
1324,CENCAR,1967377000,184195.0,2018May
1325,CENCAR,1983673500,183256.0,2018Jun
1326,CENCAR,2056184600,188432.0,2018Jul
1327,CENCAR,2135398700,193895.0,2018Ago
1328,CENCAR,2051436500,187396.0,2018Sept
1329,CENCAR,2146739700,195956.0,2018Oct
1330,CENCAR,0,0.0,2018Nov
1331,CENCAR,0,0.0,2018Dic
1332,CERRITO,4773608400,478917.0,2016Ene
1333,CERRITO,4091217200,371470.0,2016Feb
1334,CERRITO,4701930400,441557.0,2016Mar
1335,CERRITO,4079244350,378349.0,2016Abr
1336,CERRITO,4199866600,412094.0,2016May
1337,CERRITO,4077622300,401170.0,2016Jun
1338,CERRITO,4406528700,450448.0,2016Jul
1339,CERRITO,4828081900,450908.0,2016Ago
1340,CERRITO,4323314500,406256.0,2016Sep
1341,CERRITO,4543596500,437743.0,2016Oct
1342,CERRITO,4423385300,432429.0,2016Nov
1343,CERRITO,5086835700,516584.0,2016Dic
1344,CERRITO,4967386200,15957.064516129032,2017Ene
1345,CERRITO,4348695800,13686.32142857143,2017Feb
1346,CERRITO,4658388500,13625.645161290322,2017Mar
1347,CERRITO,4872715600,15229.733333333334,2017Abr
1348,CERRITO,4340840800,13285.322580645161,2017May
1349,CERRITO,4654536500,14443.266666666666,2017Jun
1350,CERRITO,5196336800,15297.838709677419,2017Jul
1351,CERRITO,5246041400,14964.193548387097,2017Ago
1352,CERRITO,4815558600,14092.1,2017Sep
1353,CERRITO,4940158400,14595.258064516129,2017Oct
1354,CERRITO,4733992200,14713.166666666666,2017Nov
1355,CERRITO,5565322900,17401.709677419356,2017Dic
1356,CERRITO,5435573600,513915.0,2018Ene
1357,CERRITO,4577786300,393678.0,2018Feb
1358,CERRITO,5360112100,477566.0,2018Mar
1359,CERRITO,5014875300,429964.0,2018Abr
1360,CERRITO,4844092300,425268.0,2018May
1361,CERRITO,5135969600,448723.0,2018Jun
1362,CERRITO,5476909700,486448.0,2018Jul
1363,CERRITO,5515725500,474464.0,2018Ago
1364,CERRITO,5180729300,436729.0,2018Sept
1365,CERRITO,5414942800,469474.0,2018Oct
1366,CERRITO,0,0.0,2018Nov
1367,CERRITO,0,0.0,2018Dic
1368,CIAT,2226479650,290790.0,2016Ene
1369,CIAT,2115899600,263613.0,2016Feb
1370,CIAT,2254341200,284751.0,2016Mar
1371,CIAT,2181987600,275667.0,2016Abr
1372,CIAT,2284038900,291319.0,2016May
1373,CIAT,2265038800,287072.0,2016Jun
1374,CIAT,2430063100,306187.0,2016Jul
1375,CIAT,2477328200,307524.0,2016Ago
1376,CIAT,2336541000,292953.0,2016Sep
1377,CIAT,2410318200,305690.0,2016Oct
1378,CIAT,2375718100,303109.0,2016Nov
1379,CIAT,2729016900,350669.0,2016Dic
1380,CIAT,2594058900,10253.161290322581,2017Ene
1381,CIAT,2378669000,10019.964285714286,2017Feb
1382,CIAT,2577830200,9962.90322580645,2017Mar
1383,CIAT,2458036900,9843.033333333333,2017Abr
1384,CIAT,2658571420,10310.90322580645,2017May
1385,CIAT,2578916300,10223.0,2017Jun
1386,CIAT,2747982600,10369.451612903225,2017Jul
1387,CIAT,2745261500,10311.677419354839,2017Ago
1388,CIAT,2557455200,10010.333333333334,2017Sep
1389,CIAT,2596735300,10047.709677419354,2017Oct
1390,CIAT,2579101900,10282.466666666667,2017Nov
1391,CIAT,3053687900,11662.967741935483,2017Dic
1392,CIAT,2762069500,323527.0,2018Ene
1393,CIAT,2536016300,286893.0,2018Feb
1394,CIAT,2716234400,313297.0,2018Mar
1395,CIAT,2713239800,310079.0,2018Abr
1396,CIAT,2805829900,318460.0,2018May
1397,CIAT,2798393300,311339.0,2018Jun
1398,CIAT,2924671500,325536.0,2018Jul
1399,CIAT,2991994800,329820.0,2018Ago
1400,CIAT,2858552900,314719.0,2018Sept
1401,CIAT,2955686500,330766.0,2018Oct
1402,CIAT,0,0.0,2018Nov
1403,CIAT,0,0.0,2018Dic
1404,ESTAMBUL,3152839800,425420.0,2016Ene
1405,ESTAMBUL,3044381500,395937.0,2016Feb
1406,ESTAMBUL,3252544650,425982.0,2016Mar
1407,ESTAMBUL,3157865200,412043.0,2016Abr
1408,ESTAMBUL,3333523200,439171.0,2016May
1409,ESTAMBUL,3403417900,444898.0,2016Jun
1410,ESTAMBUL,3709003500,482301.0,2016Jul
1411,ESTAMBUL,3579658700,468952.0,2016Ago
1412,ESTAMBUL,3347755200,444007.0,2016Sep
1413,ESTAMBUL,3497736600,462926.0,2016Oct
1414,ESTAMBUL,3502383500,462372.0,2016Nov
1415,ESTAMBUL,3973402900,524790.0,2016Dic
1416,ESTAMBUL,3682356400,15189.225806451614,2017Ene
1417,ESTAMBUL,3322669400,14917.892857142857,2017Feb
1418,ESTAMBUL,3696703800,15067.774193548386,2017Mar
1419,ESTAMBUL,3565013800,14948.766666666666,2017Abr
1420,ESTAMBUL,3693053600,15083.09677419355,2017May
1421,ESTAMBUL,3717943700,15555.6,2017Jun
1422,ESTAMBUL,3967965200,15790.548387096775,2017Jul
1423,ESTAMBUL,3873777200,15643.548387096775,2017Ago
1424,ESTAMBUL,3464762600,14505.433333333332,2017Sep
1425,ESTAMBUL,3483861100,14171.806451612903,2017Oct
1426,ESTAMBUL,3537194200,14937.266666666666,2017Nov
1427,ESTAMBUL,4147623600,16874.322580645163,2017Dic
1428,ESTAMBUL,3797149000,469229.0,2018Ene
1429,ESTAMBUL,3499018400,423858.0,2018Feb
1430,ESTAMBUL,3893755600,472464.0,2018Mar
1431,ESTAMBUL,3698563500,452376.0,2018Abr
1432,ESTAMBUL,3831154200,467533.0,2018May
1433,ESTAMBUL,3806070700,460400.0,2018Jun
1434,ESTAMBUL,4041849000,488886.0,2018Jul
1435,ESTAMBUL,4044948900,487530.0,2018Ago
1436,ESTAMBUL,3821469900,462452.0,2018Sept
1437,ESTAMBUL,4006129100,489194.0,2018Oct
1438,ESTAMBUL,0,0.0,2018Nov
1439,ESTAMBUL,0,0.0,2018Dic
1440,MEDIACANOA,3327483100,247748.0,2016Ene
1441,MEDIACANOA,2997275200,200820.0,2016Feb
1442,MEDIACANOA,3275832100,236395.0,2016Mar
1443,MEDIACANOA,3093007700,202887.0,2016Abr
1444,MEDIACANOA,3255562700,218899.0,2016May
1445,MEDIACANOA,2847849100,198428.0,2016Jun
1446,MEDIACANOA,2835463500,211955.0,2016Jul
1447,MEDIACANOA,3600457600,238032.0,2016Ago
1448,MEDIACANOA,3237212700,211373.0,2016Sep
1449,MEDIACANOA,3436143200,227279.0,2016Oct
1450,MEDIACANOA,3377923000,222578.0,2016Nov
1451,MEDIACANOA,3378960400,232527.0,2016Dic
1452,MEDIACANOA,3415977300,7612.548387096775,2017Ene
1453,MEDIACANOA,3142910400,6868.178571428572,2017Feb
1454,MEDIACANOA,3350933800,6713.322580645161,2017Mar
1455,MEDIACANOA,3330294300,7136.666666666667,2017Abr
1456,MEDIACANOA,2944960100,6304.258064516129,2017May
1457,MEDIACANOA,3412703000,7069.033333333334,2017Jun
1458,MEDIACANOA,3596779500,7470.354838709677,2017Jul
1459,MEDIACANOA,3382978100,7225.193548387097,2017Ago
1460,MEDIACANOA,3229057700,6710.0,2017Sep
1461,MEDIACANOA,3356092500,6959.096774193548,2017Oct
1462,MEDIACANOA,3423605700,7089.333333333333,2017Nov
1463,MEDIACANOA,3402845100,7211.677419354839,2017Dic
1464,MEDIACANOA,3484480200,229284.0,2018Ene
1465,MEDIACANOA,3224558200,190692.0,2018Feb
1466,MEDIACANOA,3444116600,222354.0,2018Mar
1467,MEDIACANOA,3399880600,201573.0,2018Abr
1468,MEDIACANOA,3358997900,201855.0,2018May
1469,MEDIACANOA,3353897900,208400.0,2018Jun
1470,MEDIACANOA,3547452100,227783.0,2018Jul
1471,MEDIACANOA,3704075700,228275.0,2018Ago
1472,MEDIACANOA,3407258100,203337.0,2018Sept
1473,MEDIACANOA,3579189900,216892.0,2018Oct
1474,MEDIACANOA,0,0.0,2018Nov
1475,MEDIACANOA,0,0.0,2018Dic
1476,PASO DE LA TORRE,314369500,25437.0,2016Ene
1477,PASO DE LA TORRE,313712000,22339.0,2016Feb
1478,PASO DE LA TORRE,338816400,24585.0,2016Mar
1479,PASO DE LA TORRE,315438000,24152.0,2016Abr
1480,PASO DE LA TORRE,355823300,25983.0,2016May
1481,PASO DE LA TORRE,348573200,26254.0,2016Jun
1482,PASO DE LA TORRE,426460800,29884.0,2016Jul
1483,PASO DE LA TORRE,366722200,26939.0,2016Ago
1484,PASO DE LA TORRE,388232600,26701.0,2016Sep
1485,PASO DE LA TORRE,397802500,27635.0,2016Oct
1486,PASO DE LA TORRE,360679700,25843.0,2016Nov
1487,PASO DE LA TORRE,427903100,30527.0,2016Dic
1488,PASO DE LA TORRE,382332900,909.6774193548387,2017Ene
1489,PASO DE LA TORRE,378850600,875.5,2017Feb
1490,PASO DE LA TORRE,389335100,859.3548387096774,2017Mar
1491,PASO DE LA TORRE,388622300,911.3666666666667,2017Abr
1492,PASO DE LA TORRE,390505000,844.741935483871,2017May
1493,PASO DE LA TORRE,399887000,911.7,2017Jun
1494,PASO DE LA TORRE,457830300,946.3548387096774,2017Jul
1495,PASO DE LA TORRE,398408600,884.9032258064516,2017Ago
1496,PASO DE LA TORRE,405826200,857.7333333333333,2017Sep
1497,PASO DE LA TORRE,452592600,892.8064516129032,2017Oct
1498,PASO DE LA TORRE,444984100,926.3,2017Nov
1499,PASO DE LA TORRE,494689100,1078.774193548387,2017Dic
1500,PASO DE LA TORRE,465461300,28642.0,2018Ene
1501,PASO DE LA TORRE,462022300,26527.0,2018Feb
1502,PASO DE LA TORRE,499995200,30714.0,2018Mar
1503,PASO DE LA TORRE,551514600,30514.0,2018Abr
1504,PASO DE LA TORRE,470090200,27657.0,2018May
1505,PASO DE LA TORRE,473722600,27886.0,2018Jun
1506,PASO DE LA TORRE,468112600,29668.0,2018Jul
1507,PASO DE LA TORRE,481942000,29391.0,2018Ago
1508,PASO DE LA TORRE,450834500,27646.0,2018Sept
1509,PASO DE LA TORRE,494548200,29843.0,2018Oct
1510,PASO DE LA TORRE,0,0.0,2018Nov
1511,PASO DE LA TORRE,0,0.0,2018Dic
1512,ROZO,974653400,118214.0,2016Ene
1513,ROZO,831984700,95641.0,2016Feb
1514,ROZO,942696600,109865.0,2016Mar
1515,ROZO,849852300,98059.0,2016Abr
1516,ROZO,920097200,108318.0,2016May
1517,ROZO,930049300,107063.0,2016Jun
1518,ROZO,1066087600,121019.0,2016Jul
1519,ROZO,981119000,114292.0,2016Ago
1520,ROZO,904634700,104970.0,2016Sep
1521,ROZO,951523600,111438.0,2016Oct
1522,ROZO,935507700,110209.0,2016Nov
1523,ROZO,1076772400,128032.0,2016Dic
1524,ROZO,1050381500,3952.2580645161293,2017Ene
1525,ROZO,886527400,3493.1785714285716,2017Feb
1526,ROZO,999404100,3565.9032258064517,2017Mar
1527,ROZO,1018701800,3781.6666666666665,2017Abr
1528,ROZO,996169500,3608.3225806451615,2017May
1529,ROZO,1017956400,3803.0666666666666,2017Jun
1530,ROZO,1085042000,3935.8387096774195,2017Jul
1531,ROZO,1060977900,3824.451612903226,2017Ago
1532,ROZO,973641100,3579.8333333333335,2017Sep
1533,ROZO,1021876900,3691.1935483870966,2017Oct
1534,ROZO,1034617700,3849.9,2017Nov
1535,ROZO,1181409800,4327.193548387097,2017Dic
1536,ROZO,1125549400,126205.0,2018Ene
1537,ROZO,943389600,100832.0,2018Feb
1538,ROZO,1083721700,116331.0,2018Mar
1539,ROZO,1034939500,110936.0,2018Abr
1540,ROZO,1010033600,109066.0,2018May
1541,ROZO,1043173100,112361.0,2018Jun
1542,ROZO,1126084100,121203.0,2018Jul
1543,ROZO,1108952900,118181.0,2018Ago
1544,ROZO,1032416300,109342.0,2018Sept
1545,ROZO,1098654200,117288.0,2018Oct
1546,ROZO,0,0.0,2018Nov
1547,ROZO,0,0.0,2018Dic
1548,TUNIA,2281270900,239447.0,2016Ene
1549,TUNIA,1967118300,183591.0,2016Feb
1550,TUNIA,2305675800,226546.0,2016Mar
1551,TUNIA,1988033000,186438.0,2016Abr
1552,TUNIA,2111622100,201084.0,2016May
1553,TUNIA,1358423100,133276.0,2016Jun
1554,TUNIA,2040237900,214002.0,2016Jul
1555,TUNIA,2430319800,225164.0,2016Ago
1556,TUNIA,2113931150,199745.0,2016Sep
1557,TUNIA,2209695700,212793.0,2016Oct
1558,TUNIA,2231469450,214318.0,2016Nov
1559,TUNIA,2503449600,246716.0,2016Dic
1560,TUNIA,2488709950,7992.258064516129,2017Ene
1561,TUNIA,2047484100,6510.714285714285,2017Feb
1562,TUNIA,2188276350,6464.709677419355,2017Mar
1563,TUNIA,2377006000,7554.4,2017Abr
1564,TUNIA,2209181000,6584.967741935484,2017May
1565,TUNIA,2341211100,7119.733333333334,2017Jun
1566,TUNIA,2544124600,7619.806451612903,2017Jul
1567,TUNIA,2493916400,7356.032258064516,2017Ago
1568,TUNIA,2306203500,6826.4,2017Sep
1569,TUNIA,2333679750,6705.096774193548,2017Oct
1570,TUNIA,2065749300,6035.766666666666,2017Nov
1571,TUNIA,2715139700,8281.193548387097,2017Dic
1572,TUNIA,2706814200,257357.0,2018Ene
1573,TUNIA,2186328400,185831.0,2018Feb
1574,TUNIA,2611886750,235556.0,2018Mar
1575,TUNIA,2445795550,214390.0,2018Abr
1576,TUNIA,2381986600,208193.0,2018May
1577,TUNIA,2457925500,218417.0,2018Jun
1578,TUNIA,2696347300,241636.0,2018Jul
1579,TUNIA,2640026200,229114.0,2018Ago
1580,TUNIA,2456653400,211439.0,2018Sept
1581,TUNIA,2613248400,228591.0,2018Oct
1582,TUNIA,0,0.0,2018Nov
1583,TUNIA,0,0.0,2018Dic
1584,VILLARICA,2937552600,330247.0,2016Ene
1585,VILLARICA,2640579300,272409.0,2016Feb
1586,VILLARICA,3028157900,321510.0,2016Mar
1587,VILLARICA,2617425900,277106.0,2016Abr
1588,VILLARICA,2807074300,295280.0,2016May
1589,VILLARICA,2185010300,237760.0,2016Jun
1590,VILLARICA,2890892300,318263.0,2016Jul
1591,VILLARICA,3233775000,330214.0,2016Ago
1592,VILLARICA,2989799500,300347.0,2016Sep
1593,VILLARICA,2994296700,316619.0,2016Oct
1594,VILLARICA,3067280700,316328.0,2016Nov
1595,VILLARICA,3352821200,364238.0,2016Dic
1596,VILLARICA,3319521400,11275.129032258064,2017Ene
1597,VILLARICA,2830877800,9744.107142857143,2017Feb
1598,VILLARICA,2998653600,9684.709677419354,2017Mar
1599,VILLARICA,3109241900,10781.033333333333,2017Abr
1600,VILLARICA,2965079800,9892.935483870968,2017May
1601,VILLARICA,3115072800,10476.866666666667,2017Jun
1602,VILLARICA,3455616600,10992.935483870968,2017Jul
1603,VILLARICA,3386501400,10784.032258064517,2017Ago
1604,VILLARICA,3177820300,10255.7,2017Sep
1605,VILLARICA,3229166200,10199.58064516129,2017Oct
1606,VILLARICA,2827641150,9200.566666666668,2017Nov
1607,VILLARICA,3649452950,12101.225806451614,2017Dic
1608,VILLARICA,3569589100,362643.0,2018Ene
1609,VILLARICA,2982301500,280022.0,2018Feb
1610,VILLARICA,3628838700,343165.0,2018Mar
1611,VILLARICA,3363717300,317608.0,2018Abr
1612,VILLARICA,3318184200,315641.0,2018May
1613,VILLARICA,3393585400,322113.0,2018Jun
1614,VILLARICA,3716513300,351726.0,2018Jul
1615,VILLARICA,3632112600,341067.0,2018Ago
1616,VILLARICA,3472156700,320338.0,2018Sept
1617,VILLARICA,3658232900,342988.0,2018Oct
1618,VILLARICA,0,0.0,2018Nov
1619,VILLARICA,0,0.0,2018Dic
1620,EL ESCOBAL,31516000,66963.0,2016Ene
1621,EL ESCOBAL,35249000,71955.0,2016Feb
1622,EL ESCOBAL,35502000,71917.0,2016Mar
1623,EL ESCOBAL,38948000,75100.0,2016Abr
1624,EL ESCOBAL,38025000,75916.0,2016May
1625,EL ESCOBAL,35196000,71642.0,2016Jun
1626,EL ESCOBAL,38375200,79769.0,2016Jul
1627,EL ESCOBAL,41066000,87755.0,2016Ago
1628,EL ESCOBAL,43929200,93932.0,2016Sep
1629,EL ESCOBAL,43372000,95902.0,2016Oct
1630,EL ESCOBAL,41777350,92443.0,2016Nov
1631,EL ESCOBAL,47241000,101253.0,2016Dic
1632,EL ESCOBAL,40087500,2857.483870967742,2017Ene
1633,EL ESCOBAL,41714300,3123.1071428571427,2017Feb
1634,EL ESCOBAL,48830950,3169.0,2017Mar
1635,EL ESCOBAL,42592000,2995.5666666666666,2017Abr
1636,EL ESCOBAL,43873500,2971.6451612903224,2017May
1637,EL ESCOBAL,40989100,3011.4666666666667,2017Jun
1638,EL ESCOBAL,45020100,3114.8709677419356,2017Jul
1639,EL ESCOBAL,46841100,3276.0,2017Ago
1640,EL ESCOBAL,46768000,3421.3,2017Sep
1641,EL ESCOBAL,48139400,3398.7419354838707,2017Oct
1642,EL ESCOBAL,47419100,3413.2,2017Nov
1643,EL ESCOBAL,51503200,3630.3225806451615,2017Dic
1644,EL ESCOBAL,42268700,93452.0,2018Ene
1645,EL ESCOBAL,46380000,96997.0,2018Feb
1646,EL ESCOBAL,48632500,108377.0,2018Mar
1647,EL ESCOBAL,50210200,109868.0,2018Abr
1648,EL ESCOBAL,50233700,109740.0,2018May
1649,EL ESCOBAL,46826000,106294.0,2018Jun
1650,EL ESCOBAL,49920600,114685.0,2018Jul
1651,EL ESCOBAL,53726000,118786.0,2018Ago
1652,EL ESCOBAL,51338200,116398.0,2018Sept
1653,EL ESCOBAL,52761200,121039.0,2018Oct
1654,EL ESCOBAL,51385000,121283.0,2018Nov
1655,EL ESCOBAL,58381000,137281.0,2018Dic
