Centro Poblado,Aeropuerto,Distancia(Km),Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,Tipo_Cobertura
MEDELLÍN,OLAYA HERRERA,3.07967290965387,True,VOLAR COLOMBIA,52.6717964053605,ALI PIEDRAHITA,62.4509417241662,OLAYA HERRERA,3.07967290965387,JOSE M. CORDOVA,19.783628757643,Internacional
PALMITAS,OLAYA HERRERA,17.5545482812624,True,CAROLINA DEL PRINCIPE,61.1834271759248,ALI PIEDRAHITA,49.8592130942614,OLAYA HERRERA,17.5545482812624,JOSE M. CORDOVA,35.5906449376355,Internacional
SANTA ELENA,INGENIO PROVIDENCIA,8.0335582287207,True,INGENIO PROVIDENCIA,8.0335582287207,FARFAN HERIBERTO GIL MAR,49.1325451748873,BUENAVENTURA-GERARDO TOBAR LOPEZ,86.0244658859833,ALFONSO BONILLA ARAGON,20.5285236994084,Internacional
ALTAVISTA,OLAYA HERRERA,4.22878985019279,True,VOLAR COLOMBIA,50.0785984266058,ALI PIEDRAHITA,57.8008021080894,OLAYA HERRERA,4.22878985019279,JOSE M. CORDOVA,23.6406437438212,Internacional
AGUAS FRÍAS,OLAYA HERRERA,5.14296362140756,True,VOLAR COLOMBIA,51.1813059590404,ALI PIEDRAHITA,56.8691877620309,OLAYA HERRERA,5.14296362140756,JOSE M. CORDOVA,24.6581465795617,Internacional
LA LOMA,EL EMBRUJO,97.1154531429532,False,NUEVA FORTUNA,704.745784233863,CAPURGANA,646.870096632668,EL EMBRUJO,97.1154531429532,RAFAEL NUÑEZ,715.855637428035,Sin cobertura
SAN JOSÉ DEL MANZANILLO,OLAYA HERRERA,2.99144141745127,True,VOLAR COLOMBIA,48.1043254331227,ALI PIEDRAHITA,59.8605526752936,OLAYA HERRERA,2.99144141745127,JOSE M. CORDOVA,21.5322026800607,Internacional
BARRO BLANCO,SAN BERNARDO,25.3697141388984,True,SAN BERNARDO,25.3697141388984,LAS BRUJAS,71.8220061729186,LOS GARZONES,144.989267076566,RAFAEL NUÑEZ,152.243581933441,Aeródromo
EL CERRO,ANTONIO NARIÑO,38.0781434211722,True,EL GUAYABAL,71.3016456197922,JUAN CASIANO,109.195513154648,ANTONIO NARIÑO,38.0781434211722,ALFONSO BONILLA ARAGON,240.676994865676,Nacional
EL PATIO,OLAYA HERRERA,9.26428214612183,True,VOLAR COLOMBIA,56.3318897196499,ALI PIEDRAHITA,54.411592006031,OLAYA HERRERA,9.26428214612183,JOSE M. CORDOVA,28.1894787995489,Internacional
EL PLACER,ORITO,24.855401357849,True,ORITO,24.855401357849,CANANGUCHAL,70.3274722276812,TRES DE MAYO,53.4799950516356,BENITO SALAS,333.553495297577,Aeródromo
EL PLAN,ALFONSO LOPEZ PUMAREJO,23.2148253274297,True,SAN JUAN DEL CESAR,31.9749980192931,JORGE ISAACS (LA MINA),189.831570369287,ALFONSO LOPEZ PUMAREJO,23.2148253274297,ALMIRANTE PADILLA,119.388680858664,Nacional
LA ALDEA,OLAYA HERRERA,18.4622185732554,True,CAROLINA DEL PRINCIPE,62.2705716154884,ALI PIEDRAHITA,48.4078878126795,OLAYA HERRERA,18.4622185732554,JOSE M. CORDOVA,36.7757259740773,Internacional
LA CUCHILLA,TUCANES - CA.,16.4074704106921,True,TUCANES - CA.,16.4074704106921,FARFAN HERIBERTO GIL MAR,43.7816990178214,PERALES,88.7061256737918,MATECAÑA,54.7862858164311,Aeródromo
LA PALMA,EL ALGARROBO,42.1572665358789,False,EL ALGARROBO,42.1572665358789,LAS BRUJAS,90.102720446442,LOS GARZONES,115.970716606696,RAFAEL NUÑEZ,210.249295131303,Sin cobertura
LAS PLAYAS,OLAYA HERRERA,9.65002662438781,True,VOLAR COLOMBIA,57.0459346784965,ALI PIEDRAHITA,54.5407787978493,OLAYA HERRERA,9.65002662438781,JOSE M. CORDOVA,28.3493747838485,Internacional
PIEDRA GORDA,OLAYA HERRERA,10.3199685335627,True,VOLAR COLOMBIA,52.5974100475991,ALI PIEDRAHITA,71.7770022403824,OLAYA HERRERA,10.3199685335627,JOSE M. CORDOVA,11.4166783381298,Internacional
POTRERITO,CENTRAL CASTILLA,12.7458500321159,True,CENTRAL CASTILLA,12.7458500321159,FARFAN HERIBERTO GIL MAR,75.1785286202266,BUENAVENTURA-GERARDO TOBAR LOPEZ,99.3884894809594,ALFONSO BONILLA ARAGON,25.4230818405123,Internacional
TRAVESÍAS,INGENIO RISARALDA,44.0299371327103,False,INGENIO RISARALDA,44.0299371327103,CONDOTO MANDINGA,96.4602340923689,LA NUBIA,49.3615294673274,MATECAÑA,53.4081177462359,Sin cobertura
URQUITA,OLAYA HERRERA,20.6123474856724,True,CAROLINA DEL PRINCIPE,60.1608542650731,ALI PIEDRAHITA,48.789109023266,OLAYA HERRERA,20.6123474856724,JOSE M. CORDOVA,38.2878996781265,Internacional
BOQUERÓN,JORGE E. GONZALEZ T.,34.7579853529652,True,MAPIRIPAN,37.2096134108533,JORGE E. GONZALEZ T.,34.7579853529652,VANGUARDIA,223.592573712446,EL DORADO,306.999708172044,Regional
EL LLANO 1,OLAYA HERRERA,10.514880431001,True,VOLAR COLOMBIA,58.1608752825332,ALI PIEDRAHITA,54.4332081159478,OLAYA HERRERA,10.514880431001,JOSE M. CORDOVA,28.9098649019052,Internacional
EL LLANO,BUENAVENTURA-GERARDO TOBAR LOPEZ,9.92784300922365,True,EDGAR CALDAS POTES-CA,61.7323490394532,FARFAN HERIBERTO GIL MAR,95.7008327445712,BUENAVENTURA-GERARDO TOBAR LOPEZ,9.92784300922365,ALFONSO BONILLA ARAGON,72.4122624243147,Nacional
LA VERDE,CAMPO CAPOTE,38.4233571563125,True,CAMPO CAPOTE,38.4233571563125,MORELA,59.3209399239056,YARIGUIES,69.1052906470617,PALONEGRO,110.822180343043,Aeródromo
MATASANO,OLAYA HERRERA,11.5252924894433,True,VOLAR COLOMBIA,55.3096480483066,ALI PIEDRAHITA,71.9488134031359,OLAYA HERRERA,11.5252924894433,JOSE M. CORDOVA,13.0752766610618,Internacional
MATASANO 2,OLAYA HERRERA,10.7448278167715,True,VOLAR COLOMBIA,55.9631977082415,ALI PIEDRAHITA,70.5495543043363,OLAYA HERRERA,10.7448278167715,JOSE M. CORDOVA,14.6228595005956,Internacional
MAZO,OLAYA HERRERA,10.5985800761577,True,VOLAR COLOMBIA,54.0421370410592,ALI PIEDRAHITA,71.5184667069732,OLAYA HERRERA,10.5985800761577,JOSE M. CORDOVA,12.5274725381171,Internacional
MEDIA LUNA,PUERTO BOLIVAR,2.63524749358664,True,MANAURE,66.8361692006591,PUERTO BOLIVAR,2.63524749358664,ALFONSO LOPEZ PUMAREJO,241.561849280404,ALMIRANTE PADILLA,127.365043931475,Regional
LAS CAMELIAS,MORICHITO,14.895444916699,True,MORICHITO,14.895444916699,GUSTAVO VARGAS,46.7086926843324,EL ALCARAVAN,99.6661947344119,PALONEGRO,190.517179830657,Aeródromo
ABEJORRAL,VOLAR COLOMBIA,19.3584103763782,True,VOLAR COLOMBIA,19.3584103763782,JOSE CELESTINO,88.0423778211631,OLAYA HERRERA,51.1607573412742,JOSE M. CORDOVA,41.724663600618,Aeródromo
PANTANILLO,EL SANTUARIO,35.7380470663102,True,EL SANTUARIO,35.7380470663102,JOSE CELESTINO,58.5921914194805,PERALES,91.983324495503,EL DORADO,40.8977809137246,Aeródromo
NARANJAL - LAS FONDAS,VOLAR COLOMBIA,9.89127196145507,True,VOLAR COLOMBIA,9.89127196145507,JOSE CELESTINO,92.8491782293715,OLAYA HERRERA,51.5093658671044,JOSE M. CORDOVA,45.7245736291976,Aeródromo
LAS CANOAS,NUEVA ROMA,34.4728908947269,True,NUEVA ROMA,34.4728908947269,LAS BRUJAS,132.441246675237,ALFONSO LOPEZ PUMAREJO,137.994259877552,ERNESTO CORTISSOZ,79.4776232471418,Aeródromo
ABRIAQUÍ,FRONTINO EL PLATEADO,13.5060170754096,True,FRONTINO EL PLATEADO,13.5060170754096,ALI PIEDRAHITA,34.8904344252545,OLAYA HERRERA,69.5657389192951,JOSE M. CORDOVA,87.9103080070144,Regional
POTREROS SECTOR 1,FRONTINO EL PLATEADO,8.2348393884763,True,FRONTINO EL PLATEADO,8.2348393884763,ALI PIEDRAHITA,39.02177131052,OLAYA HERRERA,74.7608145037631,JOSE M. CORDOVA,92.939564576976,Regional
ALEJANDRÍA,NUEVA ROMA,25.8580598699215,True,NUEVA ROMA,25.8580598699215,LAS BRUJAS,145.491742855807,ALFONSO LOPEZ PUMAREJO,109.256012494505,ERNESTO CORTISSOZ,131.095226009146,Aeródromo
AMAGÁ,OLAYA HERRERA,23.6602573620911,True,VOLAR COLOMBIA,31.4654695388893,ALI PIEDRAHITA,58.1701727255231,OLAYA HERRERA,23.6602573620911,JOSE M. CORDOVA,33.8606519311466,Internacional
CAMILO C,OLAYA HERRERA,24.6341700197589,True,VOLAR COLOMBIA,30.0675352153467,ALI PIEDRAHITA,59.2407419617005,OLAYA HERRERA,24.6341700197589,JOSE M. CORDOVA,34.0978975706171,Internacional
LA CLARITA,OLAYA HERRERA,20.7293556952629,True,VOLAR COLOMBIA,34.5418036245574,ALI PIEDRAHITA,56.6118022068518,OLAYA HERRERA,20.7293556952629,JOSE M. CORDOVA,32.3819342977452,Internacional
LA FERREIRA,OLAYA HERRERA,21.8526795742475,True,VOLAR COLOMBIA,34.3101833140884,ALI PIEDRAHITA,56.0162837103867,OLAYA HERRERA,21.8526795742475,JOSE M. CORDOVA,33.5888126459577,Internacional
LA GUALÍ,OLAYA HERRERA,22.2361264640683,True,VOLAR COLOMBIA,33.590287064109,ALI PIEDRAHITA,56.5951880836468,OLAYA HERRERA,22.2361264640683,JOSE M. CORDOVA,33.5702566083406,Internacional
PIEDECUESTA,JOSE CELESTINO,13.5159849488022,True,GANADERIA EL TRIUNFO,22.9270547733822,JOSE CELESTINO,13.5159849488022,LA NUBIA,56.3136993029632,MATECAÑA,92.269217233967,Regional
MINAS,LA JAGUA,22.4212240614171,True,LA JAGUA,22.4212240614171,CONTADOR,47.4963300040789,GUSTAVO ARTUNDUAGA PAREDES,79.3724182759263,BENITO SALAS,102.960761633098,Aeródromo
CAMILO C - ALTO DE LA VIRGEN,OLAYA HERRERA,24.8264099605924,True,VOLAR COLOMBIA,30.3146924690805,ALI PIEDRAHITA,58.7809072208899,OLAYA HERRERA,24.8264099605924,JOSE M. CORDOVA,34.5243587445395,Internacional
PIEDECUESTA - MANI DE LAS CASAS,OLAYA HERRERA,21.6616445915974,True,VOLAR COLOMBIA,32.8778748045543,ALI PIEDRAHITA,57.9501749486815,OLAYA HERRERA,21.6616445915974,JOSE M. CORDOVA,32.3342095484848,Internacional
AMALFI,EL RIO,4.29901138791201,True,EL RIO,4.29901138791201,REMEDIOS OTU,41.9482926846517,OLAYA HERRERA,95.2190706770922,JOSE M. CORDOVA,91.2632551082593,Aeródromo
PORTACHUELO,LAS ACACIAS,15.0232336608814,True,LAS ACACIAS,15.0232336608814,JOSE CELESTINO,100.039456069255,VANGUARDIA,102.44029304631,EL DORADO,37.0397458403249,Internacional
ANDES,COVEÑAS,27.1492860624885,True,COVEÑAS,27.1492860624885,LAS BRUJAS,27.5673845659978,LOS GARZONES,56.7146143001852,RAFAEL NUÑEZ,134.717844147313,Regional
BUENOS AIRES,MIRAFLORES,12.8053573120426,True,MIRAFLORES,12.8053573120426,JORGE E. GONZALEZ T.,151.396854267359,VANGUARDIA,358.564517029065,BENITO SALAS,413.305892511192,Aeródromo
SAN JOSÉ,JAMAICA,1.77290039872068,True,JAMAICA,1.77290039872068,ALBERTO LLERAS CAMARGO,85.4589169488072,EL ALCARAVAN,25.6443062379857,EL DORADO,192.241020994714,Nacional
SANTA RITA,JIBICI,2.95561473946641,True,JIBICI,2.95561473946641,CESAR GAVIRIA TRUJILLO,123.436142364873,SANTIAGO PEREZ QUIROZ,358.897833329257,CAMILO DAZA,570.749987436573,Aeródromo
TAPARTÓ,VOLAR COLOMBIA,40.8617435448358,False,VOLAR COLOMBIA,40.8617435448358,ALI PIEDRAHITA,72.3128111667777,OLAYA HERRERA,71.086682484238,JOSE M. CORDOVA,79.0642864293179,Sin cobertura
SANTA INÉS,LAS AGUILAS -CA,13.5271229204228,True,LAS AGUILAS -CA,13.5271229204228,FARFAN HERIBERTO GIL MAR,62.6926361154117,BUENAVENTURA-GERARDO TOBAR LOPEZ,54.4924999203912,ALFONSO BONILLA ARAGON,19.7186396626908,Internacional
SAN BARTOLO,VOLAR COLOMBIA,31.5593772502085,True,VOLAR COLOMBIA,31.5593772502085,ALI PIEDRAHITA,83.018198943415,OLAYA HERRERA,71.0323978669112,JOSE M. CORDOVA,75.4904331606962,Aeródromo
LA CHAPARRALA - LA UNIÓN,VOLAR COLOMBIA,38.0144408488127,True,VOLAR COLOMBIA,38.0144408488127,ALI PIEDRAHITA,78.7222498478714,OLAYA HERRERA,73.1290777933333,JOSE M. CORDOVA,79.4553319498016,Aeródromo
ANGELÓPOLIS,OLAYA HERRERA,18.1809350923133,True,VOLAR COLOMBIA,39.2483452198135,ALI PIEDRAHITA,53.2963806103908,OLAYA HERRERA,18.1809350923133,JOSE M. CORDOVA,32.4583518995198,Internacional
LA ESTACIÓN,EL DORADO,26.1406260145511,True,FLAMINIO S. CAMACHO,34.8920646619245,SANTIAGO VILA,71.2384498404661,PERALES,92.0487104349866,EL DORADO,26.1406260145511,Internacional
CIENAGUITA,TOLU,18.5907777614137,True,COVEÑAS,32.873478037697,TOLU,18.5907777614137,LOS GARZONES,89.4480307662304,RAFAEL NUÑEZ,103.120548421205,Regional
ANGOSTURA,SAN BERNARDO,7.60072973746231,True,SAN BERNARDO,7.60072973746231,LAS BRUJAS,98.47109746523,LOS GARZONES,166.717489143898,RAFAEL NUÑEZ,176.43213157221,Aeródromo
LLANOS DE CUIBA,CAROLINA DEL PRINCIPE,23.8158450276821,True,CAROLINA DEL PRINCIPE,23.8158450276821,REMEDIOS OTU,87.9911889682826,OLAYA HERRERA,66.8655467871717,JOSE M. CORDOVA,72.4579481000669,Aeródromo
ANORÍ,EL RIO,22.8345826061838,True,EL RIO,22.8345826061838,REMEDIOS OTU,48.2854605979166,OLAYA HERRERA,106.80669655983,JOSE M. CORDOVA,105.659022529068,Aeródromo
LIBERIA,VILLA GEORGINA,19.7618468661146,True,VILLA GEORGINA,19.7618468661146,SANTIAGO VILA,35.0762677098453,PERALES,70.5445507155165,EL DORADO,52.7260662349812,Regional
MONTEFRÍO,EL RIO,12.3220829272247,True,EL RIO,12.3220829272247,REMEDIOS OTU,47.6556777714898,OLAYA HERRERA,95.1836726702661,JOSE M. CORDOVA,92.8760520613363,Aeródromo
SANTA FÉ DE ANTIOQUIA,FRONTINO EL PLATEADO,39.7944388150545,True,FRONTINO EL PLATEADO,39.7944388150545,ALI PIEDRAHITA,43.0356887825388,OLAYA HERRERA,45.6182354763444,JOSE M. CORDOVA,62.4045688705776,Aeródromo
LAURELES,GUADALAJARA,23.0928206118084,True,GUADALAJARA,23.0928206118084,SANTIAGO VILA,63.8633512669892,PERALES,26.2042787465714,MATECAÑA,64.4439390637628,Nacional
EL PESCADO,PUERTO PERALES,20.9597540544679,True,PUERTO PERALES,20.9597540544679,MORELA,69.8459539338957,OLAYA HERRERA,130.877366267504,JOSE M. CORDOVA,111.356830243281,Aeródromo
SABANAS,EL ESFUERZO,28.2089699269388,True,EL ESFUERZO,28.2089699269388,LAS BRUJAS,132.575080194687,ALFONSO LOPEZ PUMAREJO,159.434240857344,ERNESTO CORTISSOZ,57.3227192812127,Aeródromo
KILOMETRO 2,FRONTINO EL PLATEADO,37.7033154568329,True,FRONTINO EL PLATEADO,37.7033154568329,ALI PIEDRAHITA,41.5992925783419,OLAYA HERRERA,47.2230224790066,JOSE M. CORDOVA,64.2484428170172,Aeródromo
PASO REAL,ALI PIEDRAHITA,41.325598526128,False,FRONTINO EL PLATEADO,42.9436999208712,ALI PIEDRAHITA,41.325598526128,OLAYA HERRERA,41.3310776695611,JOSE M. CORDOVA,58.5514117610773,Sin cobertura
ANZÁ,OLAYA HERRERA,30.5846782520046,True,FRONTINO EL PLATEADO,56.7128764871893,ALI PIEDRAHITA,31.7777965260924,OLAYA HERRERA,30.5846782520046,JOSE M. CORDOVA,50.1037535696132,Nacional
GUINTAR,ALI PIEDRAHITA,20.6120974161589,True,FRONTINO EL PLATEADO,51.2199451857606,ALI PIEDRAHITA,20.6120974161589,OLAYA HERRERA,41.4329462291302,JOSE M. CORDOVA,60.8846824084823,Regional
LA CEJITA,ALI PIEDRAHITA,25.409078849008,True,FRONTINO EL PLATEADO,51.0824715198912,ALI PIEDRAHITA,25.409078849008,OLAYA HERRERA,37.3560335058544,JOSE M. CORDOVA,56.8774621941418,Nacional
LA HIGUINA,ALI PIEDRAHITA,32.3034888240423,True,FRONTINO EL PLATEADO,51.1594508948983,ALI PIEDRAHITA,32.3034888240423,OLAYA HERRERA,33.1630212511878,JOSE M. CORDOVA,52.457739037475,Nacional
APARTADÓ,REYES MURILLO,47.7791264928249,False,PIZARRO,64.2540240626786,REYES MURILLO,47.7791264928249,EL CARAÑO,49.8348561664054,MATECAÑA,151.285581099925,Sin cobertura
SAN JOSÉ DE APARTADÓ,LOS PLANES,10.6752872224956,True,LOS PLANES,10.6752872224956,ALCIDES FERNANDEZ,103.821670611569,ANTONIO ROLDAN BETANCOURT,18.753664808415,JOSE M. CORDOVA,228.824481179255,Nacional
CHURIDÓ,LOS PLANES,4.27471760424128,True,LOS PLANES,4.27471760424128,ALCIDES FERNANDEZ,96.8437851160517,ANTONIO ROLDAN BETANCOURT,7.86602448561503,JOSE M. CORDOVA,233.749254573613,Nacional
ZUNGO CARRETERA,LOS PLANES,1.21056581338122,True,LOS PLANES,1.21056581338122,ALCIDES FERNANDEZ,101.657920611308,ANTONIO ROLDAN BETANCOURT,7.54637120713268,JOSE M. CORDOVA,228.793161170699,Nacional
LOS NARANJALES,ANTONIO ROLDAN BETANCOURT,0.921760240971251,True,LOS ALMENDROS,6.86723182163121,ALCIDES FERNANDEZ,97.3802404393053,ANTONIO ROLDAN BETANCOURT,0.921760240971251,JOSE M. CORDOVA,232.680804373079,Nacional
VIJAGUAL,LA CACICA,30.2447823485232,True,LA CACICA,30.2447823485232,AGUAS CLARAS,72.2004874513035,YARIGUIES,91.868072940904,PALONEGRO,106.482705113684,Aeródromo
EL REPOSO,LA LUCHA,1.9209194859548,True,LA LUCHA,1.9209194859548,LAS BRUJAS,217.784665454408,ALFONSO LOPEZ PUMAREJO,116.33663073751,SIMON BOLIVAR,19.9175166081815,Internacional
BAJO DEL OSO,LOS PLANES,8.73958421055876,True,LOS PLANES,8.73958421055876,ALCIDES FERNANDEZ,96.7137104479375,ANTONIO ROLDAN BETANCOURT,14.834760572358,JOSE M. CORDOVA,235.110585907333,Nacional
EL SALVADOR,GUILLERMO LEON VALENCIA,3.50393229399427,True,EL GUAYABAL,55.5241392840402,CONTADOR,86.7419638530787,GUILLERMO LEON VALENCIA,3.50393229399427,ALFONSO BONILLA ARAGON,127.163044848991,Nacional
PUERTO GIRÓN,INDIRA,6.17733671903604,True,INDIRA,6.17733671903604,ALCIDES FERNANDEZ,88.3908252650836,ANTONIO ROLDAN BETANCOURT,10.6803635267257,JOSE M. CORDOVA,241.89282658728,Nacional
LOMA VERDE,SAN JOSE DE MULATOS,24.0396727133943,True,SAN JOSE DE MULATOS,24.0396727133943,EL PINDO,99.4402140355545,LOS GARZONES,52.6854333657958,RAFAEL NUÑEZ,228.06060351525,Aeródromo
SAN PABLO,SAN AGUSTIN- C.A.,29.5131089632233,True,SAN AGUSTIN- C.A.,29.5131089632233,SANTIAGO VILA,40.6459234578926,PERALES,74.8119618014383,EL DORADO,103.524406778962,Aeródromo
ARBOLETES,ARBOLETES,1.28321019974693,True,ARBOLETES,1.28321019974693,ALCIDES FERNANDEZ,101.053594893495,LOS GARZONES,66.0966136937169,RAFAEL NUÑEZ,203.395070813797,Aeródromo
EL CARMELO,LA ESMERALDA - CA,3.21521353473053,True,LA ESMERALDA - CA,3.21521353473053,FARFAN HERIBERTO GIL MAR,79.8394443609359,BUENAVENTURA-GERARDO TOBAR LOPEZ,78.7479169415143,ALFONSO BONILLA ARAGON,16.0846419154122,Internacional
LAS NARANJITAS,SAN JOSE DE MULATOS,19.9358937314691,True,SAN JOSE DE MULATOS,19.9358937314691,ALCIDES FERNANDEZ,103.483443112709,LOS GARZONES,64.6791877540347,RAFAEL NUÑEZ,230.963947443245,Aeródromo
EL YESO,LAS BRUJAS,11.4578809578727,True,COVEÑAS,36.0859881145573,LAS BRUJAS,11.4578809578727,LOS GARZONES,82.0077724209675,RAFAEL NUÑEZ,116.797125316278,Regional
LA TRINIDAD,BUENOS AIRES -FADELCE,54.4000245711911,False,BUENOS AIRES -FADELCE,54.4000245711911,AGUAS CLARAS,64.392142688876,ALFONSO LOPEZ PUMAREJO,173.763946031936,CAMILO DAZA,129.595098457091,Sin cobertura
LAS PLATAS (SANTAFÉ),NUEVA FORTUNA,25.1871142150985,True,NUEVA FORTUNA,25.1871142150985,ALCIDES FERNANDEZ,92.1189914901957,LOS GARZONES,72.7344157543819,RAFAEL NUÑEZ,230.619902156294,Aeródromo
LA CANDELARIA,LA FE,5.66729368770094,True,LA FE,5.66729368770094,LAS BRUJAS,205.427171898763,ALFONSO LOPEZ PUMAREJO,116.207425285859,SIMON BOLIVAR,29.5057655534148,Internacional
EL GUADUAL,EL JUNCAL,10.1346880130729,True,EL JUNCAL,10.1346880130729,EDUARDO FALLA SOLANO,88.6187666358182,GUSTAVO ARTUNDUAGA PAREDES,138.796315695311,BENITO SALAS,18.3659914520127,Internacional
ARGELIA,LA ELVIRA,21.0659987899816,True,LA ELVIRA,21.0659987899816,FARFAN HERIBERTO GIL MAR,71.2636318074638,LA NUBIA,79.8214881139055,MATECAÑA,43.241802749637,Aeródromo
ARMENIA,HOTEL DEL CAMPO - CA,16.9565955102166,True,HOTEL DEL CAMPO - CA,16.9565955102166,FARFAN HERIBERTO GIL MAR,77.6975163955386,LA NUBIA,59.8129190129802,MATECAÑA,31.4564321040789,Internacional
LA HERRADURA,ALFONSO BONILLA ARAGON,3.44008896549045,True,INGENIO MANUELITA,8.45212343171961,FARFAN HERIBERTO GIL MAR,63.532471736185,BUENAVENTURA-GERARDO TOBAR LOPEZ,77.5051389916802,ALFONSO BONILLA ARAGON,3.44008896549045,Internacional
EL SOCORRO,LAS BRUJAS,11.5348524873088,True,BARACOA,39.8296321774588,LAS BRUJAS,11.5348524873088,LOS GARZONES,83.4554448857627,RAFAEL NUÑEZ,135.415023783136,Regional
FILO SECO,OLAYA HERRERA,25.973214719575,True,VOLAR COLOMBIA,47.1015280874043,ALI PIEDRAHITA,41.7605592134131,OLAYA HERRERA,25.973214719575,JOSE M. CORDOVA,43.0676897556111,Nacional
PALMICHAL,OLAYA HERRERA,24.8523124156528,True,VOLAR COLOMBIA,48.4779316614935,ALI PIEDRAHITA,41.3825264575312,OLAYA HERRERA,24.8523124156528,JOSE M. CORDOVA,42.4242829848087,Nacional
BARBOSA,GUSTAVO ROJAS PINILLA,52.7940606280864,False,GUSTAVO ROJAS PINILLA,52.7940606280864,ALBERTO LLERAS CAMARGO,76.9492515910214,YARIGUIES,123.218135979429,PALONEGRO,141.191889508897,Sin cobertura
HATILLO,LAS TAPIAS,22.9037228533229,True,LAS TAPIAS,22.9037228533229,AGUAS CLARAS,69.032808377912,YARIGUIES,170.887926818767,CAMILO DAZA,171.722836708945,Aeródromo
PLATANITO,JOSE M. CORDOVA,26.8218292980224,True,CAROLINA DEL PRINCIPE,37.7781868893305,ALI PIEDRAHITA,81.5787213770096,OLAYA HERRERA,28.8726264965668,JOSE M. CORDOVA,26.8218292980224,Internacional
ISAZA,PALANQUERO -GERMAN OLANO,20.2342625622985,True,PALANQUERO -GERMAN OLANO,20.2342625622985,JOSE CELESTINO,41.1982136460824,LA NUBIA,94.4048699626919,JOSE M. CORDOVA,93.8281016562889,Aeródromo
POPALITO,CAROLINA DEL PRINCIPE,28.025142132553,True,CAROLINA DEL PRINCIPE,28.025142132553,REMEDIOS OTU,86.7111509786526,OLAYA HERRERA,43.9604478146806,JOSE M. CORDOVA,37.5587350207274,Internacional
YARUMITO,MATECAÑA,7.8574060438606,True,HOTEL DEL CAMPO - CA,22.4042139418086,FARFAN HERIBERTO GIL MAR,95.807909111117,LA NUBIA,37.8384378823331,MATECAÑA,7.8574060438606,Internacional
TABLAZO - HATILLO,JOSE M. CORDOVA,28.3043734356007,True,CAROLINA DEL PRINCIPE,36.6071254590056,ALI PIEDRAHITA,81.04693322046,OLAYA HERRERA,29.4972384827445,JOSE M. CORDOVA,28.3043734356007,Internacional
EL PARAISO,ORITO,42.9796339809245,False,ORITO,42.9796339809245,CANANGUCHAL,85.0198295495631,TRES DE MAYO,53.1370482249569,BENITO SALAS,347.494877265227,Sin cobertura
EL SALADITO,"MARCO FIDEL SUAREZ  ""AFB""",12.485101865308,True,"MARCO FIDEL SUAREZ  ""AFB""",12.485101865308,FARFAN HERIBERTO GIL MAR,80.2073406257065,BUENAVENTURA-GERARDO TOBAR LOPEZ,56.755342884841,ALFONSO BONILLA ARAGON,25.8082770515379,Internacional
LOMITA 1,JOSE M. CORDOVA,28.2711726747934,True,CAROLINA DEL PRINCIPE,36.4190655427246,ALI PIEDRAHITA,81.7313330054845,OLAYA HERRERA,29.9148946990062,JOSE M. CORDOVA,28.2711726747934,Internacional
LOMITA 2,JOSE M. CORDOVA,27.9858896913905,True,CAROLINA DEL PRINCIPE,36.7122067389493,ALI PIEDRAHITA,81.6109527110956,OLAYA HERRERA,29.6499865348046,JOSE M. CORDOVA,27.9858896913905,Internacional
LA PRIMAVERA,LA PRIMAVERA,1.48579051509925,True,LA PRIMAVERA,1.48579051509925,CUMARIBO,135.001594090395,SANTIAGO PEREZ QUIROZ,179.636635316366,PALONEGRO,356.626117918283,Aeródromo
TAMBORCITO,CAROLINA DEL PRINCIPE,30.4636484102406,True,CAROLINA DEL PRINCIPE,30.4636484102406,REMEDIOS OTU,90.5432514128618,OLAYA HERRERA,40.1114945822365,JOSE M. CORDOVA,34.2097369588914,Internacional
BELMIRA,CAROLINA DEL PRINCIPE,43.6216923426133,False,CAROLINA DEL PRINCIPE,43.6216923426133,ALI PIEDRAHITA,60.8170848246434,OLAYA HERRERA,43.7296527526429,JOSE M. CORDOVA,56.0452088623828,Sin cobertura
LABORES,CAROLINA DEL PRINCIPE,35.5547867957929,True,CAROLINA DEL PRINCIPE,35.5547867957929,ALI PIEDRAHITA,72.2257231749478,OLAYA HERRERA,54.4733963430144,JOSE M. CORDOVA,64.1481609214696,Aeródromo
RÍO ARRIBA,CAROLINA DEL PRINCIPE,43.8567601669507,False,CAROLINA DEL PRINCIPE,43.8567601669507,ALI PIEDRAHITA,60.809000937345,OLAYA HERRERA,44.6091973113266,JOSE M. CORDOVA,56.9809361629152,Sin cobertura
BELLO,OLAYA HERRERA,13.2421545553632,True,CAROLINA DEL PRINCIPE,52.3139875892785,ALI PIEDRAHITA,64.7932148837594,OLAYA HERRERA,13.2421545553632,JOSE M. CORDOVA,23.8185274429393,Internacional
SAN FÉLIX,LA NUBIA,39.7828403695511,True,VOLAR COLOMBIA,51.1140237116383,JOSE CELESTINO,57.0690616422271,LA NUBIA,39.7828403695511,MATECAÑA,74.5556533921017,Nacional
EL PINAR,OLAYA HERRERA,11.1779738766824,True,CAROLINA DEL PRINCIPE,54.0186708512258,ALI PIEDRAHITA,67.5701033026384,OLAYA HERRERA,11.1779738766824,JOSE M. CORDOVA,19.2562559416779,Internacional
