Centro Poblado,Aeropuerto,Distancia(Km),Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,Tipo_Cobertura
RINCON DE FAGUA,FLAMINIO S. CAMACHO,9.2765093453632,True,FLAMINIO S. CAMACHO,9.2765093453632,JOSE CELESTINO,97.9906930225968,VANGUARDIA,94.6368039287467,EL DORADO,23.6990125687946,Internacional
CHIQUILINDA,FLAMINIO S. CAMACHO,9.5162639910585,True,FLAMINIO S. CAMACHO,9.5162639910585,JOSE CELESTINO,98.2125763450704,VANGUARDIA,94.651181120163,EL DORADO,24.0225339891893,Internacional
EL ESPEJO,FLAMINIO S. CAMACHO,5.57591080877449,True,FLAMINIO S. CAMACHO,5.57591080877449,JOSE CELESTINO,97.7907557397697,VANGUARDIA,92.404901424486,EL DORADO,19.5487387616003,Internacional
PUEBLO FUERTE,FLAMINIO S. CAMACHO,4.28864303307321,True,FLAMINIO S. CAMACHO,4.28864303307321,JOSE CELESTINO,97.9666963385528,VANGUARDIA,91.4524534760398,EL DORADO,18.0425483907156,Internacional
PUENTE CACIQUE,FLAMINIO S. CAMACHO,4.57382396729243,True,FLAMINIO S. CAMACHO,4.57382396729243,JOSE CELESTINO,98.3144471021174,VANGUARDIA,91.5025107077273,EL DORADO,18.7058433792256,Internacional
SANTA BARBARA,ANTONIO NARIÑO,35.3599851652267,True,ORITO,66.0520343982634,CANANGUCHAL,78.4178195445585,ANTONIO NARIÑO,35.3599851652267,ALFONSO BONILLA ARAGON,292.582578911937,Nacional
VILLA JULIANA,FLAMINIO S. CAMACHO,7.77321584507492,True,FLAMINIO S. CAMACHO,7.77321584507492,JOSE CELESTINO,97.5371226624784,VANGUARDIA,93.9474865984642,EL DORADO,21.9116219389811,Internacional
ENCENILLOS DE SINDAMANOY,FLAMINIO S. CAMACHO,12.0519575773373,True,FLAMINIO S. CAMACHO,12.0519575773373,JOSE CELESTINO,104.765310179804,VANGUARDIA,90.9674252165315,EL DORADO,27.3239193529926,Internacional
CHIPAQUE,EL DORADO,30.9431375982938,True,VILLA GEORGINA,31.9271820417084,SANTIAGO VILA,85.3445937044846,VANGUARDIA,56.6147420239224,EL DORADO,30.9431375982938,Internacional
LLANO DE CHIPAQUE,EL DORADO,31.8285994989247,True,VILLA GEORGINA,33.5211169243886,SANTIAGO VILA,86.9748552417397,VANGUARDIA,55.0418066775288,EL DORADO,31.8285994989247,Internacional
ABASTICOS,EL DORADO,34.4490837685403,True,VILLA GEORGINA,36.2106614000918,SAN MARTIN,87.8515968551185,VANGUARDIA,51.6883416180031,EL DORADO,34.4490837685403,Internacional
CHOACHÍ,EL DORADO,31.5207757460353,True,FLAMINIO S. CAMACHO,35.4380903947615,SAN MARTIN,95.3332147595867,VANGUARDIA,52.5172092826068,EL DORADO,31.5207757460353,Internacional
POTRERO GRANDE,EL DORADO,25.8343814394295,True,FLAMINIO S. CAMACHO,27.5640109694676,SANTIAGO VILA,101.799892842077,VANGUARDIA,59.8406728925601,EL DORADO,25.8343814394295,Internacional
CHOCONTÁ,LAS ACACIAS,25.2021826245454,True,LAS ACACIAS,25.2021826245454,ALBERTO LLERAS CAMARGO,98.6520308743221,VANGUARDIA,108.88534303848,EL DORADO,71.1863451407524,Aeródromo
COGUA,LAS ACACIAS,8.89149611149478,True,LAS ACACIAS,8.89149611149478,JOSE CELESTINO,101.641581551001,VANGUARDIA,107.216747646983,EL DORADO,44.1790071310951,Aeródromo
RODAMONTAL,LAS ACACIAS,10.5523472707595,True,LAS ACACIAS,10.5523472707595,JOSE CELESTINO,99.8867228108823,VANGUARDIA,107.874852628841,EL DORADO,43.4289827335106,Aeródromo
EL MORTIÑO,PALONEGRO,13.7871642301572,True,HORIZONTES,14.1940842669769,COLONIZADORES,133.994550262578,YARIGUIES,83.3096096459733,PALONEGRO,13.7871642301572,Internacional
LA PLAZUELA,LAS ACACIAS,5.73549745347095,True,LAS ACACIAS,5.73549745347095,JOSE CELESTINO,103.471631876249,VANGUARDIA,109.580528682585,EL DORADO,48.3115356115729,Aeródromo
EL CASCAJAL,LAS ACACIAS,8.72337472386451,True,LAS ACACIAS,8.72337472386451,JOSE CELESTINO,101.145721248295,VANGUARDIA,108.520487332649,EL DORADO,45.2290519222659,Aeródromo
EL DURAZNO,LAS ACACIAS,7.95444936808381,True,LAS ACACIAS,7.95444936808381,JOSE CELESTINO,101.491684808055,VANGUARDIA,109.427320728602,EL DORADO,46.5272794460492,Aeródromo
EL ÁTICO - SECTOR ÁLVAREZ,LAS ACACIAS,8.32531076833025,True,LAS ACACIAS,8.32531076833025,JOSE CELESTINO,102.177748871522,VANGUARDIA,107.123824825336,EL DORADO,44.5355244013133,Aeródromo
RINCÓN SANTO - SECTOR ZAMORA,LAS ACACIAS,7.88550935567832,True,LAS ACACIAS,7.88550935567832,JOSE CELESTINO,102.728920619882,VANGUARDIA,106.828666173554,EL DORADO,44.6803076826913,Aeródromo
COTA,FLAMINIO S. CAMACHO,4.1694728415303,True,FLAMINIO S. CAMACHO,4.1694728415303,JOSE CELESTINO,97.2526821619152,VANGUARDIA,89.7998399225405,EL DORADO,13.3075971544351,Internacional
CUCUNUBÁ,LAS ACACIAS,23.1111661639695,True,LAS ACACIAS,23.1111661639695,ALBERTO LLERAS CAMARGO,100.114060287566,VANGUARDIA,121.409289674942,EL DORADO,74.1102304653017,Aeródromo
EL COLEGIO,AEROFLANDES - C.A.,1.63122754538941,True,AEROFLANDES - C.A.,1.63122754538941,SANTIAGO VILA,7.52677495063207,PERALES,40.5688749684019,EL DORADO,93.006853816146,Regional
PRADILLA,CABARALEZ,13.1173584825559,True,CABARALEZ,13.1173584825559,AGUAS CLARAS,113.148505786273,YARIGUIES,38.7368046396051,PALONEGRO,60.060016770568,Nacional
GUAYABAL DE TOLEDO,FURATENA,29.9002103118662,True,FURATENA,29.9002103118662,JOSE CELESTINO,61.8132735195101,LA NUBIA,129.168787390019,EL DORADO,69.7463252320729,Aeródromo
TALAUTA,FURATENA,34.3942947495533,True,FURATENA,34.3942947495533,JOSE CELESTINO,63.7380548846699,PERALES,129.19050990922,EL DORADO,62.8119179354269,Aeródromo
CRUZ VERDE,EL DORADO,22.9237083591427,True,FLAMINIO S. CAMACHO,23.5764165608033,JOSE CELESTINO,78.0216460957397,VANGUARDIA,106.395889470471,EL DORADO,22.9237083591427,Internacional
PUENTE EL ROSAL,EL DORADO,18.5982689557409,True,FLAMINIO S. CAMACHO,21.534980376528,JOSE CELESTINO,81.4534521098462,VANGUARDIA,102.229110929889,EL DORADO,18.5982689557409,Internacional
FACATATIVÁ,EL DORADO,25.7098064866697,True,FLAMINIO S. CAMACHO,31.5930555524256,JOSE CELESTINO,73.9297642925552,PERALES,97.1196098119481,EL DORADO,25.7098064866697,Internacional
SAN RAFAEL  BAJO,EL DORADO,27.7372778595072,True,FLAMINIO S. CAMACHO,33.211743880443,JOSE CELESTINO,71.8712198441226,PERALES,96.3019161650668,EL DORADO,27.7372778595072,Internacional
LA YERBABUENA,EL DORADO,32.8106456744428,True,FLAMINIO S. CAMACHO,37.6698299428388,JOSE CELESTINO,66.8019707021958,PERALES,93.9262005187264,EL DORADO,32.8106456744428,Internacional
ALTO DE CÓRDOBA,EL DORADO,22.3578002087464,True,FLAMINIO S. CAMACHO,27.626832455803,JOSE CELESTINO,77.0921087369,PERALES,100.715276424281,EL DORADO,22.3578002087464,Internacional
LOS ARRAYANES,ANTONIO NARIÑO,46.850921050278,False,ORITO,90.1953417725591,CANANGUCHAL,108.074680866792,ANTONIO NARIÑO,46.850921050278,ALFONSO BONILLA ARAGON,303.862851815184,Sin cobertura
LOS MANZANOS,LAS ACACIAS,15.5452752318152,True,LAS ACACIAS,15.5452752318152,JOSE CELESTINO,111.186868084688,VANGUARDIA,93.5660998820972,EL DORADO,38.2562003678385,Internacional
PASO ANCHO,EL DORADO,21.132428167801,True,FLAMINIO S. CAMACHO,24.7803896207185,JOSE CELESTINO,78.5345818136254,PERALES,104.100994722286,EL DORADO,21.132428167801,Internacional
SANTA MARTHA - LA ESPERANZA,EL DORADO,22.379066430462,True,FLAMINIO S. CAMACHO,28.9527969310231,JOSE CELESTINO,77.295408155972,PERALES,98.6887457588705,EL DORADO,22.379066430462,Internacional
SAGRADO CORAZÓN,EL DORADO,22.4033530004236,True,FLAMINIO S. CAMACHO,28.6068334579893,JOSE CELESTINO,77.1724754152702,PERALES,99.2339202618099,EL DORADO,22.4033530004236,Internacional
VILLA MYRIAM,EL DORADO,28.0009234824148,True,FLAMINIO S. CAMACHO,33.1305997401711,JOSE CELESTINO,71.5331877993841,PERALES,96.747286412054,EL DORADO,28.0009234824148,Internacional
TIERRA GRATA ALTA,EL DORADO,22.9064866722233,True,FLAMINIO S. CAMACHO,24.2908088548044,JOSE CELESTINO,77.59941273279,VANGUARDIA,106.485727570816,EL DORADO,22.9064866722233,Internacional
TIERRA GRATA (EL CRUCE),EL DORADO,21.8119386504979,True,FLAMINIO S. CAMACHO,23.6323036042653,JOSE CELESTINO,78.5269308679039,VANGUARDIA,105.414438853684,EL DORADO,21.8119386504979,Internacional
FÓMEQUE,EL DORADO,37.0541617762012,True,FLAMINIO S. CAMACHO,41.0869401736181,SAN MARTIN,89.9880288466051,VANGUARDIA,46.8184739132011,EL DORADO,37.0541617762012,Internacional
FOSCA,VANGUARDIA,40.6646657608368,False,VILLA GEORGINA,42.4759660915441,SAN MARTIN,76.0817075208963,VANGUARDIA,40.6646657608368,EL DORADO,46.4402676045315,Sin cobertura
SÁNAME,VANGUARDIA,38.4152813117793,True,VILLA GEORGINA,45.3410428541132,SAN MARTIN,75.6154944086118,VANGUARDIA,38.4152813117793,EL DORADO,47.4588869617711,Nacional
FUNZA,EL DORADO,7.26661593842037,True,FLAMINIO S. CAMACHO,19.6535074074831,SANTIAGO VILA,81.0276192647327,VANGUARDIA,89.6753229916562,EL DORADO,7.26661593842037,Internacional
EL COCLI,EL DORADO,10.2254243972228,True,FLAMINIO S. CAMACHO,19.6075378127451,SANTIAGO VILA,81.7551188361878,VANGUARDIA,93.4671745174817,EL DORADO,10.2254243972228,Internacional
EL PAPAYO,EL DORADO,9.44220375304807,True,FLAMINIO S. CAMACHO,20.0686365543323,SANTIAGO VILA,80.9477794669423,VANGUARDIA,92.3086408735398,EL DORADO,9.44220375304807,Internacional
SAN ANTONIO LOS PINOS,EL DORADO,9.07336389039058,True,FLAMINIO S. CAMACHO,20.0266611843628,SANTIAGO VILA,80.8989158980607,VANGUARDIA,91.8563111166606,EL DORADO,9.07336389039058,Internacional
TIENDA NUEVA,INGENIO PICHICHI,7.3824161854975,True,INGENIO PICHICHI,7.3824161854975,FARFAN HERIBERTO GIL MAR,58.1940697538371,BUENAVENTURA-GERARDO TOBAR LOPEZ,89.692176409596,ALFONSO BONILLA ARAGON,18.1170624464356,Internacional
FÚQUENE,LAS ACACIAS,36.4521911122823,True,LAS ACACIAS,36.4521911122823,ALBERTO LLERAS CAMARGO,96.3130272465729,VANGUARDIA,138.855513617086,EL DORADO,87.2407173240935,Aeródromo
CAPELLANÍA,LAS ACACIAS,37.8903195959501,True,LAS ACACIAS,37.8903195959501,ALBERTO LLERAS CAMARGO,93.0450192009971,VANGUARDIA,138.598797462766,EL DORADO,88.971712801376,Aeródromo
NUEVO FÚQUENE,LAS ACACIAS,40.4401929873163,False,LAS ACACIAS,40.4401929873163,ALBERTO LLERAS CAMARGO,91.8339542406448,VANGUARDIA,141.1311253831,EL DORADO,91.4631428234937,Sin cobertura
FUSAGASUGÁ,VILLA GEORGINA,5.65277122511294,True,VILLA GEORGINA,5.65277122511294,SANTIAGO VILA,48.1679436036604,VANGUARDIA,85.4663633280677,EL DORADO,47.147196770454,Aeródromo
LA AGUADITA,JOSE CELESTINO,26.6785622231336,True,SAN JOSE,35.9913670549511,JOSE CELESTINO,26.6785622231336,LA NUBIA,41.0179196102288,MATECAÑA,78.3952426602992,Regional
EL TRIUNFO BOQUERON,CUATRO VIENTOS - CA,20.6090584945994,True,CUATRO VIENTOS - CA,20.6090584945994,SANTIAGO VILA,27.7205597288933,PERALES,67.5256124554004,EL DORADO,66.1519022471827,Regional
LA CASCADA,INGENIO PICHICHI,7.74588504152204,True,INGENIO PICHICHI,7.74588504152204,FARFAN HERIBERTO GIL MAR,58.9455221983599,BUENAVENTURA-GERARDO TOBAR LOPEZ,89.1333906072208,ALFONSO BONILLA ARAGON,17.174489612446,Internacional
RIO BLANCO - LOS PUENTES,VILLA GEORGINA,7.99984563760715,True,VILLA GEORGINA,7.99984563760715,SANTIAGO VILA,47.6531051563573,PERALES,83.1189801879091,EL DORADO,42.8238450562191,Aeródromo
CHINAUTA,VILLA GEORGINA,17.5889938076133,True,VILLA GEORGINA,17.5889938076133,SANTIAGO VILA,37.1109739062404,PERALES,75.9522651365697,EL DORADO,57.6808334443144,Regional
LAS PIRAMIDES,VILLA GEORGINA,23.2274063423952,True,VILLA GEORGINA,23.2274063423952,SANTIAGO VILA,32.2092548212994,PERALES,71.7882190988662,EL DORADO,62.9089841898909,Regional
GACHALÁ,MEDINA,30.3230820478227,True,MEDINA,30.3230820478227,SAN MARTIN,111.787404376828,VANGUARDIA,59.3302600128804,EL DORADO,69.4619192627822,Aeródromo
SANTA RITA DEL RÍO NEGRO,MEDINA,32.2391511098816,True,MEDINA,32.2391511098816,SAN MARTIN,104.829614752837,VANGUARDIA,52.508430508803,EL DORADO,62.0731138902233,Aeródromo
PALOMAS,MEDINA,27.7308866748706,True,MEDINA,27.7308866748706,SAN MARTIN,114.027200490276,VANGUARDIA,61.7579454370463,EL DORADO,75.6281594986757,Aeródromo
GACHANCIPÁ,LAS ACACIAS,12.0910957144888,True,LAS ACACIAS,12.0910957144888,JOSE CELESTINO,114.570565439648,VANGUARDIA,95.8516773916908,EL DORADO,44.1820074948641,Aeródromo
EL ROBLE SUR,LAS ACACIAS,13.3865021922972,True,LAS ACACIAS,13.3865021922972,JOSE CELESTINO,112.920537204606,VANGUARDIA,94.8467445724977,EL DORADO,41.4738826572867,Aeródromo
GACHETÁ,LAS ACACIAS,42.8805180238649,False,LAS ACACIAS,42.8805180238649,ALBERTO LLERAS CAMARGO,120.79554678549,VANGUARDIA,72.1658698389732,EL DORADO,57.93892091626,Sin cobertura
GAMA,MEDINA,42.8187592457565,False,MEDINA,42.8187592457565,SAN MARTIN,118.291203228705,VANGUARDIA,66.1553612549298,EL DORADO,59.7772129627175,Sin cobertura
GIRARDOT,SANTIAGO VILA,4.20495973305522,True,GENERAL ADELMO RUIZ M.,6.60759515592013,SANTIAGO VILA,4.20495973305522,PERALES,39.1415572718329,EL DORADO,84.1027982936407,Nacional
BARZALOSA,GENERAL ADELMO RUIZ M.,4.45627469530207,True,GENERAL ADELMO RUIZ M.,4.45627469530207,SANTIAGO VILA,9.46113658922044,PERALES,38.7064805365976,EL DORADO,80.7685205445927,Nacional
LA VEINTIDOS,VILLA GEORGINA,17.6317065247282,True,VILLA GEORGINA,17.6317065247282,SANTIAGO VILA,55.4114379133304,PERALES,86.5364567576044,EL DORADO,31.2283715970596,Internacional
SAN RAIMUNDO,VILLA GEORGINA,16.0549972913529,True,VILLA GEORGINA,16.0549972913529,SANTIAGO VILA,53.8255299284752,PERALES,85.5356643496422,EL DORADO,33.0682337736845,Internacional
GUACHETÁ,LAS ACACIAS,40.1977604992236,False,LAS ACACIAS,40.1977604992236,ALBERTO LLERAS CAMARGO,85.8036530830351,VANGUARDIA,135.377673673883,EL DORADO,91.3533745375874,Sin cobertura
GUADUAS,GANADERIA EL TRIUNFO,20.9876782865408,True,GANADERIA EL TRIUNFO,20.9876782865408,JOSE CELESTINO,34.8074977895125,PERALES,93.1899167164083,EL DORADO,65.1704226659606,Regional
GUADUERO,GANADERIA EL TRIUNFO,20.7008177553407,True,GANADERIA EL TRIUNFO,20.7008177553407,JOSE CELESTINO,33.719841143175,LA NUBIA,99.8929940762579,EL DORADO,72.7178841104718,Regional
LA PAZ DE CALAMOIMA,GANADERIA EL TRIUNFO,15.8900511290457,True,GANADERIA EL TRIUNFO,15.8900511290457,JOSE CELESTINO,28.0840379079894,LA NUBIA,94.9754578862416,EL DORADO,78.4672217220186,Regional
PUERTO BOGOTÁ,GANADERIA EL TRIUNFO,5.64591907199789,True,GANADERIA EL TRIUNFO,5.64591907199789,JOSE CELESTINO,16.9228150144842,LA NUBIA,83.8315738959613,EL DORADO,85.6973359088252,Regional
ALTO DEL TRIGO,CERRITOS,33.5191979890078,True,CERRITOS,33.5191979890078,JOSE CELESTINO,61.4404951523075,PERALES,86.7686813292204,EL DORADO,39.3390942089048,Internacional
GUASCA,FLAMINIO S. CAMACHO,21.6804240313288,True,FLAMINIO S. CAMACHO,21.6804240313288,JOSE CELESTINO,117.938354358308,VANGUARDIA,82.920258854932,EL DORADO,35.0737923957668,Internacional
LA CABRERITA,FLAMINIO S. CAMACHO,14.4433755591149,True,FLAMINIO S. CAMACHO,14.4433755591149,SANTIAGO VILA,113.013724303938,VANGUARDIA,80.6227171235399,EL DORADO,26.888227308954,Internacional
GAMBOA (EL PLACER),FLAMINIO S. CAMACHO,16.947169191566,True,FLAMINIO S. CAMACHO,16.947169191566,JOSE CELESTINO,114.794104821123,VANGUARDIA,82.2257426710355,EL DORADO,30.1479775870209,Internacional
GUATAQUÍ,EL LAGO - CA,13.0166572353866,True,EL LAGO - CA,13.0166572353866,SANTIAGO VILA,26.9307883125369,PERALES,39.5527498120416,EL DORADO,74.1617932794431,Nacional
LAS ISLAS,GENERAL ADELMO RUIZ M.,14.3720997477393,True,GENERAL ADELMO RUIZ M.,14.3720997477393,SANTIAGO VILA,21.5633463437636,PERALES,37.2113850122427,EL DORADO,77.0076917267002,Nacional
GUATAVITA,LAS ACACIAS,19.5979905030453,True,LAS ACACIAS,19.5979905030453,JOSE CELESTINO,120.436869968328,VANGUARDIA,88.5140091155019,EL DORADO,43.3438830580094,Aeródromo
GUAYABAL DE SÍQUIMA,CERRITOS,34.395802353286,True,CERRITOS,34.395802353286,JOSE CELESTINO,59.2484809302668,PERALES,89.5816152786476,EL DORADO,40.5668254253073,Aeródromo
GUAYABETAL,VANGUARDIA,22.8267734665604,True,APIAY - FAC,31.9857675710988,SAN MARTIN,58.7563901759379,VANGUARDIA,22.8267734665604,EL DORADO,65.4084852605205,Nacional
MONTERREDONDO,VANGUARDIA,25.2836995564958,True,APIAY - FAC,35.2703992209019,SAN MARTIN,63.2514362795196,VANGUARDIA,25.2836995564958,EL DORADO,61.1716936404306,Nacional
LAS MESAS,ANTONIO NARIÑO,31.5505875685905,True,EL GUAYABAL,67.1081255107532,CANANGUCHAL,71.9993070783486,ANTONIO NARIÑO,31.5505875685905,ALFONSO BONILLA ARAGON,240.339554164802,Nacional
LIMONCITOS,VANGUARDIA,26.7837445844047,True,PAOLA - CA,36.9980798790965,SAN MARTIN,65.4281906839276,VANGUARDIA,26.7837445844047,EL DORADO,59.0756364056055,Nacional
LAS MESETAS,VANGUARDIA,24.6440709385194,True,APIAY - FAC,34.6175469009156,SAN MARTIN,62.7709801862834,VANGUARDIA,24.6440709385194,EL DORADO,61.7823633485035,Nacional
GUTIÉRREZ,VILLA GEORGINA,37.2801931599721,True,VILLA GEORGINA,37.2801931599721,SAN MARTIN,70.6619531398035,VANGUARDIA,44.1207236618692,EL DORADO,52.2020536788948,Aeródromo
PASCOTE,VILLA GEORGINA,40.1318645290927,False,VILLA GEORGINA,40.1318645290927,SAN MARTIN,65.978354822676,VANGUARDIA,42.1652616430668,EL DORADO,57.069036045274,Sin cobertura
JUNÍN,HACIENDA GARCIA,16.6368214682968,True,HACIENDA GARCIA,16.6368214682968,JOSE CELESTINO,51.0896083231655,PERALES,41.1235284568278,MATECAÑA,80.3180024720812,Aeródromo
CLARAVAL,MEDINA,37.4940633200899,True,MEDINA,37.4940633200899,SAN MARTIN,105.55549448275,VANGUARDIA,53.658094762068,EL DORADO,56.5436405633527,Aeródromo
CHUSCALES,MEDINA,38.6996256262621,True,MEDINA,38.6996256262621,SAN MARTIN,104.381994587368,VANGUARDIA,52.7046652025545,EL DORADO,54.729712850666,Aeródromo
SUEVA,LAS ACACIAS,38.9160953970843,True,LAS ACACIAS,38.9160953970843,SAN MARTIN,123.052656771962,VANGUARDIA,71.8833241689022,EL DORADO,50.6103865078595,Aeródromo
PUENTE LISIO,LAS ACACIAS,39.6270731013601,True,LAS ACACIAS,39.6270731013601,SAN MARTIN,123.824207372224,VANGUARDIA,72.3905981247949,EL DORADO,52.9620318441714,Aeródromo
RAMAL,LAS ACACIAS,39.9831903498676,True,LAS ACACIAS,39.9831903498676,ALBERTO LLERAS CAMARGO,121.84011579012,VANGUARDIA,73.4352385152276,EL DORADO,55.2146469809446,Aeródromo
LA CALERA,FLAMINIO S. CAMACHO,14.7191313898991,True,FLAMINIO S. CAMACHO,14.7191313898991,SANTIAGO VILA,104.115759278539,VANGUARDIA,72.9104491425126,EL DORADO,19.7413525144167,Internacional
MUNDONUEVO,FLAMINIO S. CAMACHO,27.5872516740393,True,FLAMINIO S. CAMACHO,27.5872516740393,SAN MARTIN,108.470892925161,VANGUARDIA,61.5633078442865,EL DORADO,31.2566417650645,Internacional
EL SALITRE,FLAMINIO S. CAMACHO,17.1335275648809,True,FLAMINIO S. CAMACHO,17.1335275648809,SANTIAGO VILA,99.9417751478899,VANGUARDIA,70.2830169690742,EL DORADO,17.5891186416283,Internacional
TREINTA Y SEIS,FLAMINIO S. CAMACHO,25.3464872004712,True,FLAMINIO S. CAMACHO,25.3464872004712,SANTIAGO VILA,107.070172549085,VANGUARDIA,62.4189897461341,EL DORADO,27.348253634602,Internacional
ALTAMAR,FLAMINIO S. CAMACHO,15.4248886590723,True,FLAMINIO S. CAMACHO,15.4248886590723,SANTIAGO VILA,106.325204614854,VANGUARDIA,72.8907549069129,EL DORADO,21.7622326343405,Internacional
LA AURORA ALTA,FLAMINIO S. CAMACHO,8.25268071564655,True,FLAMINIO S. CAMACHO,8.25268071564655,SANTIAGO VILA,102.653903798902,VANGUARDIA,79.2915953973085,EL DORADO,16.6541201291378,Internacional
MÁRQUEZ,FLAMINIO S. CAMACHO,9.76287089025305,True,FLAMINIO S. CAMACHO,9.76287089025305,SANTIAGO VILA,106.041409828096,VANGUARDIA,79.2547866427813,EL DORADO,20.0169515983781,Internacional
SAN JOSÉ DEL TRIUNFO,FLAMINIO S. CAMACHO,10.4964739162119,True,FLAMINIO S. CAMACHO,10.4964739162119,SANTIAGO VILA,105.558030148451,VANGUARDIA,78.065507989219,EL DORADO,19.7018797959471,Internacional
SAN JAVIER,LA AMALIA,12.403237024577,True,LA AMALIA,12.403237024577,LAS BRUJAS,217.725887941874,ALFONSO LOPEZ PUMAREJO,97.4686798444292,SIMON BOLIVAR,37.707552489354,Internacional
EL VINO,EL DORADO,28.8217671292088,True,FLAMINIO S. CAMACHO,28.9043544647544,JOSE CELESTINO,72.2828419448835,PERALES,105.958888235255,EL DORADO,28.8217671292088,Internacional
LENGUAZAQUE,LAS ACACIAS,31.8247906221636,True,LAS ACACIAS,31.8247906221636,ALBERTO LLERAS CAMARGO,91.8441542638847,VANGUARDIA,126.965181893195,EL DORADO,82.7253352082874,Aeródromo
MACHETÁ,LAS ACACIAS,32.9436754107701,True,LAS ACACIAS,32.9436754107701,ALBERTO LLERAS CAMARGO,96.9185666946763,VANGUARDIA,101.389876030596,EL DORADO,73.0183188344707,Aeródromo
LA CUESTA,FLAMINIO S. CAMACHO,15.5470404527921,True,FLAMINIO S. CAMACHO,15.5470404527921,JOSE CELESTINO,85.7959137523761,VANGUARDIA,99.7180618515831,EL DORADO,17.4166892942202,Internacional
EL CORZO,EL DORADO,20.429824830416,True,FLAMINIO S. CAMACHO,28.2407817755946,SANTIAGO VILA,76.7053450564009,PERALES,98.5903575549664,EL DORADO,20.429824830416,Internacional
PUENTE DE PIEDRA,EL DORADO,15.4414391578437,True,FLAMINIO S. CAMACHO,17.5222672549195,JOSE CELESTINO,85.3202595557461,VANGUARDIA,98.8214614788677,EL DORADO,15.4414391578437,Internacional
CHAUTA,LAS ACACIAS,14.8703294349668,True,LAS ACACIAS,14.8703294349668,JOSE CELESTINO,109.885073015364,VANGUARDIA,94.7110494198038,EL DORADO,38.0944720076815,Internacional
MOYANO,EL DORADO,19.944394894095,True,FLAMINIO S. CAMACHO,25.9033377146842,JOSE CELESTINO,79.5198610534967,PERALES,101.602582580665,EL DORADO,19.944394894095,Internacional
MANTA,LAS ACACIAS,41.5289533701121,False,LAS ACACIAS,41.5289533701121,ALBERTO LLERAS CAMARGO,97.4686765653096,VANGUARDIA,93.838008272497,EL DORADO,75.3793236571743,Sin cobertura
MEDINA,MEDINA,2.54491758087377,True,MEDINA,2.54491758087377,SAN MARTIN,97.0163809392144,VANGUARDIA,47.7642690162504,EL DORADO,91.0444846221212,Aeródromo
SAN PEDRO DE GUAJARAY,PAOLA - CA,19.9031596048957,True,PAOLA - CA,19.9031596048957,SAN MARTIN,75.1357370873905,VANGUARDIA,25.6426223015395,EL DORADO,86.4532933748061,Nacional
MESA DE LOS REYES,MEDINA,10.7735844322333,True,MEDINA,10.7735844322333,SAN MARTIN,103.083668132341,VANGUARDIA,56.0089987473987,EL DORADO,100.716709015749,Aeródromo
LOS ALPES,INGENIO LA CARMELITA,9.5773291849421,True,INGENIO LA CARMELITA,9.5773291849421,FARFAN HERIBERTO GIL MAR,19.4036692926231,BUENAVENTURA-GERARDO TOBAR LOPEZ,72.462391318512,ALFONSO BONILLA ARAGON,61.6250435392619,Regional
GAZADUJE,MEDINA,10.1866540710643,True,MEDINA,10.1866540710643,SAN MARTIN,104.899925838596,VANGUARDIA,55.3005316695204,EL DORADO,92.137782478149,Aeródromo
MOSQUERA,EL CHARCO,39.9009160998327,True,EL CHARCO,39.9009160998327,JUAN CASIANO,62.0462586353567,LA FLORIDA,83.7553251909159,ALFONSO BONILLA ARAGON,257.228690522252,Aeródromo
LOS PUENTES,EL DORADO,12.2480699935213,True,FLAMINIO S. CAMACHO,25.5176486066545,SANTIAGO VILA,75.1777316774459,VANGUARDIA,91.3465627143609,EL DORADO,12.2480699935213,Internacional
PARCELAS,EL DORADO,11.4069064502742,True,FLAMINIO S. CAMACHO,25.7855922798625,SANTIAGO VILA,74.979242180774,VANGUARDIA,88.4998312601546,EL DORADO,11.4069064502742,Internacional
PENCAL,EL DORADO,16.5169376743911,True,FLAMINIO S. CAMACHO,28.5796291625383,SANTIAGO VILA,72.6741262918849,VANGUARDIA,95.7488082632621,EL DORADO,16.5169376743911,Internacional
QUINTAS DE SERREZUELA,EL DORADO,10.6123478174724,True,FLAMINIO S. CAMACHO,23.2944125591548,SANTIAGO VILA,77.4455496166864,VANGUARDIA,91.3510548550009,EL DORADO,10.6123478174724,Internacional
NEMOCÓN,LAS ACACIAS,4.18585500488713,True,LAS ACACIAS,4.18585500488713,JOSE CELESTINO,112.365096333985,VANGUARDIA,104.183699520614,EL DORADO,50.2996820737288,Aeródromo
EL ORATORIO,LAS ACACIAS,2.50831105169821,True,LAS ACACIAS,2.50831105169821,JOSE CELESTINO,107.352306768325,VANGUARDIA,107.106444089805,EL DORADO,48.9260338786911,Aeródromo
LA PUERTA,LAS ACACIAS,3.64396839427451,True,LAS ACACIAS,3.64396839427451,JOSE CELESTINO,110.430114918306,VANGUARDIA,104.309112763479,EL DORADO,48.729353045346,Aeródromo
CAMACHO,LAS ACACIAS,5.33799817769611,True,LAS ACACIAS,5.33799817769611,JOSE CELESTINO,113.097648525027,VANGUARDIA,103.041442526341,EL DORADO,49.8344941250863,Aeródromo
